herb,symptom,label,score
U700,S350,0,0.0003
U700,S355,0,0.0128
U700,S358,0,0.0356
U700,S359,0,0.0266
U700,S360,0,0.1250
U700,S363,0,0.0003
U700,S368,0,0.0128
U700,S375,0,0.0003
U700,S38,0,0.0266
U700,S380,0,0.0003
U700,S387,0,0.0003
U700,S388,0,0.0000
U700,S389,0,0.0000
U700,S39,0,0.0035
U700,S397,0,0.1636
U700,S398,0,0.5714
U700,S404,0,0.0003
U700,S408,0,0.0003
U700,S410,0,0.0003
U700,S411,0,0.0266
U700,S418,0,0.0000
U700,S42,0,0.0000
U700,S420,0,0.0128
U700,S422,0,0.0000
U700,S428,0,0.0003
U700,S430,0,0.0003
U700,S431,0,0.0000
U700,S437,0,0.0000
U700,S44,0,0.0000
U700,S443,0,0.0000
U700,S444,0,0.0003
U700,S445,0,0.0065
U700,S446,0,0.0000
U700,S447,0,0.0356
U700,S449,0,0.0035
U700,S456,0,0.0003
U700,S462,0,0.1538
U700,S463,0,0.0003
U700,S464,0,0.0000
U700,S466,0,0.0000
U700,S475,0,0.0000
U700,S476,0,0.0000
U700,S477,0,0.0000
U700,S478,0,0.0000
U700,S479,0,0.0000
U700,S48,0,0.0356
U700,S483,0,0.0035
U700,S497,0,0.0003
U700,S498,0,0.0035
U700,S499,0,0.0003
U700,S500,0,0.0000
U700,S501,0,0.0356
U700,S502,0,0.0000
U700,S503,0,0.0000
U700,S62,0,0.1196
U700,S64,0,0.0128
U700,S66,0,0.0003
U700,S69,0,0.0003
U700,S71,0,0.0128
U700,S73,0,0.0356
U700,S75,0,0.0128
U700,S80,0,0.0356
U700,S86,0,0.0003
U700,S87,0,0.1196
U700,S88,0,0.0266
U700,S90,0,0.0128
U700,S95,0,0.0035
U700,S96,0,0.0000
U700,S98,0,0.0356
U709,S02,0,0.0356
U709,S06,0,0.0128
U709,S07,0,0.0356
U709,S102,0,0.0128
U709,S103,0,0.0035
U709,S104,0,0.0128
U709,S106,0,0.0003
U709,S109,0,0.0003
U709,S111,0,0.0003
U709,S112,0,0.1196
U709,S114,0,0.0035
U709,S115,0,0.0000
U709,S116,0,0.0065
U709,S119,0,0.0003
U709,S120,0,0.0035
U709,S121,0,0.0035
U709,S125,0,0.0000
U709,S128,0,0.0000
U709,S137,0,0.0000
U709,S138,0,0.0035
U709,S14,0,0.0003
U709,S142,0,0.0000
U709,S144,0,0.0035
U709,S145,0,0.0003
U709,S147,0,0.0000
U709,S148,0,0.0003
U709,S15,0,0.0003
U709,S150,0,0.0000
U709,S155,0,0.0000
U709,S158,0,0.0000
U709,S159,0,0.0003
U709,S161,0,0.0003
U709,S162,0,0.0000
U709,S163,0,0.0003
U709,S169,0,0.0065
U709,S17,0,0.0488
U709,S170,0,0.0003
U709,S172,0,0.0035
U709,S177,0,0.0000
U709,S182,0,0.0000
U709,S183,0,0.0000
U709,S185,0,0.0003
U709,S189,0,0.0003
U709,S190,0,0.0000
U709,S192,0,0.0000
U709,S20,0,0.1538
U709,S200,0,0.0003
U709,S21,0,0.0128
U709,S213,0,0.0003
U709,S214,0,0.0000
U709,S215,0,0.0128
U709,S216,0,0.0003
U709,S217,0,0.0003
U709,S22,0,0.0000
U709,S221,0,0.0000
U709,S234,0,0.0000
U709,S244,0,0.0000
U709,S246,0,0.0003
U709,S252,0,0.0003
U709,S260,0,0.0128
U709,S273,0,0.0000
U709,S279,0,0.0003
U709,S282,0,0.0000
U709,S286,0,0.0000
U709,S291,0,0.0000
U709,S294,0,0.0128
U709,S297,0,0.0035
U709,S299,0,0.0003
U709,S30,0,0.0003
U709,S300,0,0.0035
U709,S306,0,0.0128
U709,S309,0,0.0000
U709,S313,0,0.0035
U709,S314,0,0.0000
U709,S318,0,0.0065
U709,S321,0,0.0003
U709,S325,0,0.0003
U709,S327,0,0.0000
U709,S33,0,0.0356
U709,S330,0,0.0000
U709,S333,0,0.0000
U709,S334,0,0.0000
U709,S335,0,0.0000
U709,S343,0,0.0003
U709,S345,0,0.1636
U709,S346,0,0.0356
U709,S349,0,0.0003
U709,S350,0,0.0035
U709,S355,0,0.0003
U709,S358,0,0.0003
U709,S359,0,0.1196
U709,S360,0,0.0035
U709,S363,0,0.0000
U709,S368,0,0.0000
U709,S375,0,0.0003
U709,S38,0,0.0065
U709,S380,0,0.0000
U709,S387,0,0.0128
U709,S388,0,0.0000
U709,S389,0,0.0000
U709,S39,0,0.0003
U709,S397,0,0.2458
U709,S398,0,0.5000
U709,S404,0,0.0000
U709,S408,0,0.0003
U709,S410,0,0.0000
U709,S411,0,0.0035
U709,S418,0,0.0000
U709,S42,0,0.0003
U709,S420,0,0.0003
U709,S422,0,0.0000
U709,S428,0,0.0003
U709,S430,0,0.0000
U709,S431,0,0.0000
U709,S437,0,0.0000
U709,S44,0,0.0035
U709,S443,0,0.0065
U709,S444,0,0.0035
U709,S445,0,0.0035
U709,S446,0,0.0000
U709,S447,0,0.0266
U709,S449,0,0.0003
U709,S456,0,0.0000
U709,S462,0,0.0035
U709,S463,0,0.0000
U709,S464,0,0.0000
U709,S466,0,0.0000
U709,S475,0,0.0000
U709,S476,0,0.0000
U709,S477,0,0.0000
U709,S478,0,0.0000
U709,S479,0,0.0000
U709,S48,0,0.1196
U709,S483,0,0.0000
U709,S497,0,0.0003
U709,S498,0,0.0003
U709,S499,0,0.0003
U709,S500,0,0.0000
U709,S501,0,0.0356
U709,S502,0,0.0000
U709,S503,0,0.0000
U709,S62,0,0.0266
U709,S64,0,0.1196
U709,S65,0,0.0035
U709,S66,0,0.0035
U709,S69,0,0.0035
U709,S73,0,0.0065
U709,S75,0,0.0065
U709,S80,0,0.0128
U709,S86,0,0.0000
U709,S87,0,0.3750
U709,S88,0,0.0266
U709,S90,0,0.0035
U709,S95,0,0.0035
U709,S96,0,0.0035
U709,S98,0,0.0356
U56,S02,0,0.0003
U56,S06,0,0.0035
U56,S07,0,0.0426
U56,S08,0,0.0128
U56,S102,0,0.0000
U56,S103,0,0.0000
U56,S104,0,0.0128
U56,S106,0,0.0003
U56,S109,0,0.0128
U56,S111,0,0.0000
U56,S112,0,0.0003
U56,S114,0,0.0003
U56,S115,0,0.0000
U56,S116,0,0.0035
U56,S119,0,0.0035
U56,S120,0,0.0035
U56,S121,0,0.0128
U56,S125,0,0.0035
U56,S128,0,0.0035
U56,S137,0,0.0000
U56,S138,0,0.0000
U56,S14,0,0.0000
U56,S142,0,0.0035
U56,S144,0,0.0000
U56,S145,0,0.0003
U56,S147,0,0.0000
U56,S148,0,0.0128
U56,S15,0,0.0128
U56,S150,0,0.0000
U56,S155,0,0.0000
U56,S158,0,0.0000
U56,S159,0,0.0000
U56,S161,0,0.0000
U56,S162,0,0.0000
U56,S163,0,0.0000
U56,S169,0,0.0128
U56,S17,0,0.0035
U56,S170,0,0.0000
U56,S172,0,0.0065
U56,S177,0,0.0000
U56,S182,0,0.0000
U56,S183,0,0.0035
U56,S185,0,0.0003
U56,S189,0,0.0035
U56,S190,0,0.0000
U56,S192,0,0.0000
U56,S200,0,0.0035
U56,S213,0,0.0035
U56,S214,0,0.0003
U56,S215,0,0.0003
U56,S216,0,0.0003
U56,S217,0,0.0000
U56,S22,0,0.0128
U56,S221,0,0.0003
U56,S234,0,0.0000
U56,S244,0,0.0000
U56,S246,0,0.0000
U56,S25,0,0.0128
U56,S252,0,0.0000
U56,S260,0,0.0128
U56,S273,0,0.0000
U56,S279,0,0.0000
U56,S282,0,0.0000
U56,S286,0,0.0000
U56,S291,0,0.0003
U56,S294,0,0.0356
U56,S297,0,0.0000
U56,S299,0,0.0000
U56,S30,0,0.0000
U56,S300,0,0.0065
U56,S306,0,0.0003
U56,S309,0,0.0000
U56,S313,0,0.0003
U56,S314,0,0.0000
U56,S318,0,0.0356
U56,S321,0,0.0000
U56,S325,0,0.0003
U56,S327,0,0.0000
U56,S33,0,0.0128
U56,S330,0,0.0003
U56,S333,0,0.0003
U56,S334,0,0.0000
U56,S335,0,0.0000
U56,S343,0,0.0003
U56,S345,0,0.0488
U56,S346,0,0.0035
U56,S349,0,0.0000
U56,S350,0,0.0000
U56,S355,0,0.0000
U56,S358,0,0.0003
U56,S359,0,0.0128
U56,S360,0,0.0128
U56,S363,0,0.0000
U56,S368,0,0.0000
U56,S375,0,0.0003
U56,S38,0,0.0000
U56,S380,0,0.0003
U56,S387,0,0.0000
U56,S388,0,0.0000
U56,S389,0,0.0003
U56,S39,0,0.0003
U56,S397,0,0.1647
U56,S398,0,0.3750
U56,S404,0,0.0000
U56,S408,0,0.0000
U56,S410,0,0.0000
U56,S411,0,0.0128
U56,S418,0,0.0000
U56,S42,0,0.0003
U56,S420,0,0.0000
U56,S422,0,0.0000
U56,S428,0,0.0000
U56,S430,0,0.0000
U56,S431,0,0.0000
U56,S437,0,0.0000
U56,S44,0,0.0003
U56,S443,0,0.0000
U56,S444,0,0.0000
U56,S445,0,0.0000
U56,S446,0,0.0000
U56,S447,0,0.0128
U56,S449,0,0.0003
U56,S456,0,0.0000
U56,S462,0,0.0003
U56,S463,0,0.0000
U56,S464,0,0.0000
U56,S466,0,0.0000
U56,S475,0,0.0000
U56,S476,0,0.0000
U56,S477,0,0.0000
U56,S478,0,0.0000
U56,S479,0,0.0000
U56,S48,0,0.0488
U56,S483,0,0.0000
U56,S497,0,0.0003
U56,S498,0,0.0000
U56,S499,0,0.0000
U56,S500,0,0.0000
U56,S501,0,0.0266
U56,S502,0,0.0003
U56,S503,0,0.0000
U56,S62,0,0.0356
U56,S64,0,0.0000
U56,S65,0,0.0065
U56,S66,0,0.0003
U56,S69,0,0.0035
U56,S71,0,0.0035
U56,S73,0,0.0003
U56,S75,0,0.0003
U56,S80,0,0.0065
U56,S86,0,0.0000
U56,S87,0,0.1538
U56,S88,0,0.0035
U56,S90,0,0.0128
U56,S95,0,0.0035
U56,S96,0,0.0035
U56,S98,0,0.0035
U182,S02,0,0.0065
U182,S06,0,0.0035
U182,S07,0,0.0356
U182,S08,0,0.0003
U182,S102,0,0.0000
U182,S103,0,0.0035
U182,S104,0,0.0356
U182,S106,0,0.0003
U182,S109,0,0.0266
U182,S111,0,0.0000
U182,S112,0,0.0035
U182,S114,0,0.0003
U182,S115,0,0.0000
U182,S116,0,0.0065
U182,S119,0,0.0035
U182,S120,0,0.0019
U182,S121,0,0.0007
U182,S125,0,0.0003
U182,S128,0,0.0003
U182,S137,0,0.0000
U182,S138,0,0.0003
U182,S14,0,0.0000
U182,S142,0,0.0003
U182,S144,0,0.0003
U182,S145,0,0.0000
U182,S147,0,0.0000
U182,S148,0,0.0003
U182,S15,0,0.0003
U182,S150,0,0.0003
U182,S155,0,0.0003
U182,S158,0,0.0000
U182,S159,0,0.0035
U182,S161,0,0.0000
U182,S162,0,0.0000
U182,S163,0,0.0003
U182,S169,0,0.0035
U182,S17,0,0.0035
U182,S170,0,0.0000
U182,S172,0,0.0035
U182,S177,0,0.0003
U182,S182,0,0.0000
U182,S183,0,0.0000
U182,S185,0,0.0000
U182,S189,0,0.0003
U182,S190,0,0.0000
U182,S192,0,0.0000
U182,S20,0,0.0266
U182,S200,0,0.0003
U182,S21,0,0.0003
U182,S213,0,0.0035
U182,S214,0,0.0003
U182,S215,0,0.0035
U182,S216,0,0.0035
U182,S217,0,0.0000
U182,S22,0,0.0000
U182,S221,0,0.0000
U182,S234,0,0.0000
U182,S244,0,0.0000
U182,S246,0,0.0065
U182,S25,0,0.0003
U182,S252,0,0.0003
U182,S260,0,0.0035
U182,S27,0,0.0266
U182,S273,0,0.0000
U182,S279,0,0.0003
U182,S282,0,0.0000
U182,S286,0,0.0000
U182,S291,0,0.0003
U182,S294,0,0.0128
U182,S297,0,0.0000
U182,S299,0,0.0003
U182,S30,0,0.0000
U182,S300,0,0.0035
U182,S306,0,0.0035
U182,S309,0,0.0000
U182,S313,0,0.0003
U182,S314,0,0.0000
U182,S318,0,0.0003
U182,S321,0,0.0000
U182,S325,0,0.0000
U182,S327,0,0.0003
U182,S33,0,0.0035
U182,S330,0,0.0000
U182,S333,0,0.0000
U182,S334,0,0.0000
U182,S335,0,0.0000
U182,S343,0,0.0000
U182,S345,0,0.0266
U182,S346,0,0.0003
U182,S349,0,0.0000
U182,S350,0,0.0000
U182,S355,0,0.0003
U182,S358,0,0.0003
U182,S359,0,0.0035
U182,S360,0,0.0065
U182,S363,0,0.0000
U182,S368,0,0.0000
U182,S375,0,0.0003
U182,S38,0,0.0035
U182,S380,0,0.0035
U182,S387,0,0.0000
U182,S388,0,0.0000
U182,S389,0,0.0003
U182,S39,0,0.0000
U182,S397,0,0.1196
U182,S398,0,0.0266
U182,S404,0,0.0003
U182,S408,0,0.0065
U182,S410,0,0.0000
U182,S411,0,0.0035
U182,S418,0,0.0000
U182,S42,0,0.0000
U182,S420,0,0.0000
U182,S422,0,0.0000
U182,S428,0,0.0035
U182,S430,0,0.0000
U182,S431,0,0.0000
U182,S437,0,0.0000
U182,S44,0,0.0000
U182,S443,0,0.0003
U182,S444,0,0.0003
U182,S445,0,0.0003
U182,S446,0,0.0000
U182,S447,0,0.0035
U182,S449,0,0.0003
U182,S456,0,0.0000
U182,S462,0,0.0003
U182,S463,0,0.0000
U182,S464,0,0.0000
U182,S466,0,0.0000
U182,S475,0,0.0000
U182,S476,0,0.0000
U182,S477,0,0.0000
U182,S478,0,0.0000
U182,S479,0,0.0000
U182,S48,0,0.0356
U182,S483,0,0.0000
U182,S497,0,0.0003
U182,S498,0,0.0003
U182,S499,0,0.0003
U182,S500,0,0.0000
U182,S501,0,0.0128
U182,S502,0,0.0000
U182,S503,0,0.0000
U182,S62,0,0.0065
U182,S64,0,0.0065
U182,S65,0,0.0003
U182,S66,0,0.0000
U182,S69,0,0.0356
U182,S71,0,0.0128
U182,S73,0,0.0128
U182,S75,0,0.0003
U182,S80,0,0.0065
U182,S86,0,0.0000
U182,S87,0,0.1196
U182,S88,0,0.0003
U182,S90,0,0.0128
U182,S95,0,0.0003
U182,S96,0,0.0003
U182,S98,0,0.0003
U941,S02,0,0.0065
U941,S06,0,0.0003
U941,S07,0,0.0266
U941,S08,0,0.0000
U941,S102,0,0.0000
U941,S103,0,0.0000
U941,S104,0,0.0065
U941,S106,0,0.0000
U941,S109,0,0.0035
U941,S111,0,0.0000
U941,S112,0,0.0000
U941,S114,0,0.0003
U941,S115,0,0.0000
U941,S116,0,0.0035
U941,S119,0,0.0003
U941,S120,0,0.0000
U941,S121,0,0.0003
U941,S125,0,0.0000
U941,S128,0,0.0000
U941,S137,0,0.0000
U941,S138,0,0.0000
U941,S14,0,0.0000
U941,S142,0,0.0000
U941,S144,0,0.0000
U941,S145,0,0.0000
U941,S147,0,0.0003
U941,S148,0,0.0000
U941,S15,0,0.0000
U941,S150,0,0.0000
U941,S155,0,0.0003
U941,S158,0,0.0000
U941,S159,0,0.0003
U941,S161,0,0.0000
U941,S162,0,0.0000
U941,S163,0,0.0000
U941,S169,0,0.0035
U941,S17,0,0.0003
U941,S170,0,0.0003
U941,S172,0,0.0128
U941,S177,0,0.0000
U941,S182,0,0.0000
U941,S183,0,0.0000
U941,S185,0,0.0000
U941,S189,0,0.0000
U941,S190,0,0.0000
U941,S192,0,0.0000
U941,S20,0,0.1196
U941,S200,0,0.0035
U941,S21,0,0.0003
U941,S213,0,0.0003
U941,S214,0,0.0000
U941,S215,0,0.0003
U941,S216,0,0.0000
U941,S217,0,0.0000
U941,S22,0,0.0000
U941,S221,0,0.0000
U941,S234,0,0.0000
U941,S244,0,0.0000
U941,S246,0,0.0035
U941,S25,0,0.0003
U941,S252,0,0.0000
U941,S260,0,0.0003
U941,S27,0,0.0128
U941,S273,0,0.0000
U941,S279,0,0.0000
U941,S282,0,0.0000
U941,S286,0,0.0000
U941,S291,0,0.0000
U941,S294,0,0.0003
U941,S297,0,0.0003
U941,S299,0,0.0000
U941,S30,0,0.0003
U941,S300,0,0.0003
U941,S306,0,0.0035
U941,S309,0,0.0003
U941,S313,0,0.0003
U941,S314,0,0.0000
U941,S318,0,0.0128
U941,S321,0,0.0000
U941,S325,0,0.0000
U941,S327,0,0.0000
U941,S33,0,0.0000
U941,S330,0,0.0000
U941,S333,0,0.0000
U941,S334,0,0.0000
U941,S335,0,0.0003
U941,S343,0,0.0266
U941,S345,0,0.0128
U941,S346,0,0.0003
U941,S349,0,0.0000
U941,S350,0,0.0000
U941,S355,0,0.0035
U941,S358,0,0.0000
U941,S359,0,0.0003
U941,S360,0,0.0003
U941,S363,0,0.0000
U941,S368,0,0.0000
U941,S375,0,0.0000
U941,S38,0,0.0003
U941,S380,0,0.0003
U941,S387,0,0.0035
U941,S388,0,0.0000
U941,S389,0,0.0003
U941,S39,0,0.0000
U941,S397,0,0.0266
U941,S398,0,0.0266
U941,S404,0,0.0003
U941,S408,0,0.0000
U941,S410,0,0.0000
U941,S411,0,0.0003
U941,S418,0,0.0000
U941,S42,0,0.0000
U941,S420,0,0.0003
U941,S422,0,0.0000
U941,S428,0,0.0003
U941,S430,0,0.0000
U941,S431,0,0.0000
U941,S437,0,0.0000
U941,S44,0,0.0000
U941,S443,0,0.0000
U941,S444,0,0.0000
U941,S445,0,0.0003
U941,S446,0,0.0000
U941,S447,0,0.0035
U941,S449,0,0.0003
U941,S456,0,0.0000
U941,S462,0,0.0003
U941,S463,0,0.0065
U941,S464,0,0.0000
U941,S466,0,0.0000
U941,S475,0,0.0000
U941,S476,0,0.0000
U941,S477,0,0.0000
U941,S478,0,0.0000
U941,S479,0,0.0000
U941,S48,0,0.0426
U941,S483,0,0.0000
U941,S497,0,0.0003
U941,S498,0,0.0003
U941,S499,0,0.0003
U941,S500,0,0.0000
U941,S501,0,0.0266
U941,S502,0,0.0003
U941,S503,0,0.0000
U941,S62,0,0.0128
U941,S64,0,0.0065
U941,S65,0,0.0003
U941,S66,0,0.0003
U941,S69,0,0.0003
U941,S71,0,0.0003
U941,S73,0,0.0003
U941,S75,0,0.0003
U941,S80,0,0.0035
U941,S86,0,0.0000
U941,S87,0,0.0266
U941,S88,0,0.0356
U941,S90,0,0.0003
U941,S95,0,0.0000
U941,S96,0,0.0035
U941,S98,0,0.0035
U945,S02,0,0.0128
U945,S07,0,0.0356
U945,S08,0,0.0003
U945,S102,0,0.0003
U945,S103,0,0.0000
U945,S104,0,0.0128
U945,S106,0,0.0035
U945,S109,0,0.0035
U945,S111,0,0.0000
U945,S114,0,0.0000
U945,S115,0,0.0000
U945,S116,0,0.0003
U945,S119,0,0.0003
U945,S120,0,0.0003
U945,S121,0,0.0003
U945,S125,0,0.0003
U945,S128,0,0.0003
U945,S137,0,0.0000
U945,S138,0,0.0003
U945,S14,0,0.0035
U945,S142,0,0.0003
U945,S144,0,0.0035
U945,S145,0,0.0000
U945,S147,0,0.0000
U945,S148,0,0.0003
U945,S15,0,0.0035
U945,S150,0,0.0000
U945,S155,0,0.0035
U945,S158,0,0.0000
U945,S159,0,0.0003
U945,S161,0,0.0000
U945,S162,0,0.0003
U945,S163,0,0.0000
U945,S169,0,0.0065
U945,S170,0,0.0003
U945,S172,0,0.0035
U945,S177,0,0.0000
U945,S182,0,0.0000
U945,S183,0,0.0035
U945,S185,0,0.0003
U945,S189,0,0.0000
U945,S190,0,0.0035
U945,S192,0,0.0000
U945,S20,0,0.0356
U945,S200,0,0.0003
U945,S213,0,0.0000
U945,S214,0,0.0000
U945,S215,0,0.0035
U945,S216,0,0.0000
U945,S217,0,0.0000
U945,S22,0,0.0003
U945,S221,0,0.0000
U945,S234,0,0.0000
U945,S244,0,0.0000
U945,S246,0,0.0003
U945,S252,0,0.0000
U945,S260,0,0.0128
U945,S27,0,0.0035
U945,S273,0,0.0000
U945,S279,0,0.0000
U945,S282,0,0.0000
U945,S286,0,0.0000
U945,S291,0,0.0000
U945,S294,0,0.0266
U945,S297,0,0.0003
U945,S299,0,0.0035
U945,S30,0,0.0003
U945,S300,0,0.0003
U945,S306,0,0.0128
U945,S309,0,0.0000
U945,S313,0,0.0128
U945,S314,0,0.0000
U945,S318,0,0.0035
U945,S321,0,0.0000
U945,S325,0,0.0000
U945,S327,0,0.0000
U945,S33,0,0.0128
U945,S330,0,0.0000
U945,S333,0,0.0000
U945,S334,0,0.0000
U945,S335,0,0.0000
U945,S343,0,0.0003
U945,S345,0,0.0426
U945,S346,0,0.0003
U945,S349,0,0.0000
U945,S350,0,0.0035
U945,S355,0,0.0000
U945,S358,0,0.0003
U945,S359,0,0.0065
U945,S360,0,0.0035
U945,S363,0,0.0000
U945,S368,0,0.0000
U945,S375,0,0.0000
U945,S38,0,0.0003
U945,S380,0,0.0000
U945,S387,0,0.0000
U945,S388,0,0.0000
U945,S389,0,0.0000
U945,S39,0,0.0003
U945,S397,0,0.1250
U945,S398,0,0.1636
U945,S404,0,0.0000
U945,S408,0,0.0003
U945,S410,0,0.0000
U945,S411,0,0.0003
U945,S418,0,0.0000
U945,S42,0,0.0000
U945,S420,0,0.0035
U945,S422,0,0.0000
U945,S428,0,0.0003
U945,S430,0,0.0000
U945,S431,0,0.0000
U945,S437,0,0.0003
U945,S44,0,0.0035
U945,S443,0,0.0000
U945,S444,0,0.0000
U945,S445,0,0.0000
U945,S446,0,0.0000
U945,S447,0,0.0128
U945,S449,0,0.0000
U945,S456,0,0.0000
U945,S462,0,0.0065
U945,S463,0,0.0003
U945,S464,0,0.0000
U945,S466,0,0.0000
U945,S475,0,0.0000
U945,S476,0,0.0000
U945,S477,0,0.0000
U945,S478,0,0.0000
U945,S479,0,0.0000
U945,S483,0,0.0003
U945,S497,0,0.0000
U945,S498,0,0.0003
U945,S499,0,0.0003
U945,S500,0,0.0000
U945,S501,0,0.0128
U945,S502,0,0.0000
U945,S503,0,0.0000
U945,S64,0,0.0003
U945,S66,0,0.0003
U945,S69,0,0.0003
U945,S73,0,0.0003
U945,S75,0,0.0003
U945,S80,0,0.0003
U945,S86,0,0.0003
U945,S87,0,0.0065
U945,S88,0,0.0035
U945,S90,0,0.0000
U945,S96,0,0.0003
U945,S98,0,0.0128
U944,S02,0,0.0035
U944,S06,0,0.0266
U944,S07,0,0.1196
U944,S102,0,0.0003
U944,S103,0,0.0003
U944,S104,0,0.0356
U944,S106,0,0.0128
U944,S109,0,0.0356
U944,S111,0,0.0000
U944,S112,0,0.0128
U944,S114,0,0.0000
U944,S115,0,0.0000
U944,S116,0,0.0003
U944,S119,0,0.0065
U944,S120,0,0.0003
U944,S121,0,0.0128
U944,S125,0,0.0035
U944,S128,0,0.0003
U944,S137,0,0.0003
U944,S138,0,0.0003
U944,S14,0,0.0035
U944,S142,0,0.0000
U944,S144,0,0.0003
U944,S145,0,0.0003
U944,S147,0,0.0000
U944,S148,0,0.0000
U944,S15,0,0.0035
U944,S150,0,0.0000
U944,S155,0,0.0003
U944,S158,0,0.0000
U944,S159,0,0.0000
U944,S161,0,0.0000
U944,S162,0,0.0003
U944,S163,0,0.0000
U944,S169,0,0.0128
U944,S17,0,0.0356
U944,S170,0,0.0035
U944,S172,0,0.0128
U944,S177,0,0.0003
U944,S182,0,0.0003
U944,S183,0,0.0035
U944,S185,0,0.0035
U944,S189,0,0.0003
U944,S190,0,0.0035
U944,S192,0,0.0000
U944,S20,0,0.1196
U944,S200,0,0.0266
U944,S213,0,0.0003
U944,S214,0,0.0003
U944,S215,0,0.0003
U944,S216,0,0.0003
U944,S217,0,0.0003
U944,S22,0,0.0003
U944,S221,0,0.0003
U944,S234,0,0.0000
U944,S244,0,0.0000
U944,S246,0,0.0000
U944,S252,0,0.0003
U944,S260,0,0.0266
U944,S27,0,0.1196
U944,S273,0,0.0000
U944,S279,0,0.0000
U944,S282,0,0.0000
U944,S286,0,0.0000
U944,S291,0,0.0003
U944,S294,0,0.1196
U944,S297,0,0.0128
U944,S299,0,0.0000
U944,S30,0,0.0003
U944,S300,0,0.0003
U944,S306,0,0.0003
U944,S309,0,0.0003
U944,S313,0,0.0356
U944,S314,0,0.0000
U944,S318,0,0.0128
U944,S321,0,0.0000
U944,S325,0,0.0000
U944,S327,0,0.0000
U944,S33,0,0.0035
U944,S330,0,0.0000
U944,S333,0,0.0000
U944,S334,0,0.0000
U944,S335,0,0.0000
U944,S343,0,0.0003
U944,S345,0,0.1196
U944,S346,0,0.0035
U944,S349,0,0.0003
U944,S350,0,0.0003
U944,S355,0,0.0000
U944,S358,0,0.0035
U944,S359,0,0.0065
U944,S360,0,0.0266
U944,S363,0,0.0003
U944,S368,0,0.0003
U944,S375,0,0.0035
U944,S38,0,0.0065
U944,S380,0,0.0000
U944,S387,0,0.0035
U944,S388,0,0.0000
U944,S389,0,0.0000
U944,S39,0,0.0003
U944,S397,0,0.1800
U944,S398,0,0.1800
U944,S404,0,0.0003
U944,S408,0,0.0003
U944,S410,0,0.0000
U944,S411,0,0.0035
U944,S418,0,0.0000
U944,S42,0,0.0000
U944,S420,0,0.0000
U944,S422,0,0.0000
U944,S428,0,0.0003
U944,S430,0,0.0003
U944,S431,0,0.0000
U944,S437,0,0.0003
U944,S44,0,0.0003
U944,S443,0,0.0000
U944,S444,0,0.0000
U944,S445,0,0.0003
U944,S446,0,0.0000
U944,S447,0,0.0003
U944,S449,0,0.0003
U944,S456,0,0.0000
U944,S462,0,0.0003
U944,S463,0,0.0000
U944,S464,0,0.0000
U944,S466,0,0.0000
U944,S475,0,0.0000
U944,S476,0,0.0000
U944,S477,0,0.0000
U944,S478,0,0.0000
U944,S479,0,0.0000
U944,S48,0,0.1196
U944,S483,0,0.0003
U944,S497,0,0.0065
U944,S498,0,0.0003
U944,S499,0,0.0000
U944,S500,0,0.0000
U944,S501,0,0.0266
U944,S502,0,0.0000
U944,S503,0,0.0000
U944,S62,0,0.1196
U944,S64,0,0.0003
U944,S65,0,0.0128
U944,S66,0,0.0003
U944,S69,0,0.0035
U944,S71,0,0.0035
U944,S73,0,0.0003
U944,S75,0,0.0000
U944,S80,0,0.0065
U944,S86,0,0.0003
U944,S87,0,0.0128
U944,S88,0,0.0128
U944,S90,0,0.0128
U944,S95,0,0.0035
U944,S96,0,0.0003
U944,S98,0,0.1196
U104,S02,0,0.0035
U104,S06,0,0.0035
U104,S07,0,0.0356
U104,S08,0,0.0003
U104,S102,0,0.0035
U104,S103,0,0.0003
U104,S104,0,0.0003
U104,S106,0,0.0035
U104,S109,0,0.0035
U104,S111,0,0.0000
U104,S112,0,0.0003
U104,S114,0,0.0000
U104,S115,0,0.0000
U104,S116,0,0.0000
U104,S119,0,0.0003
U104,S120,0,0.0356
U104,S121,0,0.0128
U104,S125,0,0.0128
U104,S128,0,0.0035
U104,S137,0,0.0000
U104,S138,0,0.0035
U104,S14,0,0.0000
U104,S142,0,0.0003
U104,S144,0,0.0003
U104,S145,0,0.0035
U104,S147,0,0.0000
U104,S148,0,0.0035
U104,S15,0,0.0356
U104,S150,0,0.0000
U104,S155,0,0.0000
U104,S158,0,0.0000
U104,S159,0,0.0003
U104,S161,0,0.0000
U104,S162,0,0.0000
U104,S163,0,0.0003
U104,S169,0,0.0128
U104,S17,0,0.0128
U104,S170,0,0.0000
U104,S172,0,0.0003
U104,S177,0,0.0000
U104,S182,0,0.0000
U104,S183,0,0.0035
U104,S185,0,0.0003
U104,S189,0,0.0000
U104,S190,0,0.0266
U104,S192,0,0.0000
U104,S20,0,0.0356
U104,S200,0,0.0003
U104,S21,0,0.0128
U104,S213,0,0.0035
U104,S214,0,0.0000
U104,S215,0,0.0035
U104,S216,0,0.0003
U104,S217,0,0.0003
U104,S22,0,0.0065
U104,S221,0,0.0000
U104,S234,0,0.0000
U104,S244,0,0.0000
U104,S246,0,0.0000
U104,S25,0,0.0128
U104,S252,0,0.0003
U104,S260,0,0.0128
U104,S27,0,0.0356
U104,S273,0,0.0000
U104,S279,0,0.0003
U104,S282,0,0.0000
U104,S286,0,0.0000
