herb,symptom,label,score
U460,S39,0,0.0000
U460,S397,0,0.2800
U460,S398,0,0.2800
U460,S404,0,0.0035
U460,S408,0,0.0000
U460,S410,0,0.0003
U460,S411,0,0.0003
U460,S418,0,0.0000
U460,S42,0,0.0000
U460,S420,0,0.0000
U460,S422,0,0.0000
U460,S428,0,0.0003
U460,S430,0,0.0000
U460,S431,0,0.0000
U460,S437,0,0.0000
U460,S44,0,0.0003
U460,S443,0,0.0003
U460,S444,0,0.0000
U460,S445,0,0.0035
U460,S446,0,0.0000
U460,S447,0,0.0003
U460,S449,0,0.0035
U460,S456,0,0.0000
U460,S462,0,0.0003
U460,S463,0,0.0000
U460,S464,0,0.0000
U460,S466,0,0.0000
U460,S475,0,0.0000
U460,S476,0,0.0000
U460,S477,0,0.0000
U460,S478,0,0.0000
U460,S479,0,0.0000
U460,S48,0,0.0128
U460,S483,0,0.0003
U460,S497,0,0.0003
U460,S498,0,0.0000
U460,S499,0,0.0003
U460,S500,0,0.0000
U460,S501,0,0.0128
U460,S502,0,0.0000
U460,S503,0,0.0000
U460,S62,0,0.0356
U460,S64,0,0.0003
U460,S65,0,0.0035
U460,S66,0,0.0003
U460,S69,0,0.0065
U460,S71,0,0.0065
U460,S73,0,0.0128
U460,S75,0,0.0000
U460,S80,0,0.0003
U460,S86,0,0.0000
U460,S87,0,0.1538
U460,S88,0,0.0035
U460,S90,0,0.0035
U460,S95,0,0.0003
U460,S96,0,0.0003
U460,S98,0,0.0128
U462,S02,0,0.0065
U462,S06,0,0.0128
U462,S07,0,0.1196
U462,S08,0,0.0000
U462,S102,0,0.0000
U462,S103,0,0.0000
U462,S104,0,0.0128
U462,S106,0,0.0003
U462,S109,0,0.0266
U462,S111,0,0.0000
U462,S112,0,0.0003
U462,S114,0,0.0000
U462,S115,0,0.0000
U462,S116,0,0.0003
U462,S119,0,0.0003
U462,S120,0,0.0000
U462,S121,0,0.0000
U462,S125,0,0.0003
U462,S128,0,0.0003
U462,S137,0,0.0000
U462,S138,0,0.0000
U462,S14,0,0.0003
U462,S142,0,0.0000
U462,S144,0,0.0035
U462,S145,0,0.0000
U462,S147,0,0.0000
U462,S148,0,0.0000
U462,S15,0,0.0000
U462,S150,0,0.0000
U462,S155,0,0.0000
U462,S158,0,0.0000
U462,S159,0,0.0003
U462,S161,0,0.0000
U462,S162,0,0.0000
U462,S163,0,0.0000
U462,S169,0,0.0003
U462,S17,0,0.0065
U462,S170,0,0.0000
U462,S172,0,0.0035
U462,S177,0,0.0000
U462,S182,0,0.0000
U462,S183,0,0.0003
U462,S185,0,0.0000
U462,S189,0,0.0000
U462,S190,0,0.0000
U462,S192,0,0.0000
U462,S20,0,0.1196
U462,S200,0,0.0000
U462,S21,0,0.0003
U462,S213,0,0.0035
U462,S214,0,0.0003
U462,S215,0,0.0266
U462,S216,0,0.0000
U462,S217,0,0.0000
U462,S22,0,0.0003
U462,S221,0,0.0000
U462,S234,0,0.0000
U462,S244,0,0.0000
U462,S246,0,0.0035
U462,S25,0,0.0065
U462,S252,0,0.0000
U462,S260,0,0.0003
U462,S27,0,0.1636
U462,S273,0,0.0000
U462,S279,0,0.0000
U462,S282,0,0.0000
U462,S286,0,0.0000
U462,S291,0,0.0000
U462,S294,0,0.0035
U462,S297,0,0.0003
U462,S299,0,0.0003
U462,S30,0,0.0000
U462,S300,0,0.0035
U462,S306,0,0.0035
U462,S309,0,0.0000
U462,S313,0,0.0003
U462,S314,0,0.0000
U462,S318,0,0.0000
U462,S321,0,0.0000
U462,S325,0,0.0000
U462,S327,0,0.0000
U462,S33,0,0.0065
U462,S330,0,0.0000
U462,S333,0,0.0000
U462,S334,0,0.0000
U462,S335,0,0.0000
U462,S343,0,0.0035
U462,S345,0,0.0065
U462,S346,0,0.0003
U462,S349,0,0.0000
U462,S350,0,0.0000
U462,S355,0,0.0000
U462,S358,0,0.0003
U462,S359,0,0.0003
U462,S360,0,0.0000
U462,S363,0,0.0000
U462,S368,0,0.0000
U462,S375,0,0.0000
U462,S38,0,0.0003
U462,S380,0,0.0003
U462,S387,0,0.0000
U462,S388,0,0.0000
U462,S389,0,0.0000
U462,S39,0,0.0000
U462,S397,0,0.1127
U462,S398,0,0.0488
U462,S404,0,0.0003
U462,S408,0,0.0000
U462,S410,0,0.0000
U462,S411,0,0.0035
U462,S418,0,0.0000
U462,S42,0,0.0000
U462,S420,0,0.0003
U462,S422,0,0.0000
U462,S428,0,0.0035
U462,S430,0,0.0000
U462,S431,0,0.0000
U462,S437,0,0.0000
U462,S44,0,0.0000
U462,S443,0,0.0003
U462,S444,0,0.0000
U462,S445,0,0.0000
U462,S446,0,0.0000
U462,S447,0,0.0128
U462,S449,0,0.0003
U462,S456,0,0.0000
U462,S462,0,0.0003
U462,S463,0,0.0000
U462,S464,0,0.0000
U462,S466,0,0.0000
U462,S475,0,0.0000
U462,S476,0,0.0000
U462,S477,0,0.0000
U462,S478,0,0.0000
U462,S479,0,0.0000
U462,S48,0,0.0356
U462,S483,0,0.0000
U462,S497,0,0.0000
U462,S498,0,0.0003
U462,S499,0,0.0000
U462,S500,0,0.0000
U462,S501,0,0.0128
U462,S502,0,0.0003
U462,S503,0,0.0000
U462,S62,0,0.1632
U462,S64,0,0.0000
U462,S65,0,0.0035
U462,S66,0,0.0035
U462,S69,0,0.0035
U462,S71,0,0.0035
U462,S73,0,0.0035
U462,S75,0,0.0035
U462,S80,0,0.0035
U462,S86,0,0.0000
U462,S87,0,0.0356
U462,S88,0,0.0035
U462,S90,0,0.0035
U462,S95,0,0.0003
U462,S96,0,0.0003
U462,S98,0,0.0035
U560,S02,0,0.0035
U560,S06,0,0.0128
U560,S07,0,0.0356
U560,S08,0,0.0003
U560,S102,0,0.0003
U560,S103,0,0.0003
U560,S104,0,0.0356
U560,S106,0,0.0128
U560,S109,0,0.0128
U560,S111,0,0.0000
U560,S112,0,0.0035
U560,S114,0,0.0003
U560,S115,0,0.0003
U560,S116,0,0.0128
U560,S119,0,0.0065
U560,S120,0,0.0128
U560,S121,0,0.0065
U560,S125,0,0.0003
U560,S128,0,0.0035
U560,S137,0,0.0003
U560,S138,0,0.0035
U560,S14,0,0.0035
U560,S142,0,0.0003
U560,S144,0,0.0035
U560,S145,0,0.0003
U560,S147,0,0.0000
U560,S148,0,0.0065
U560,S15,0,0.0035
U560,S150,0,0.0000
U560,S155,0,0.0035
U560,S158,0,0.0000
U560,S159,0,0.0003
U560,S161,0,0.0000
U560,S162,0,0.0003
U560,S163,0,0.0003
U560,S169,0,0.0128
U560,S17,0,0.0356
U560,S170,0,0.0003
U560,S172,0,0.0035
U560,S177,0,0.0000
U560,S182,0,0.0000
U560,S183,0,0.0003
U560,S185,0,0.0128
U560,S189,0,0.0035
U560,S190,0,0.0003
U560,S192,0,0.0003
U560,S20,0,0.1196
U560,S200,0,0.0266
U560,S21,0,0.0266
U560,S213,0,0.0065
U560,S214,0,0.0065
U560,S215,0,0.0266
U560,S216,0,0.0065
U560,S217,0,0.0000
U560,S22,0,0.0035
U560,S221,0,0.0003
U560,S234,0,0.0003
U560,S244,0,0.0003
U560,S246,0,0.0035
U560,S25,0,0.0356
U560,S252,0,0.0065
U560,S260,0,0.0266
U560,S27,0,0.1538
U560,S273,0,0.0000
U560,S279,0,0.0003
U560,S282,0,0.0000
U560,S286,0,0.0000
U560,S291,0,0.0035
U560,S294,0,0.1538
U560,S297,0,0.0266
U560,S299,0,0.0128
U560,S30,0,0.0000
U560,S300,0,0.0003
U560,S306,0,0.1196
U560,S309,0,0.0000
U560,S313,0,0.0356
U560,S314,0,0.0000
U560,S318,0,0.0128
U560,S321,0,0.0000
U560,S325,0,0.0000
U560,S327,0,0.0003
U560,S33,0,0.0266
U560,S330,0,0.0003
U560,S333,0,0.0003
U560,S334,0,0.0000
U560,S335,0,0.0000
U560,S343,0,0.0003
U560,S345,0,0.0488
U560,S346,0,0.0128
U560,S349,0,0.0035
U560,S350,0,0.0003
U560,S355,0,0.0000
U560,S358,0,0.0128
U560,S359,0,0.0035
U560,S360,0,0.0065
U560,S363,0,0.0000
U560,S368,0,0.0003
U560,S375,0,0.0035
U560,S38,0,0.0065
U560,S380,0,0.0128
U560,S387,0,0.0000
U560,S388,0,0.0000
U560,S389,0,0.0000
U560,S39,0,0.0044
U560,S397,0,0.2800
U560,S398,0,0.3750
U560,S404,0,0.0003
U560,S408,0,0.0003
U560,S410,0,0.0003
U560,S411,0,0.0035
U560,S418,0,0.0000
U560,S42,0,0.0000
U560,S420,0,0.0003
U560,S422,0,0.0000
U560,S428,0,0.0035
U560,S430,0,0.0035
U560,S431,0,0.0000
U560,S437,0,0.0003
U560,S44,0,0.0003
U560,S443,0,0.0000
U560,S444,0,0.0000
U560,S445,0,0.0000
U560,S446,0,0.0000
U560,S447,0,0.0266
U560,S449,0,0.0035
U560,S456,0,0.0035
U560,S462,0,0.0128
U560,S463,0,0.0000
U560,S464,0,0.0000
U560,S466,0,0.0003
U560,S475,0,0.0000
U560,S476,0,0.0000
U560,S477,0,0.0000
U560,S478,0,0.0000
U560,S479,0,0.0000
U560,S48,0,0.0356
U560,S483,0,0.0035
U560,S497,0,0.0003
U560,S498,0,0.0128
U560,S499,0,0.0003
U560,S500,0,0.0000
U560,S501,0,0.0266
U560,S502,0,0.0065
U560,S503,0,0.0000
U560,S62,0,0.1196
U560,S64,0,0.0035
U560,S65,0,0.0035
U560,S66,0,0.0035
U560,S69,0,0.0266
U560,S71,0,0.0065
U560,S73,0,0.0035
U560,S75,0,0.0003
U560,S80,0,0.0128
U560,S86,0,0.0035
U560,S87,0,0.0426
U560,S88,0,0.0065
U560,S90,0,0.0128
U560,S95,0,0.0266
U560,S96,0,0.0003
U560,S98,0,0.1196
U463,S02,0,0.0003
U463,S06,0,0.0266
U463,S07,0,0.1800
U463,S102,0,0.0003
U463,S103,0,0.0003
U463,S104,0,0.1196
U463,S106,0,0.0128
U463,S109,0,0.0035
U463,S111,0,0.0000
U463,S112,0,0.0003
U463,S114,0,0.0035
U463,S115,0,0.0000
U463,S116,0,0.0035
U463,S119,0,0.0003
U463,S120,0,0.0003
U463,S121,0,0.0035
U463,S125,0,0.0003
U463,S128,0,0.0035
U463,S137,0,0.0000
U463,S138,0,0.0003
U463,S14,0,0.0035
U463,S142,0,0.0000
U463,S144,0,0.0003
U463,S145,0,0.0035
U463,S147,0,0.0000
U463,S148,0,0.0003
U463,S15,0,0.0035
U463,S150,0,0.0000
U463,S155,0,0.0003
U463,S158,0,0.0000
U463,S159,0,0.0003
U463,S161,0,0.0000
U463,S162,0,0.0003
U463,S163,0,0.0000
U463,S169,0,0.0065
U463,S17,0,0.0266
U463,S170,0,0.0003
U463,S172,0,0.0035
U463,S177,0,0.0003
U463,S182,0,0.0000
U463,S183,0,0.0035
U463,S185,0,0.0003
U463,S189,0,0.0000
U463,S190,0,0.0003
U463,S192,0,0.0000
U463,S20,0,0.0266
U463,S200,0,0.0003
U463,S21,0,0.0128
U463,S213,0,0.0035
U463,S214,0,0.0065
U463,S215,0,0.0035
U463,S216,0,0.0003
U463,S217,0,0.0003
U463,S22,0,0.0003
U463,S221,0,0.0000
U463,S234,0,0.0000
U463,S244,0,0.0000
U463,S246,0,0.0035
U463,S25,0,0.0065
U463,S252,0,0.0003
U463,S260,0,0.0065
U463,S27,0,0.0426
U463,S273,0,0.0000
U463,S279,0,0.0003
U463,S282,0,0.0003
U463,S286,0,0.0000
U463,S291,0,0.0000
U463,S294,0,0.1196
U463,S297,0,0.0266
U463,S299,0,0.0003
U463,S30,0,0.0035
U463,S300,0,0.0035
U463,S306,0,0.0128
U463,S309,0,0.0000
U463,S313,0,0.0356
U463,S314,0,0.0000
U463,S318,0,0.0065
U463,S321,0,0.0003
U463,S325,0,0.0000
U463,S327,0,0.0000
U463,S33,0,0.0065
U463,S330,0,0.0000
U463,S333,0,0.0000
U463,S334,0,0.0000
U463,S335,0,0.0000
U463,S343,0,0.0000
U463,S345,0,0.0356
U463,S346,0,0.0003
U463,S349,0,0.0000
U463,S350,0,0.0003
U463,S355,0,0.0000
U463,S358,0,0.0035
U463,S359,0,0.0065
U463,S360,0,0.0128
U463,S363,0,0.0000
U463,S368,0,0.0035
U463,S375,0,0.0000
U463,S38,0,0.0035
U463,S380,0,0.0000
U463,S387,0,0.0035
U463,S388,0,0.0000
U463,S389,0,0.0000
U463,S39,0,0.0003
U463,S397,0,0.1538
U463,S398,0,0.5714
U463,S404,0,0.0035
U463,S408,0,0.0003
U463,S410,0,0.0000
U463,S411,0,0.0128
U463,S418,0,0.0000
U463,S42,0,0.0000
U463,S420,0,0.0003
U463,S422,0,0.0000
U463,S428,0,0.0000
U463,S430,0,0.0000
U463,S431,0,0.0000
U463,S437,0,0.0000
U463,S44,0,0.0035
U463,S443,0,0.0003
U463,S444,0,0.0000
U463,S445,0,0.0035
U463,S446,0,0.0000
U463,S447,0,0.0065
U463,S449,0,0.0000
U463,S456,0,0.0000
U463,S462,0,0.0035
U463,S463,0,0.0003
U463,S464,0,0.0000
U463,S466,0,0.0000
U463,S475,0,0.0000
U463,S476,0,0.0000
U463,S477,0,0.0000
U463,S478,0,0.0000
U463,S479,0,0.0003
U463,S483,0,0.0003
U463,S497,0,0.0035
U463,S498,0,0.0065
U463,S499,0,0.0003
U463,S500,0,0.0000
U463,S501,0,0.0266
U463,S502,0,0.0000
U463,S503,0,0.0000
U463,S62,0,0.0356
U463,S64,0,0.0035
U463,S65,0,0.0128
U463,S66,0,0.0003
U463,S69,0,0.0003
U463,S71,0,0.0035
U463,S73,0,0.0128
U463,S75,0,0.0003
U463,S80,0,0.0065
U463,S86,0,0.0003
U463,S87,0,0.0356
U463,S88,0,0.0356
U463,S90,0,0.0035
U463,S95,0,0.0266
U463,S96,0,0.0000
U463,S98,0,0.0356
U502,S02,0,0.0266
U502,S06,0,0.0065
U502,S07,0,0.0266
U502,S08,0,0.0003
U502,S102,0,0.0003
U502,S103,0,0.0003
U502,S104,0,0.0065
U502,S106,0,0.0003
U502,S109,0,0.0065
U502,S111,0,0.0000
U502,S112,0,0.0128
U502,S114,0,0.0003
U502,S115,0,0.0000
U502,S116,0,0.0003
U502,S119,0,0.0000
U502,S120,0,0.0000
U502,S121,0,0.0003
U502,S125,0,0.0000
U502,S128,0,0.0000
U502,S137,0,0.0000
U502,S138,0,0.0035
U502,S14,0,0.0003
U502,S142,0,0.0000
U502,S144,0,0.0003
U502,S145,0,0.0000
U502,S147,0,0.0000
U502,S148,0,0.0000
U502,S15,0,0.0035
U502,S150,0,0.0003
U502,S155,0,0.0003
U502,S158,0,0.0000
U502,S159,0,0.0003
U502,S161,0,0.0000
U502,S162,0,0.0000
U502,S163,0,0.0000
U502,S169,0,0.0003
U502,S17,0,0.0128
U502,S170,0,0.0035
U502,S172,0,0.0035
U502,S177,0,0.0003
U502,S182,0,0.0000
U502,S183,0,0.0035
U502,S185,0,0.0000
U502,S189,0,0.0003
U502,S190,0,0.0003
U502,S192,0,0.0000
U502,S20,0,0.0128
U502,S200,0,0.0003
U502,S21,0,0.0356
U502,S213,0,0.0003
U502,S214,0,0.0000
U502,S215,0,0.0035
U502,S216,0,0.0003
U502,S217,0,0.0003
U502,S22,0,0.0003
U502,S221,0,0.0003
U502,S234,0,0.0000
U502,S244,0,0.0003
U502,S246,0,0.0035
U502,S25,0,0.0128
U502,S252,0,0.0000
U502,S260,0,0.0128
U502,S27,0,0.0035
U502,S273,0,0.0003
U502,S279,0,0.0035
U502,S282,0,0.0003
U502,S286,0,0.0000
U502,S291,0,0.0000
U502,S294,0,0.0128
U502,S297,0,0.0035
U502,S299,0,0.0266
U502,S30,0,0.0035
U502,S300,0,0.0003
U502,S306,0,0.0266
U502,S309,0,0.0003
U502,S313,0,0.0003
U502,S314,0,0.0000
U502,S318,0,0.0003
U502,S321,0,0.0000
U502,S325,0,0.0000
U502,S327,0,0.0000
U502,S33,0,0.0065
U502,S330,0,0.0003
U502,S333,0,0.0000
U502,S334,0,0.0000
U502,S335,0,0.0000
U502,S343,0,0.0003
U502,S345,0,0.1800
U502,S346,0,0.0003
U502,S349,0,0.0003
U502,S350,0,0.0003
U502,S355,0,0.0003
U502,S358,0,0.0003
U502,S359,0,0.0128
U502,S360,0,0.0000
U502,S363,0,0.0000
U502,S368,0,0.0000
U502,S375,0,0.0003
U502,S38,0,0.0065
U502,S380,0,0.0000
U502,S387,0,0.0000
U502,S388,0,0.0000
U502,S389,0,0.0000
U502,S39,0,0.0003
U502,S397,0,0.0426
U502,S398,0,0.1538
U502,S404,0,0.0035
U502,S408,0,0.0003
U502,S410,0,0.0000
U502,S411,0,0.0035
U502,S418,0,0.0035
U502,S42,0,0.0003
U502,S420,0,0.0000
U502,S422,0,0.0000
U502,S428,0,0.0003
U502,S430,0,0.0003
U502,S431,0,0.0000
U502,S437,0,0.0003
U502,S44,0,0.0035
U502,S443,0,0.0035
U502,S444,0,0.0035
U502,S445,0,0.0003
U502,S446,0,0.0000
U502,S447,0,0.0003
U502,S449,0,0.0000
U502,S456,0,0.0003
U502,S462,0,0.0000
U502,S463,0,0.0000
U502,S464,0,0.0000
U502,S466,0,0.0000
U502,S475,0,0.0000
U502,S476,0,0.0000
U502,S477,0,0.0000
U502,S478,0,0.0000
U502,S479,0,0.0003
U502,S48,0,0.0128
U502,S483,0,0.0003
U502,S497,0,0.0035
U502,S498,0,0.0065
U502,S499,0,0.0003
U502,S500,0,0.0000
U502,S501,0,0.1538
U502,S502,0,0.0000
U502,S503,0,0.0000
U502,S62,0,0.0128
U502,S64,0,0.0128
U502,S65,0,0.0035
U502,S66,0,0.0003
U502,S69,0,0.0035
U502,S71,0,0.0110
U502,S73,0,0.0356
U502,S75,0,0.0128
U502,S80,0,0.0266
U502,S86,0,0.0000
U502,S87,0,0.0488
U502,S88,0,0.0356
U502,S90,0,0.0266
U502,S95,0,0.0035
U502,S96,0,0.0003
U502,S98,0,0.1196
U503,S02,0,0.0003
U503,S06,0,0.0003
U503,S07,0,0.0035
U503,S08,0,0.0003
U503,S102,0,0.0065
U503,S103,0,0.0003
U503,S104,0,0.0035
U503,S106,0,0.0003
U503,S109,0,0.0065
U503,S111,0,0.0000
U503,S112,0,0.0356
U503,S114,0,0.0000
U503,S115,0,0.0000
U503,S116,0,0.0035
U503,S119,0,0.0035
U503,S120,0,0.0003
U503,S121,0,0.0035
U503,S125,0,0.0003
U503,S128,0,0.0000
U503,S137,0,0.0000
U503,S138,0,0.0003
U503,S14,0,0.0003
U503,S142,0,0.0000
U503,S144,0,0.0000
U503,S145,0,0.0000
U503,S147,0,0.0000
U503,S148,0,0.0003
U503,S15,0,0.0003
U503,S150,0,0.0000
U503,S155,0,0.0000
U503,S158,0,0.0003
U503,S159,0,0.0000
U503,S161,0,0.0000
U503,S162,0,0.0000
U503,S163,0,0.0000
U503,S169,0,0.0065
U503,S17,0,0.0065
U503,S170,0,0.0000
U503,S172,0,0.0035
U503,S177,0,0.0000
U503,S182,0,0.0000
U503,S183,0,0.0003
U503,S185,0,0.0128
U503,S189,0,0.0000
U503,S190,0,0.0035
U503,S192,0,0.0000
U503,S20,0,0.0266
U503,S200,0,0.0035
U503,S21,0,0.0035
U503,S213,0,0.0000
U503,S214,0,0.0000
U503,S215,0,0.0003
U503,S216,0,0.0003
U503,S217,0,0.0000
U503,S22,0,0.0000
U503,S221,0,0.0003
U503,S234,0,0.0000
U503,S244,0,0.0003
U503,S246,0,0.0003
U503,S25,0,0.0065
U503,S252,0,0.0003
U503,S260,0,0.0003
U503,S27,0,0.0128
U503,S273,0,0.0000
U503,S279,0,0.0003
U503,S282,0,0.0003
U503,S286,0,0.0000
U503,S291,0,0.0003
U503,S294,0,0.0035
U503,S297,0,0.0003
U503,S299,0,0.0035
U503,S30,0,0.0003
U503,S300,0,0.0035
U503,S306,0,0.0128
U503,S309,0,0.0000
U503,S313,0,0.0035
U503,S314,0,0.0000
U503,S318,0,0.0003
U503,S321,0,0.0003
U503,S325,0,0.0000
U503,S327,0,0.0000
U503,S33,0,0.0035
U503,S330,0,0.0000
U503,S333,0,0.0000
U503,S334,0,0.0000
U503,S335,0,0.0000
U503,S343,0,0.0003
U503,S345,0,0.0266
U503,S346,0,0.0003
U503,S349,0,0.0000
U503,S350,0,0.0003
U503,S355,0,0.0000
U503,S358,0,0.0035
U503,S359,0,0.0128
U503,S360,0,0.0035
U503,S363,0,0.0003
U503,S368,0,0.0000
U503,S375,0,0.0000
U503,S38,0,0.0065
U503,S380,0,0.0003
U503,S387,0,0.0000
U503,S388,0,0.0000
U503,S389,0,0.0000
U503,S39,0,0.0000
U503,S397,0,0.1538
U503,S398,0,0.1636
U503,S404,0,0.0003
U503,S408,0,0.0000
U503,S410,0,0.0003
U503,S411,0,0.0035
U503,S418,0,0.0000
U503,S42,0,0.0000
U503,S420,0,0.0003
U503,S422,0,0.0000
U503,S428,0,0.0000
U503,S430,0,0.0000
U503,S431,0,0.0000
U503,S437,0,0.0000
U503,S44,0,0.0035
U503,S443,0,0.0003
U503,S444,0,0.0000
U503,S445,0,0.0003
U503,S446,0,0.0000
U503,S447,0,0.0035
U503,S449,0,0.0003
U503,S456,0,0.0000
U503,S462,0,0.0065
U503,S463,0,0.0003
U503,S464,0,0.0000
U503,S466,0,0.0000
U503,S475,0,0.0000
U503,S476,0,0.0000
U503,S477,0,0.0000
U503,S478,0,0.0000
U503,S479,0,0.0000
U503,S48,0,0.0065
U503,S483,0,0.0035
U503,S497,0,0.0000
U503,S498,0,0.0003
U503,S499,0,0.0003
U503,S500,0,0.0000
U503,S501,0,0.0356
U503,S502,0,0.0000
U503,S503,0,0.0000
U503,S62,0,0.0356
U503,S64,0,0.0065
U503,S65,0,0.0000
U503,S66,0,0.0035
U503,S69,0,0.0035
U503,S71,0,0.0035
U503,S73,0,0.0035
U503,S75,0,0.0035
U503,S80,0,0.0128
U503,S86,0,0.0003
U503,S87,0,0.0266
U503,S88,0,0.0065
U503,S90,0,0.0003
U503,S95,0,0.0000
U503,S96,0,0.0003
U503,S98,0,0.0065
U504,S02,0,0.0035
U504,S06,0,0.0035
U504,S07,0,0.0356
U504,S102,0,0.0003
U504,S103,0,0.0000
U504,S104,0,0.0035
U504,S106,0,0.0065
U504,S109,0,0.0128
U504,S111,0,0.0000
U504,S112,0,0.0356
U504,S114,0,0.0000
U504,S115,0,0.0000
U504,S116,0,0.0035
U504,S119,0,0.0003
U504,S120,0,0.0128
U504,S121,0,0.0128
U504,S125,0,0.0003
U504,S128,0,0.0000
U504,S137,0,0.0000
U504,S138,0,0.0003
U504,S14,0,0.0003
U504,S142,0,0.0000
U504,S144,0,0.0003
U504,S145,0,0.0003
U504,S147,0,0.0003
U504,S148,0,0.0000
U504,S15,0,0.0035
U504,S150,0,0.0035
U504,S155,0,0.0035
U504,S158,0,0.0003
U504,S159,0,0.0065
U504,S161,0,0.0000
U504,S162,0,0.0000
U504,S163,0,0.0000
U504,S169,0,0.0128
U504,S17,0,0.0128
U504,S170,0,0.0000
U504,S172,0,0.0035
U504,S177,0,0.0035
U504,S182,0,0.0000
U504,S183,0,0.0065
U504,S185,0,0.0003
U504,S189,0,0.0003
U504,S190,0,0.0003
U504,S192,0,0.0003
U504,S20,0,0.0266
U504,S200,0,0.0356
U504,S21,0,0.0003
U504,S213,0,0.0003
U504,S214,0,0.0003
U504,S215,0,0.0003
U504,S216,0,0.0003
U504,S217,0,0.0000
U504,S22,0,0.0003
U504,S221,0,0.0000
U504,S234,0,0.0000
U504,S244,0,0.0000
U504,S246,0,0.0065
U504,S25,0,0.0035
U504,S252,0,0.0035
U504,S260,0,0.0128
U504,S27,0,0.0266
U504,S273,0,0.0000
U504,S279,0,0.0003
U504,S282,0,0.0000
U504,S286,0,0.0000
U504,S291,0,0.0003
U504,S294,0,0.0003
U504,S297,0,0.0035
U504,S299,0,0.0000
U504,S30,0,0.0035
U504,S300,0,0.0065
U504,S306,0,0.0128
U504,S309,0,0.0266
U504,S313,0,0.0000
U504,S314,0,0.0003
U504,S318,0,0.0356
U504,S321,0,0.0000
U504,S325,0,0.0003
U504,S327,0,0.0003
U504,S33,0,0.0003
U504,S330,0,0.0000
U504,S333,0,0.0000
U504,S334,0,0.0003
U504,S335,0,0.0035
U504,S343,0,0.0035
U504,S345,0,0.1196
U504,S346,0,0.0065
U504,S349,0,0.0000
U504,S350,0,0.0000
U504,S355,0,0.0003
U504,S358,0,0.0003
U504,S359,0,0.0065
U504,S360,0,0.0035
U504,S363,0,0.0000
U504,S368,0,0.0000
U504,S375,0,0.0065
U504,S38,0,0.0003
U504,S380,0,0.0035
U504,S387,0,0.0266
U504,S388,0,0.0003
U504,S389,0,0.0003
U504,S39,0,0.0000
U504,S397,0,0.0356
U504,S398,0,0.1800
U504,S404,0,0.0003
U504,S408,0,0.0035
U504,S410,0,0.0003
U504,S411,0,0.0128
U504,S418,0,0.0000
U504,S42,0,0.0003
U504,S420,0,0.0035
U504,S422,0,0.0000
U504,S428,0,0.0003
U504,S430,0,0.0000
U504,S431,0,0.0000
U504,S437,0,0.0003
U504,S44,0,0.0000
U504,S443,0,0.0035
U504,S444,0,0.0000
U504,S445,0,0.0003
U504,S446,0,0.0000
U504,S447,0,0.0266
U504,S449,0,0.0356
U504,S456,0,0.0003
U504,S462,0,0.0035
U504,S463,0,0.0003
U504,S464,0,0.0003
U504,S466,0,0.0003
U504,S475,0,0.0000
U504,S476,0,0.0000
U504,S477,0,0.0000
U504,S478,0,0.0000
U504,S479,0,0.0000
U504,S483,0,0.0000
U504,S497,0,0.0000
U504,S498,0,0.0035
U504,S499,0,0.0035
U504,S500,0,0.0000
U504,S501,0,0.0266
U504,S502,0,0.0000
U504,S503,0,0.0000
U504,S62,0,0.0266
U504,S64,0,0.0266
U504,S65,0,0.0003
U504,S66,0,0.0003
U504,S69,0,0.0035
U504,S71,0,0.0035
U504,S73,0,0.0128
U504,S75,0,0.0266
U504,S80,0,0.0035
U504,S86,0,0.0003
U504,S87,0,0.0356
U504,S88,0,0.0003
U504,S90,0,0.0003
U504,S95,0,0.0003
U504,S96,0,0.0000
U504,S98,0,0.0003
U505,S02,0,0.0356
U505,S06,0,0.0426
U505,S07,0,0.0266
U505,S08,0,0.0266
U505,S102,0,0.0128
U505,S103,0,0.0035
U505,S104,0,0.0426
U505,S106,0,0.0065
U505,S109,0,0.0065
U505,S111,0,0.0000
U505,S112,0,0.0356
U505,S114,0,0.0035
U505,S115,0,0.0035
U505,S116,0,0.0128
U505,S119,0,0.0035
U505,S120,0,0.0035
U505,S121,0,0.0266
U505,S125,0,0.0003
U505,S128,0,0.0003
U505,S137,0,0.0000
U505,S138,0,0.0128
U505,S14,0,0.0003
U505,S142,0,0.0000
U505,S144,0,0.0003
U505,S145,0,0.0003
U505,S147,0,0.0000
U505,S148,0,0.0035
U505,S15,0,0.0035
U505,S150,0,0.0003
U505,S155,0,0.0035
U505,S158,0,0.0065
U505,S159,0,0.0035
U505,S161,0,0.0000
U505,S162,0,0.0000
U505,S163,0,0.0035
U505,S169,0,0.0266
U505,S17,0,0.1196
U505,S170,0,0.0003
U505,S172,0,0.0065
U505,S177,0,0.0128
U505,S182,0,0.0000
U505,S183,0,0.0128
U505,S185,0,0.0003
U505,S189,0,0.0003
U505,S190,0,0.0003
U505,S192,0,0.0065
U505,S20,0,0.1196
U505,S200,0,0.0035
U505,S21,0,0.1196
U505,S213,0,0.0356
U505,S214,0,0.0000
U505,S215,0,0.0128
U505,S216,0,0.0426
U505,S217,0,0.0065
U505,S22,0,0.0065
U505,S221,0,0.0000
U505,S234,0,0.0000
U505,S244,0,0.0003
U505,S246,0,0.0356
U505,S25,0,0.1196
U505,S252,0,0.0266
U505,S260,0,0.0488
U505,S27,0,0.5000
