Symptom,Symbol,Category_cl,EntrezID
C0018784,ERCC2,protein,2068
C0018784,OPA1,protein,4976
C0018784,NDUFS6,protein,4726
C0018784,ATP6V0A4,protein,50617
C0018784,ABHD5,protein,51099
C0018784,GSDME,protein,1687
C0018784,EDN3,protein,1908
C0018784,NRL,protein,4901
C0018784,CLIP2,protein,7461
C0018784,COQ6,protein,51004
C0018784,FGFR3,protein,2261
C0018784,BTK,protein,695
C0018784,FOXRED1,protein,55572
C0018784,CASK,protein,8573
C0018784,ND4,protein,4538
C0018784,ND5,protein,4540
C0018784,TFAP2A,protein,7020
C0018784,IDUA,protein,3425
C0018784,FASTKD2,protein,22868
C0020455,MAD1L1,protein,8379
C0020455,PSTPIP1,protein,9051
C0020455,LILRA3,protein,11026
C0020455,KLF9,protein,687
C0020455,ZNF330,protein,27309
C0020455,ZNF862,protein,643641
C0020455,CTPS1,protein,1503
C0020455,DCLRE1A,protein,9937
C0020455,RPL34,protein,6164
C0020455,LARP4B,protein,23185
C0020455,PUS7,protein,54517
C0020455,SLC38A2,protein,54407
C0020455,PZP,protein,5858
C0020455,PROS1,protein,5627
C0020455,RPS23,protein,6228
C0020455,THAP1,protein,55145
C0020455,WDR46,protein,9277
C0020455,SFTPC,protein,6440
C0020455,MAT2A,protein,4144
C0020455,VPS45,protein,11311
C0020455,CRNKL1,protein,51340
C0020455,TERT,protein,7015
C0020455,RNF34,protein,80196
C0020455,RPS3A,protein,6189
C0020455,NDUFAF7,protein,55471
C0020455,MRPS14,protein,63931
C0020455,VDAC3,protein,7419
C0020455,RPLP1,protein,6176
C0020455,B2M,protein,567
C0020455,PIGQ,protein,9091
C0020455,RPL30,protein,6156
C0020455,RPS13,protein,6207
C0020455,NVL,protein,4931
C0020455,JUNB,protein,3726
C0020455,RPL12,protein,6136
C0020455,MORC2,protein,22880
C0020455,EXOC1,protein,55763
C0020455,WDR43,protein,23160
C0020455,RPS15A,protein,6210
C0020455,RPS4X,protein,6191
C0020455,OSGEP,protein,55644
C0020455,MRPS35,protein,60488
C0020455,GADD45B,protein,4616
C0020455,PWP2,protein,5822
C0020455,TMEM41B,protein,440026
C0020455,SETX,protein,23064
C0020455,RPS15,protein,6209
C0020455,ELANE,protein,1991
C0020455,PSMB8,protein,5696
C0020455,RPL13,protein,6137
C0020455,GBA,protein,2629
C0020455,NRAS,protein,4893
C0020455,RPL13A,protein,23521
C0020455,RPL9,protein,6133
C0020455,TRRAP,protein,8295
C0020455,PRELP,protein,5549
C0020455,INTS7,protein,25896
C0020455,PID1,protein,55022
C0020455,WDR3,protein,10885
C0020455,ORC2,protein,4999
C0020455,RBM10,protein,8241
C0020438,CDKN1C,protein,1028
C0020438,SLC34A1,protein,6569
C0020438,MEN1,protein,4221
C0020438,PIGT,protein,51604
C0020438,HCAR2,protein,338442
C0020438,ATP7B,protein,540
C0020438,BAZ1B,protein,9031
C0020438,RFC2,protein,5982
C0020438,POMC,protein,5443
C0020438,ELN,protein,2006
C0020438,LIMK1,protein,3984
C0020438,GNA11,protein,2767
C0020438,SLC34A3,protein,142680
C0020438,TBL2,protein,26608
C0020438,GCM2,protein,9247
C0020438,CYP24A1,protein,1591
C0020438,GTF2IRD1,protein,9569
C0020438,ADCY10,protein,55811
C0020438,CLCN5,protein,1184
C0020438,PTH,protein,5741
C0020438,CLDN16,protein,10686
C0020438,PTH1R,protein,5745
C0020438,CFTR,protein,1080
C0020438,CLIP2,protein,7461
C0020438,ALPL,protein,249
C0020438,OCRL,protein,4952
C0020438,KCNJ1,protein,3758
C0020438,SLC12A1,protein,6557
C0020438,GTF2I,protein,2969
C0020438,CASR,protein,846
C0020538,ADIPOQ,protein,9370
C0020538,NPR1,protein,4881
C0020538,NOS3,protein,4846
C0020538,REN,protein,5972
C0020538,POMC,protein,5443
C0020538,APOA1,protein,335
C0020538,F12,protein,2161
C0020538,SELP,protein,6403
C0020538,INSR,protein,3643
C0020538,XPNPEP3,protein,63929
C0020538,ADRB1,protein,153
C0020538,CYBA,protein,1535
C0020538,SELE,protein,6401
C0020538,ACE,protein,1636
C0020538,ADD1,protein,118
C0020538,SELENBP1,protein,8991
C0020538,PLA2G7,protein,7941
C0020538,KLKB1,protein,3818
C0020538,NPR3,protein,4883
C0020538,HP,protein,3240
C0020538,PKD2,protein,5311
C0020538,SLC12A3,protein,6559
C0020538,LPXN,protein,9404
C0020538,ATG9B,protein,285973
C0020538,GCGR,protein,2642
C0020538,SLC12A1,protein,6557
C0020538,MEN1,protein,4221
C0020538,PTGIS,protein,5740
C0020538,SERPINE1,protein,5054
C0020538,SLC6A2,protein,6530
C0020538,GNB3,protein,2784
C0020538,THBD,protein,7056
C0020538,KLK4,protein,9622
C0020538,ADM,protein,133
C0020538,NEDD4L,protein,23327
C0020538,APOB,protein,338
C0020538,WNK4,protein,65266
C0020538,RETN,protein,56729
C0020538,NPPB,protein,4879
C0020538,ADD2,protein,119
C0020538,DARS2,protein,55157
C0020538,AGTR1,protein,185
C0020538,TRPC3,protein,7222
C0020538,WNK1,protein,65125
C0020538,COL4A5,protein,1287
C0020538,EDNRA,protein,1909
C0020538,GAS5,protein,60674
C0020538,AGTR2,protein,186
C0020538,DBH,protein,1621
C0020538,NR3C1,protein,2908
C0020538,EDN1,protein,1906
C0020538,RENBP,protein,5973
C0020538,NR3C2,protein,4306
C0020538,ADRA2B,protein,151
C0020538,NTS,protein,4922
C0020538,NOS2,protein,4843
C0020538,SLC9A1,protein,6548
C0020538,ALB,protein,213
C0020538,INS,protein,3630
C0020538,PKD1,protein,5310
C0020538,LPA,protein,4018
C0020538,AGT,protein,183
C0020538,EMX2OS,protein,196047
C0020538,HSD11B2,protein,3291
C0020538,LPL,protein,4023
C0020538,ACE2,protein,59272
C0020538,CRP,protein,1401
C0020538,BDKRB2,protein,624
C0020538,EDNRB,protein,1910
C0020538,ERAP1,protein,51752
C0020538,PF4,protein,5196
C0020538,PNMT,protein,5409
C0020538,NPR2,protein,4882
C0020538,NPY,protein,4852
C0020538,SLC8A1,protein,6546
C0020538,CYP3A5,protein,1577
C0020538,ECE1,protein,1889
C0020538,ADRA1D,protein,146
C0020538,TRPC5,protein,7224
C0020538,GRK4,protein,2868
C0020538,ATP1B1,protein,481
C0020538,ADRB3,protein,155
C0020538,LEP,protein,3952
C0020538,RGS5,protein,8490
C0020538,VWF,protein,7450
C0020538,NPPA,protein,4878
C0020538,ADRB2,protein,154
C0020538,PPBP,protein,5473
C0020538,KNG1,protein,3827
C0020538,MME,protein,4311
C0020538,GBA,protein,2629
C0020538,PLAT,protein,5327
C0020538,CST3,protein,1471
C0751837,GCH1,protein,2643
C0751837,ADSL,protein,158
C0751837,PDP1,protein,54704
C0751837,VLDLR,protein,7436
C0751837,PRKCG,protein,5582
C0751837,OPHN1,protein,4983
C0751837,HTT,protein,3064
C0751837,DNAJC3,protein,5611
C0751837,HSD17B4,protein,3295
C0751837,PRNP,protein,5621
C0751837,TH,protein,7054
C0751837,KCNC3,protein,3748
C0751837,SYNE1,protein,23345
C0751837,APTX,protein,54840
C0751837,SLC9A6,protein,10479
C0751837,SYNJ1,protein,8867
C0751837,SLC9A1,protein,6548
C0751837,PDYN,protein,5173
C0751837,SPG7,protein,6687
C0751837,TECPR2,protein,9895
C0751837,TBX18,protein,9096
C0751837,PLA2G6,protein,8398
C0751837,TCF4,protein,6925
C0751837,FMR1,protein,2332
C0751837,ATXN10,protein,25814
C0751837,AFG3L2,protein,10939
C0751837,EEF2,protein,1938
C0751837,GRID2,protein,2895
C0751837,PSAP,protein,5660
C0751837,POLG,protein,5428
C0751837,TBP,protein,6908
C0751837,NOP56,protein,10528
C0751837,KCND3,protein,3752
C0751837,MRE11,protein,4361
C0751837,ANO10,protein,55129
C0751837,MPZ,protein,4359
C0751837,FXN,protein,2395
C0751837,ATP1A3,protein,478
C0751837,DNAJC6,protein,9829
C0751837,PMP22,protein,5376
C0751837,KIF1C,protein,10749
C0751837,MECP2,protein,4204
C0751837,SCARB2,protein,950
C0751837,CAV1,protein,857
C0751837,RRM2B,protein,50484
C0751837,WWOX,protein,51741
C0751837,ATXN7,protein,6314
C0751837,CLCN2,protein,1181
C0751837,CUL4B,protein,8450
C0751837,MAN2B1,protein,4125
C0751837,SPTBN2,protein,6712
C0009460,L1CAM,protein,3897
C0009460,TARDBP,protein,23435
C0009460,PDGFC,protein,56034
C0009460,FOXP2,protein,93986
C0009460,FUS,protein,2521
C0009460,LGI1,protein,9211
C0009460,PLG,protein,5340
C0009460,ZNF277,protein,11179
C0009460,GRIN2A,protein,2903
C0009460,KIAA0319,protein,9856
C0009460,PSEN1,protein,5663
C0009460,SMUG1,protein,23583
C0009460,GNPTG,protein,84572
C0009460,C9orf72,protein,203228
C0009460,FOXP1,protein,27086
C0009460,PCSK6,protein,5046
C0009460,NFXL1,protein,152518
C0009460,CMIP,protein,80790
C0009460,NAGPA,protein,51172
C0009460,MYO18B,protein,84700
C0009460,TOR3A,protein,64222
C0009460,TRPV1,protein,7442
C0009460,GRN,protein,2896
C0009460,MECP2,protein,4204
C0009460,CNTNAP2,protein,26047
C0009460,MAPT,protein,4137
C0009460,PLAT,protein,5327
C0009460,USP15,protein,9958
C0009460,CBS,protein,875
C0009460,APOE,protein,348
C0009460,ATP2C2,protein,9914
C0151825,NOTCH2,protein,4853
C0151825,IDH2,protein,3418
C0151825,VDR,protein,7421
C0151825,TCIRG1,protein,10312
C0151825,ATP7B,protein,540
C0151825,PHEX,protein,5251
C0151825,FGF23,protein,8074
C0151825,SNX10,protein,29887
C0151825,CCND1,protein,595
C0151825,TRPS1,protein,7227
C0151825,EXT2,protein,2132
C0151825,NME1,protein,4830
C0151825,TREM2,protein,54209
C0151825,SLCO2A1,protein,6578
C0151825,CA2,protein,760
C0151825,ENPP1,protein,5167
C0151825,CTSK,protein,1513
C0151825,CYP27B1,protein,1594
C0151825,TNFRSF11A,protein,8792
C0151825,TYROBP,protein,7305
C0151825,AGXT,protein,189
C0151825,DKK1,protein,22943
C0151825,SQSTM1,protein,8878
C0151825,HPGD,protein,3248
C0151825,TGFB1,protein,7040
C0151825,CLCN5,protein,1184
C0151825,EXT1,protein,2131
C0151825,TEK,protein,7010
C0151825,WNT1,protein,7471
C0151825,LEMD3,protein,23592
C0151825,PTH1R,protein,5745
C0151825,CLCN7,protein,1186
C0151825,TNFSF11,protein,8600
C0151825,PSMB8,protein,5696
C0151825,DMP1,protein,1758
C0151825,CYP19A1,protein,1588
C0151825,GNAS,protein,2778
C0151825,SCARB2,protein,950
C0151825,GBA,protein,2629
C0151825,LRP5,protein,4041
C0151825,LPIN2,protein,9663
C0151825,IDH1,protein,3417
C0162298,PAX3,protein,5077
C0162298,COL11A2,protein,1302
C0162298,COL6A3,protein,1293
C0162298,ARSB,protein,411
C0162298,BMPR1B,protein,658
C0162298,SLC26A2,protein,1836
C0162298,ASAH1,protein,427
C0162298,PITX1,protein,5307
C0162298,LEMD3,protein,23592
C0162298,EMG1,protein,10436
C0162298,ERCC1,protein,2067
C0162298,ERCC6,protein,2074
C0162298,RAB18,protein,22931
C0162298,IRF6,protein,3664
C0162298,TNNT3,protein,7140
C0162298,IDH1,protein,3417
C0162298,FGFR2,protein,2263
C0162298,HSPG2,protein,3339
C0162298,ERCC5,protein,2073
C0162298,NAGLU,protein,4669
C0162298,SF3B4,protein,10262
C0162298,SMC1A,protein,8243
C0162298,TBL2,protein,26608
C0162298,COMP,protein,1311
C0162298,MAP3K7,protein,6885
C0162298,RAB3GAP1,protein,22930
C0162298,RAD21,protein,5885
C0162298,COL6A2,protein,1292
C0162298,CBS,protein,875
C0162298,MYBPC1,protein,4604
C0162298,GTF2I,protein,2969
C0162298,LMX1B,protein,4010
C0162298,MFN2,protein,9927
C0162298,IDH2,protein,3418
C0162298,GDF5,protein,8200
C0162298,SRCAP,protein,10847
C0162298,FBN2,protein,2201
C0162298,SHOX,protein,6473
C0162298,ELN,protein,2006
C0162298,LTBP2,protein,4053
C0162298,MATN3,protein,4148
C0162298,GTF2IRD1,protein,9569
C0162298,UBA1,protein,7317
C0162298,HPGD,protein,3248
C0162298,MMP13,protein,4322
C0162298,ADAMTSL2,protein,9719
C0162298,FBN1,protein,2200
C0162298,SGSH,protein,6448
C0162298,GLB1,protein,2720
C0162298,PTH1R,protein,5745
C0162298,COL12A1,protein,1303
C0162298,COL2A1,protein,1280
C0162298,HGD,protein,3081
C0162298,EZH2,protein,2146
C0162298,PTPN22,protein,26191
C0162298,COL6A1,protein,1291
C0162298,NIPBL,protein,25836
C0162298,NPR2,protein,4882
C0162298,SMC3,protein,9126
C0162298,GNS,protein,2799
C0162298,ADAMTSL4,protein,54507
C0162298,ZMPSTE24,protein,10269
C0162298,BAZ1B,protein,9031
C0162298,DYM,protein,54808
C0162298,RFC2,protein,5982
C0162298,LIMK1,protein,3984
C0162298,PLOD2,protein,5352
C0162298,FLNA,protein,2316
C0162298,BANF1,protein,8815
C0162298,TGDS,protein,23483
C0162298,MMP9,protein,4318
C0162298,LMNA,protein,4000
C0162298,GUSB,protein,2990
C0162298,ERCC2,protein,2068
C0162298,SLC16A2,protein,6567
C0162298,MYH3,protein,4621
C0162298,PCYT1A,protein,5130
C0162298,TNNI2,protein,7136
C0162298,CLIP2,protein,7461
C0162298,PSMB8,protein,5696
C0162298,RAB3GAP2,protein,25782
C0162298,TPM2,protein,7169
C0162298,IDUA,protein,3425
C0086437,NOTCH2,protein,4853
C0086437,PIK3R1,protein,5295
C0086437,KIF22,protein,3835
C0086437,CBL,protein,867
C0086437,PIK3CA,protein,5290
C0086437,B3GAT3,protein,26229
C0086437,FLNB,protein,2317
C0086437,B4GALT7,protein,11285
C0086437,SRCAP,protein,10847
C0086437,COL6A3,protein,1293
C0086437,RET,protein,5979
C0086437,C1R,protein,715
C0086437,TCTN3,protein,26123
C0086437,TGFBR2,protein,7048
C0086437,COL1A2,protein,1278
C0086437,ELN,protein,2006
C0086437,FMR1,protein,2332
C0086437,ADAMTS2,protein,9509
C0086437,SERPINF1,protein,5176
C0086437,DCPS,protein,28960
C0086437,ORC1,protein,4998
C0086437,PAX2,protein,5076
C0086437,SIN3A,protein,25942
C0086437,GATA1,protein,2623
C0086437,SMAD3,protein,4088
C0086437,EFNB1,protein,1947
C0086437,COMP,protein,1311
C0086437,KCNJ2,protein,3759
C0086437,TGDS,protein,23483
C0086437,CHST3,protein,9469
C0086437,SEC23A,protein,10484
C0086437,FBLN5,protein,10516
C0086437,SKI,protein,6497
C0086437,AGA,protein,175
C0086437,MED12,protein,9968
C0086437,GLB1,protein,2720
C0086437,CREBBP,protein,1387
C0086437,DCHS1,protein,8642
C0086437,PLOD1,protein,5351
C0086437,ATP7A,protein,538
C0086437,EP300,protein,2033
C0086437,SERPINH1,protein,871
C0086437,COL6A2,protein,1292
C0086437,OTX2,protein,5015
C0086437,MLXIPL,protein,51085
C0086437,GALNS,protein,2588
C0086437,CUL4B,protein,8450
C0086437,RMRP,protein,6023
C0086437,LTBP4,protein,8425
C0086437,COL6A1,protein,1291
C0086437,NPR2,protein,4882
C0086437,ADNP,protein,23394
C0086437,COL1A1,protein,1277
C0086437,COL3A1,protein,1281
C0086437,RYR1,protein,6261
C0003862,PSTPIP1,protein,9051
C0003862,COL11A2,protein,1302
C0003862,IL12A,protein,3592
C0003862,PHEX,protein,5251
C0003862,C1R,protein,715
C0003862,TREM2,protein,54209
C0003862,IRF5,protein,3663
C0003862,HFE,protein,3077
C0003862,PLCG2,protein,5336
C0003862,GLA,protein,2717
C0003862,CCR1,protein,1230
C0003862,MEFV,protein,4210
C0003862,SLC26A2,protein,1836
C0003862,ASAH1,protein,427
C0003862,FAS,protein,355
C0003862,JAK2,protein,3717
C0003862,SLC40A1,protein,30061
C0003862,ERCC4,protein,2072
C0003862,LPIN2,protein,9663
C0003862,PIGT,protein,51604
C0003862,CSF3,protein,1440
C0003862,TLR4,protein,7099
C0003862,ERCC5,protein,2073
C0003862,SLCO2A1,protein,6578
C0003862,HLA-DPB1,protein,3115
C0003862,TBL2,protein,26608
C0003862,COMP,protein,1311
C0003862,MMP2,protein,4313
C0003862,KLRC4,protein,8302
C0003862,CHST3,protein,9469
C0003862,CCR6,protein,1235
C0003862,CTLA4,protein,1493
C0003862,COL9A1,protein,1297
C0003862,STAT4,protein,6775
C0003862,HLA-B,protein,3106
C0003862,IL10,protein,3586
C0003862,GTF2I,protein,2969
C0003862,MAFB,protein,9935
C0003862,MFN2,protein,9927
C0003862,ATP7B,protein,540
C0003862,VCP,protein,7415
C0003862,SFRP4,protein,6424
C0003862,TRAPPC2,protein,6399
C0003862,TRPS1,protein,7227
C0003862,XPC,protein,7508
C0003862,COL11A1,protein,1301
C0003862,ELN,protein,2006
C0003862,TNXB,protein,7148
C0003862,TET2,protein,54790
C0003862,MATN3,protein,4148
C0003862,HLA-DRB1,protein,3123
C0003862,GTF2IRD1,protein,9569
C0003862,TYROBP,protein,7305
C0003862,HPGD,protein,3248
C0003862,IL2RB,protein,3560
C0003862,PTH1R,protein,5745
C0003862,C4A,protein,720
C0003862,COL2A1,protein,1280
C0003862,ERAP1,protein,51752
C0003862,HGD,protein,3081
C0003862,MIF,protein,4282
C0003862,PTPN22,protein,26191
C0003862,CAV1,protein,857
C0003862,DDB2,protein,1643
C0003862,MVK,protein,4598
C0003862,CD247,protein,919
C0003862,XPA,protein,7507
C0003862,NOTCH2,protein,4853
C0003862,PRTN3,protein,5657
C0003862,BAZ1B,protein,9031
C0003862,RFC2,protein,5982
C0003862,TREX1,protein,11277
C0003862,IL1RN,protein,3557
C0003862,EPOR,protein,2057
C0003862,IL6,protein,3569
C0003862,LIMK1,protein,3984
C0003862,ERCC3,protein,2071
C0003862,MPL,protein,4352
C0003862,COL9A2,protein,1298
C0003862,IL2RA,protein,3559
C0003862,COL9A3,protein,1299
C0003862,PRKCD,protein,5580
C0003862,ERCC2,protein,2068
C0003862,TYK2,protein,7297
C0003862,PSMB8,protein,5696
C0003862,CLIP2,protein,7461
C0003862,TNFRSF1A,protein,7132
C0003862,AIP,protein,9049
C0003862,PTPN2,protein,5771
C0152031,LMX1B,protein,4010
C0152031,CHEK2,protein,11200
C0152031,SLC40A1,protein,30061
C0152031,ATP7B,protein,540
C0152031,IL1RN,protein,3557
C0152031,FGB,protein,2244
C0152031,IL6,protein,3569
C0152031,SLCO2A1,protein,6578
C0152031,HLA-DRB1,protein,3123
C0152031,HPGD,protein,3248
C0152031,IL2RA,protein,3559
C0152031,ASAH1,protein,427
C0152031,FGA,protein,2243
C0152031,TYK2,protein,7297
C0152031,IL2RB,protein,3560
C0152031,HGD,protein,3081
C0152031,FAS,protein,355
C0152031,PTPN22,protein,26191
C0152031,MIF,protein,4282
C0152031,STAT4,protein,6775
C0152031,OCRL,protein,4952
C0152031,AIP,protein,9049
C0152031,CD247,protein,919
C0152031,PTPN2,protein,5771
C0152031,FGG,protein,2266
C0035229,NKX2-1,protein,7080
C0035229,SCGB1A1,protein,7356
C0035229,SERPINA1,protein,5265
C0035229,SFTPC,protein,6440
C0035229,ALB,protein,213
C0035229,PIK3C2A,protein,5286
C0035229,SFTPD,protein,6441
C0035229,PDE4A,protein,5141
C0035229,GAA,protein,2548
C0035229,TTN,protein,7273
C0035229,IGHMBP2,protein,3508
C0035229,CRP,protein,1401
C0035229,F3,protein,2152
C0035229,ACE,protein,1636
C0035229,CHAT,protein,1103
C0035229,ELANE,protein,1991
C0035229,TTR,protein,7276
C0035229,SELENON,protein,57190
C0035229,ALPL,protein,249
C0035229,SFTPB,protein,6439
C0035229,TK2,protein,7084
C0035229,SLC4A1,protein,6521
C0035229,LAMA2,protein,3908
C0035229,CXCL8,protein,3576
C0035229,TNF,protein,7124
C0035229,DCTN1,protein,1639
C0231835,BTD,protein,686
C0231835,ACADVL,protein,37
C0231835,PCCB,protein,5096
C0231835,CA5A,protein,763
C0231835,ACTA2,protein,59
C0231835,PAM16,protein,51025
C0231835,ABCD4,protein,5826
C0231835,SFTPC,protein,6440
C0231835,ZNF423,protein,23090
C0231835,KIAA0586,protein,9786
C0231835,IGHMBP2,protein,3508
C0231835,OXCT1,protein,5019
C0231835,ABCA3,protein,21
C0231835,HLCS,protein,3141
C0231835,LRPPRC,protein,10128
C0231835,CASR,protein,846
C0231835,TMEM138,protein,51524
C0231835,SFTPB,protein,6439
C0231835,PCCA,protein,5095
C0231835,TMEM216,protein,51259
C0013404,PFN1,protein,5216
C0013404,PON3,protein,5446
C0013404,NEFH,protein,4744
C0013404,PIGT,protein,51604
C0013404,TSC1,protein,7248
C0013404,TARDBP,protein,23435
C0013404,WAS,protein,7454
C0013404,EPHA4,protein,2043
C0013404,FUS,protein,2521
C0013404,VCP,protein,7415
C0013404,ATXN2,protein,6311
C0013404,WIPF1,protein,7456
C0013404,SCN5A,protein,6331
C0013404,LAMA3,protein,3909
C0013404,MATR3,protein,9782
C0013404,CSF2RB,protein,1439
C0013404,DSC2,protein,1824
C0013404,SLC25A1,protein,6576
C0013404,ISCU,protein,23479
C0013404,SERPINA1,protein,5265
C0013404,CHMP2B,protein,25978
C0013404,HBB,protein,3043
C0013404,HNRNPA1,protein,3178
C0013404,ACVRL1,protein,94
C0013404,ENG,protein,2022
C0013404,TREM2,protein,54209
C0013404,PON2,protein,5445
C0013404,SOD1,protein,6647
C0013404,IRF5,protein,3663
C0013404,KCNJ6,protein,3763
C0013404,TBK1,protein,29110
C0013404,UNC13A,protein,23025
C0013404,GAA,protein,2548
C0013404,HLA-DRB1,protein,3123
C0013404,MRPL3,protein,11222
C0013404,CRLF1,protein,9244
C0013404,UBQLN2,protein,29978
C0013404,VAPB,protein,9217
C0013404,SQSTM1,protein,8878
C0013404,APOB,protein,338
C0013404,PON1,protein,5444
C0013404,DNASE1L3,protein,1776
C0013404,FBP1,protein,2203
C0013404,VCL,protein,7414
C0013404,NPPB,protein,4879
C0013404,PRPH,protein,5630
C0013404,CCR6,protein,1235
C0013404,CASR,protein,846
C0013404,ATRX,protein,546
C0013404,SMPD1,protein,6609
C0013404,PPARGC1A,protein,10891
C0013404,LAMC2,protein,3918
C0013404,TSC2,protein,7249
C0013404,ORC6,protein,23594
C0013404,ERBB4,protein,2066
C0013404,FIG4,protein,9896
C0013404,CAV1,protein,857
C0013404,LAMB3,protein,3914
C0013404,GBA,protein,2629
C0013404,SFTPB,protein,6439
C0013404,LDLR,protein,3949
C0013404,BMPR2,protein,659
C0013404,ANG,protein,283
C0013404,OPTN,protein,10133
C0013404,LDLRAP1,protein,26119
C0013404,DCTN1,protein,1639
C0013404,DAO,protein,1610
C0476273,ETFB,protein,2109
C0476273,EFTUD2,protein,9343
C0476273,FGFR2,protein,2263
C0476273,NKX2-1,protein,7080
C0476273,FOXF1,protein,2294
C0476273,DPM1,protein,8813
C0476273,DMPK,protein,1760
C0476273,KAT6A,protein,7994
C0476273,CPT2,protein,1376
C0476273,RPS28,protein,6234
C0476273,SDCCAG8,protein,10806
C0476273,ETFA,protein,2108
