SID,Symbol,Category_cl,EntrezID
S498,CRADD,protein,8738
S498,IGF1R,protein,3480
S498,PAX2,protein,5076
S498,KCNK9,protein,51305
S498,SYNJ1,protein,8867
S498,YAP1,protein,10413
S498,CPS1,protein,1373
S498,DUOX2,protein,50506
S498,CTNNB1,protein,1499
S498,PCCA,protein,5095
S498,PLP1,protein,5354
S498,BRCA2,protein,675
S498,ARSA,protein,410
S498,NDUFS3,protein,4722
S498,GUCA1B,protein,2979
S498,ADNP,protein,23394
S498,SLC12A1,protein,6557
S498,AP4M1,protein,9179
S498,GSS,protein,2937
S498,ROR2,protein,4920
S498,HNF4A,protein,3172
S498,ADRA2B,protein,151
S498,PARP1,protein,142
S498,TRMT1,protein,55621
S498,SALL1,protein,6299
S498,KIF4A,protein,24137
S498,NPC2,protein,10577
S498,CA2,protein,760
S498,CERS1,protein,10715
S498,ARHGEF6,protein,9459
S498,PRRT2,protein,112476
S498,L1CAM,protein,3897
S498,MTR,protein,4548
S498,TRH,protein,7200
S498,SIN3A,protein,25942
S498,SLC1A4,protein,6509
S498,KMT2A,protein,4297
S498,AGA,protein,175
S498,SLC26A4,protein,5172
S498,BUB1,protein,699
S498,CHL1,protein,10752
S498,PAX3,protein,5077
S498,BBS9,protein,27241
S498,ELP2,protein,55250
S498,MYO5A,protein,4644
S498,FASN,protein,2194
S498,MKKS,protein,8195
S498,SHH,protein,6469
S498,KCNA2,protein,3737
S498,MED13L,protein,23389
S498,DCHS1,protein,8642
S498,GRIA3,protein,2892
S498,POLR3B,protein,55703
S498,CHMP1A,protein,5119
S498,TG,protein,7038
S498,SRD5A3,protein,79644
S498,WWOX,protein,51741
S498,FOXP1,protein,27086
S498,TULP1,protein,7287
S498,RP1,protein,6101
S498,SLC2A1,protein,6513
S498,AP1S1,protein,1174
S498,MYO7A,protein,4647
S498,SKI,protein,6497
S498,ZBTB16,protein,7704
S498,CACNA1A,protein,773
S498,TBX1,protein,6899
S498,SNAP29,protein,9342
S498,GABRB3,protein,2562
S498,SNRPB,protein,6628
S498,FANCA,protein,2175
S498,ARL14EP,protein,120534
S498,CD96,protein,10225
S498,HUWE1,protein,10075
S498,RBBP8,protein,5932
S498,CTCF,protein,10664
S498,DCX,protein,1641
S498,POMT2,protein,29954
S498,DPYS,protein,1807
S498,SNRNP200,protein,23020
S498,USP9X,protein,8239
S498,PRPF31,protein,26121
S498,RERE,protein,473
S498,AKT3,protein,10000
S498,DNMT3B,protein,1789
S498,UBR7,protein,55148
S498,DDHD2,protein,23259
S498,PAH,protein,5053
S498,TBL2,protein,26608
S498,CIC,protein,23152
S498,SMC1A,protein,8243
S498,BCR,protein,613
S498,MFSD2A,protein,84879
S498,PTDSS1,protein,9791
S498,PPT1,protein,5538
S498,NR2F1,protein,7025
S498,SLC4A10,protein,57282
S498,CLN3,protein,1201
S498,NTF4,protein,4909
S498,IL1RAPL1,protein,11141
S498,SATB2,protein,23314
S498,SCAPER,protein,49855
S498,SC5D,protein,6309
S498,MANBA,protein,4126
S498,MYCN,protein,4613
S498,MERTK,protein,10461
S498,BBS1,protein,582
S498,SURF1,protein,6834
S498,TRPS1,protein,7227
S498,CLCNKA,protein,1187
S498,CLCNKB,protein,1188
S498,FTSJ1,protein,24140
S498,CNGB1,protein,1258
S498,GATA1,protein,2623
S498,TH,protein,7054
S498,ALX3,protein,257
S498,ITGB6,protein,3694
S498,CASP2,protein,835
S498,SDHB,protein,6390
S498,VIP,protein,7432
S498,ERCC5,protein,2073
S498,NAGA,protein,4668
S498,CLRN1,protein,7401
S498,MCC,protein,4163
S498,HERC2,protein,8924
S498,PACS1,protein,55690
S498,CAV1,protein,857
S498,CHKB,protein,1120
S498,RNF113A,protein,7737
S498,CRB1,protein,23418
S498,SLC17A5,protein,26503
S498,UROC1,protein,131669
S498,WT1,protein,7490
S498,POMT1,protein,10585
S498,GUSB,protein,2990
S498,C2CD3,protein,26005
S498,KIF7,protein,374654
S498,PRPS1,protein,5631
S498,PEX7,protein,5191
S498,SBDS,protein,51119
S498,GBE1,protein,2632
S498,MYT1L,protein,23040
S498,TCTN3,protein,26123
S498,LHX3,protein,8022
S498,STT3A,protein,3703
S498,TBR1,protein,10716
S498,DNM1,protein,1759
S498,AQP2,protein,359
S498,NDUFA10,protein,4705
S498,ZIC2,protein,7546
S498,PDE6G,protein,5148
S498,ADK,protein,132
S498,GNPAT,protein,8443
S498,ANK3,protein,288
S498,DVL1,protein,1855
S498,MAN2B1,protein,4125
S498,PRKCG,protein,5582
S498,IGF1,protein,3479
S498,GK,protein,2710
S498,EBF3,protein,253738
S498,ZNF711,protein,7552
S498,HNRNPK,protein,3190
S498,MID2,protein,11043
S498,KCNJ10,protein,3766
S498,ARHGDIA,protein,396
S498,LAMA1,protein,284217
S498,GLB1,protein,2720
S498,PLA2G6,protein,8398
S498,RAB23,protein,51715
S498,COL18A1,protein,80781
S498,LZTFL1,protein,54585
S498,HCFC1,protein,3054
S498,ATP7B,protein,540
S498,SPAST,protein,6683
S498,KANK1,protein,23189
S498,PRPF4,protein,9128
S498,ALDH7A1,protein,501
S498,ERCC6,protein,2074
S498,GALE,protein,2582
S498,ERLIN2,protein,11160
S498,NUP62,protein,23636
S498,RLBP1,protein,6017
S498,ACSL4,protein,2182
S498,ARFGEF2,protein,10564
S498,BBS7,protein,55212
S498,GJA8,protein,2703
S498,TCF4,protein,6925
S498,CUL4B,protein,8450
S498,SPECC1L,protein,23384
S498,UBE2A,protein,7319
S498,TTI2,protein,80185
S498,TUB,protein,7275
S498,FANCE,protein,2178
S498,IMPDH1,protein,3614
S498,CA8,protein,767
S498,PDE6A,protein,5145
S498,PDHA1,protein,5160
S498,MAF,protein,4094
S498,GRIN1,protein,2902
S498,APP,protein,351
S498,CLN5,protein,1203
S498,MEF2C,protein,4208
S498,KAT6A,protein,7994
S498,MBTPS2,protein,51360
S498,SPINK5,protein,11005
S498,FRG1,protein,2483
S498,KRAS,protein,3845
S498,MLXIPL,protein,51085
S498,EMX2,protein,2018
S498,PHF8,protein,23133
S498,ZBTB18,protein,10472
S498,PTRH2,protein,51651
S498,SAG,protein,6295
S498,TINF2,protein,26277
S498,KIAA0586,protein,9786
S498,AVPR2,protein,554
S498,FANCD2,protein,2177
S498,ATP7A,protein,538
S498,INPP5E,protein,56623
S498,CREBBP,protein,1387
S498,CDH15,protein,1013
S498,ERCC2,protein,2068
S498,TBCE,protein,6905
S498,PARN,protein,5073
S498,METTL23,protein,124512
S498,SDHD,protein,6392
S498,PGM3,protein,5238
S498,GNAS,protein,2778
S498,FOXE1,protein,2304
S498,NAGLU,protein,4669
S498,FLNA,protein,2316
S498,ASAH1,protein,427
S498,BCS1L,protein,617
S498,PRODH,protein,5625
S498,BUB3,protein,9184
S498,SMARCB1,protein,6598
S498,MAN1B1,protein,11253
S498,COX6B1,protein,1340
S498,SMARCA4,protein,6597
S498,RPS6KA3,protein,6197
S498,CRX,protein,1406
S498,BRPF1,protein,7862
S498,ANKRD11,protein,29123
S498,HBA1,protein,3039
S498,BEST1,protein,7439
S498,SOX5,protein,6660
S498,PIGN,protein,23556
S498,NOP10,protein,55505
S498,TRAIP,protein,10293
S498,PEX5,protein,5830
S498,GLUD1,protein,2746
S498,FRMPD4,protein,9758
S498,DGCR6,protein,8214
S498,SEMA3E,protein,9723
S498,RAB39B,protein,116442
S498,CLN8,protein,2055
S498,IQSEC2,protein,23096
S498,RPGR,protein,6103
S498,RGR,protein,5995
S498,SAR1B,protein,51128
S498,BCKDHA,protein,593
S498,ALDH4A1,protein,8659
S498,DMXL2,protein,23312
S498,PAX1,protein,5075
S498,SGSH,protein,6448
S498,MAK,protein,4117
S498,AP4E1,protein,23431
S498,DPP6,protein,1804
S498,TMCO1,protein,54499
S498,CHRNA7,protein,1139
S498,AUTS2,protein,26053
S498,RBM28,protein,55131
S498,POMGNT1,protein,55624
S498,FLII,protein,2314
S498,PC,protein,5091
S498,RGS7,protein,6000
S498,CYP27A1,protein,1593
S498,FGFR3,protein,2261
S498,TPO,protein,7173
S498,GNB1,protein,2782
S498,ZNF292,protein,23036
S498,NDUFA2,protein,4695
S498,FLI1,protein,2313
S498,ACTB,protein,60
S498,RBP3,protein,5949
S498,CYP24A1,protein,1591
S498,SCN8A,protein,6334
S498,TOPORS,protein,10210
S498,ADSL,protein,158
S498,APC,protein,324
S498,TSC2,protein,7249
S498,SETBP1,protein,26040
S498,AHCY,protein,191
S498,NFIX,protein,4784
S498,ASL,protein,435
S498,TSEN34,protein,79042
S498,NBN,protein,4683
S498,PROP1,protein,5626
S498,GRIP1,protein,23426
S498,MEIS2,protein,4212
S498,TUBGCP4,protein,27229
S498,CENPE,protein,1062
S498,PPARG,protein,5468
S498,NPHP1,protein,4867
S498,SOST,protein,50964
S498,FGFR1,protein,2260
S498,GLDC,protein,2731
S498,KAT6B,protein,23522
S498,MAGEL2,protein,54551
S498,AMT,protein,275
S498,RUBCN,protein,9711
S498,MMACHC,protein,25974
S498,GDI1,protein,2664
S498,PURA,protein,5813
S498,PPP2R5D,protein,5528
S498,NHP2,protein,55651
S498,HELLS,protein,3070
S498,NSD1,protein,64324
S498,DDX11,protein,1663
S498,NF1,protein,4763
S498,LINS1,protein,55180
S498,TRIM32,protein,22954
S498,BCOR,protein,54880
S498,WASHC4,protein,23325
S498,MMADHC,protein,27249
S498,CIB2,protein,10518
S498,GJA1,protein,2697
S498,WASHC5,protein,9897
S498,VLDLR,protein,7436
S498,AFF4,protein,27125
S498,COX15,protein,1355
S498,CYB5R3,protein,1727
S498,ALX1,protein,8092
S498,AKT1,protein,207
S498,FANCG,protein,2189
S498,AHDC1,protein,27245
S498,ABHD5,protein,51099
S498,MAD2L2,protein,10459
S498,RBM8A,protein,9939
S498,FOXG1,protein,2290
S498,STS,protein,412
S498,FMR1,protein,2332
S498,CNKSR2,protein,22866
S498,CALCA,protein,796
S498,GALT,protein,2592
S498,BRF1,protein,2972
S498,GTF2I,protein,2969
S498,BPTF,protein,2186
S498,EIF2AK3,protein,9451
S498,PNP,protein,4860
S498,RAD51,protein,5888
S498,ABCA4,protein,24
S498,PHOX2B,protein,8929
S498,ATR,protein,545
S498,FOS,protein,2353
S498,ELN,protein,2006
S498,KDM5C,protein,8242
S498,PDP1,protein,54704
S498,KYNU,protein,8942
S498,BRAF,protein,673
S498,LRAT,protein,9227
S498,SNX14,protein,57231
S498,DYRK1A,protein,1859
S498,COX10,protein,1352
S498,TMEM135,protein,65084
S498,SHOC2,protein,8036
S498,PAX6,protein,5080
S498,UBE3A,protein,7337
S498,NSDHL,protein,50814
S498,UBE2T,protein,29089
S498,ZNF592,protein,9640
S498,FTCD,protein,10841
S498,TECR,protein,9524
S498,KANSL1,protein,284058
S498,LYST,protein,1130
S498,DPAGT1,protein,1798
S498,KCNAB2,protein,8514
S498,ATRX,protein,546
S498,SLC6A8,protein,6535
S498,SHANK2,protein,22941
S498,TACO1,protein,51204
S498,KCNC3,protein,3748
S498,FLNB,protein,2317
S498,MAP2K2,protein,5605
S498,CHD2,protein,1106
S498,NRXN1,protein,9378
S498,SDHA,protein,6389
S498,NT5C2,protein,22978
S498,ZDHHC9,protein,51114
S498,CBS,protein,875
S498,EP300,protein,2033
S498,PCNT,protein,5116
S498,MECP2,protein,4204
S498,PEX12,protein,5193
S498,KPTN,protein,11133
S498,RNF125,protein,54941
S498,LIMK1,protein,3984
S498,NDUFA9,protein,4704
S498,GUCY2D,protein,3000
S498,RAI1,protein,10743
S498,ALOX12B,protein,242
S498,GNAQ,protein,2776
S498,APC2,protein,10297
S498,CDK6,protein,1021
S498,NRAS,protein,4893
S498,ITPR1,protein,3708
S498,ORC1,protein,4998
S498,GRIK2,protein,2898
S498,ASCC3,protein,10973
S498,NRL,protein,4901
S498,BSND,protein,7809
S498,EFTUD2,protein,9343
S498,MAPK10,protein,5602
S498,FOXRED1,protein,55572
S498,ALDH5A1,protein,7915
S498,SMS,protein,6611
S499,BUB1B,protein,701
S499,ERCC6,protein,2074
S499,HSPD1,protein,3329
S499,FGFR3,protein,2261
S499,FKTN,protein,2218
S499,FH,protein,2271
S499,PIK3R2,protein,5296
S499,KCNJ6,protein,3763
S499,POMT2,protein,29954
S499,TREX1,protein,11277
S499,CLIC2,protein,1193
S499,SAMHD1,protein,25939
S499,CDKL5,protein,6792
S499,TUBA8,protein,51807
S499,RAB18,protein,22931
S499,POMT1,protein,10585
S499,SLC9A6,protein,10479
S499,IDS,protein,3423
S499,MECP2,protein,4204
S499,POMGNT1,protein,55624
S499,UBB,protein,7314
S499,NDE1,protein,54820
S499,SEPSECS,protein,51091
S499,CCDC88A,protein,55704
S499,ATIC,protein,471
S499,RNF113A,protein,7737
S499,RNASEH2A,protein,10535
S499,LARGE1,protein,9215
S499,SPTAN1,protein,6709
S499,VPS53,protein,55275
S499,ADAR,protein,103
S500,IARS2,protein,55699
S500,CDH23,protein,64072
S500,COL4A5,protein,1287
S500,TIMM8A,protein,1678
S500,TMC1,protein,117531
S500,PCDH15,protein,65217
S500,GIPC3,protein,126326
S500,SLC26A4,protein,5172
S500,MITF,protein,4286
S500,GJB6,protein,10804
S500,SERPINB6,protein,5269
S500,COCH,protein,1690
S500,ATP6V1B1,protein,525
S500,USH2A,protein,7399
S500,GJB3,protein,2707
S500,CEP78,protein,84131
S500,EYA4,protein,2070
S500,KCNQ4,protein,9132
S500,POU3F4,protein,5456
S500,DLX5,protein,1749
S500,MYH9,protein,4627
S500,MYO15A,protein,51168
S500,WFS1,protein,7466
S500,ATP1A3,protein,478
S500,ATP6V0A4,protein,50617
S500,MYO6,protein,4646
S500,MT-TL1,protein,170604
S500,OTOF,protein,9381
S500,PAX3,protein,5077
S500,CLDN14,protein,23562
S500,WHRN,protein,25861
S500,STRC,protein,161497
S500,DIAPH3,protein,81624
S500,GJB2,protein,2706
S500,COL2A1,protein,1280
S500,MYO7A,protein,4647
S500,POGZ,protein,23126
S500,GSDME,protein,1687
S501,ADA2,protein,51816
S501,TNXB,protein,7148
S501,EPOR,protein,2057
S501,JUP,protein,3728
S501,CACNA1A,protein,773
S501,MYD88,protein,4615
S501,VHL,protein,7428
S501,CASQ2,protein,845
S501,TPK1,protein,27010
S501,TRDN,protein,10345
S501,CNNM2,protein,54805
S501,NAGA,protein,4668
S501,MPL,protein,4352
S501,KCNA1,protein,3736
S501,B2M,protein,567
S501,CALM3,protein,808
S501,PDGFB,protein,5155
S501,TET2,protein,54790
S501,CALM1,protein,801
S501,COCH,protein,1690
S501,CALM2,protein,805
S501,RYR2,protein,6262
S501,MVK,protein,4598
S501,SH2B3,protein,10019
S501,JAK2,protein,3717
S501,ATP1A2,protein,477
S501,MYO7A,protein,4647
S501,NF2,protein,4771
S502,SERPINI1,protein,5274
S502,NAGA,protein,4668
S502,MMACHC,protein,25974
S502,GCDH,protein,2639
S502,RFC2,protein,5982
S502,HTRA1,protein,5654
S502,CYP27A1,protein,1593
S502,LIMK1,protein,3984
S502,ELN,protein,2006
S502,GTF2I,protein,2969
S502,CLN6,protein,54982
S502,PSEN1,protein,5663
S502,LIPT1,protein,51601
S502,ATXN10,protein,25814
S502,TREX1,protein,11277
S502,TBL2,protein,26608
S502,PLP1,protein,5354
S502,ATXN7,protein,6314
S502,CLIP2,protein,7461
S502,ATXN1,protein,6310
S502,HPRT1,protein,3251
S502,CP,protein,1356
S502,UQCRQ,protein,27089
S502,CTSF,protein,8722
S502,BAZ1B,protein,9031
S502,ETHE1,protein,23474
S502,FBXO7,protein,25793
S502,GTF2IRD1,protein,9569
S503,FUS,protein,2521
S503,PRKRA,protein,8575
S503,NAGA,protein,4668
S503,TTPA,protein,7274
S503,ALDH3A2,protein,224
S503,SETX,protein,23064
S503,ATXN8OS,protein,6315
S503,CYP27A1,protein,1593
S503,GAN,protein,8139
S503,GBE1,protein,2632
S503,MAPT,protein,4137
S503,DNAJC6,protein,9829
S503,KCNC3,protein,3748
S503,PLA2G6,protein,8398
S503,ERLIN2,protein,11160
S503,PHYH,protein,5264
S503,AIMP1,protein,9255
S503,PLP1,protein,5354
S503,LMNB1,protein,4001
S503,ATXN10,protein,25814
S503,SIGMAR1,protein,10280
S503,SYNJ1,protein,8867
S503,IDUA,protein,3425
S503,PEX7,protein,5191
S503,BSCL2,protein,26580
S503,SOX10,protein,6663
S503,SLC25A15,protein,10166
S503,BCAP31,protein,10134
S503,SLC6A3,protein,6531
S62,FLNA,protein,2316
S62,ARG1,protein,383
S62,TACR1,protein,6869
S62,HLCS,protein,3141
S62,GALT,protein,2592
S62,ST3GAL5,protein,8869
S62,OXCT1,protein,5019
S62,NDUFAF3,protein,25915
S62,MVK,protein,4598
S62,GNRH1,protein,2796
S62,SSR4,protein,6748
S62,GCDH,protein,2639
S62,NDUFS6,protein,4726
S62,BTD,protein,686
S62,CYP24A1,protein,1591
S62,ASS1,protein,445
S62,DGAT1,protein,8694
S62,SAR1B,protein,51128
S62,ALDOB,protein,229
S62,NDUFAF1,protein,51103
S62,NDUFB9,protein,4715
S62,PMM2,protein,5373
S62,TRMU,protein,55687
S62,DHCR7,protein,1717
S62,ATP6V0A4,protein,50617
S62,SLC6A8,protein,6535
S62,NDUFS1,protein,4719
S62,NDUFV2,protein,4729
S62,NDUFS2,protein,4720
S62,GHSR,protein,2693
S62,AVP,protein,551
S62,SLC22A5,protein,6584
S62,SLC12A1,protein,6557
S62,TCN2,protein,6948
S62,UCP2,protein,7351
S62,EGFR,protein,1956
S62,MLYCD,protein,23417
S62,LPL,protein,4023
S62,ACP2,protein,53
S62,CPT2,protein,1376
S62,ALDH18A1,protein,5832
S62,F12,protein,2161
S62,HNF1A,protein,6927
S62,ACADM,protein,34
S62,NDUFA1,protein,4694
S62,DGUOK,protein,1716
S62,HMBS,protein,3145
S62,ACAT1,protein,38
S62,NDUFS4,protein,4724
S62,DBT,protein,1629
S62,ALAD,protein,210
S62,KCNJ11,protein,3767
S62,GALE,protein,2582
S62,SERPING1,protein,710
S62,AVPR2,protein,554
S62,NDUFAF4,protein,29078
S62,TP53,protein,7157
S62,POLG,protein,5428
S62,CPS1,protein,1373
S62,NDUFS3,protein,4722
S62,HNF4A,protein,3172
S62,NDUFB3,protein,4709
S62,BCKDHB,protein,594
S62,HPRT1,protein,3251
S62,PCCA,protein,5095
S62,OPLAH,protein,26873
S62,CPOX,protein,1371
S62,IVD,protein,3712
S62,ETFA,protein,2108
S62,PCCB,protein,5096
S62,CTNS,protein,1497
S62,ASPG,protein,374569
S62,SCNN1G,protein,6340
S62,ETFB,protein,2109
S62,FOXRED1,protein,55572
S62,IFNA2,protein,3440
S62,ABCB1,protein,5243
S62,SLC7A7,protein,9056
S62,AIP,protein,9049
S62,GALC,protein,2581
S62,SMPD1,protein,6609
S62,ABCC8,protein,6833
S62,ETFDH,protein,2110
S62,SCNN1B,protein,6338
S62,GLA,protein,2717
S62,IFNG,protein,3458
S62,TYMP,protein,1890
S62,ATRX,protein,546
S62,ALPL,protein,249
S62,BRAF,protein,673
S62,ZEB2,protein,9839
S62,HSD3B2,protein,3284
S62,ACADVL,protein,37
S62,NDUFV1,protein,4723
S62,KCNJ1,protein,3758
S62,OTC,protein,5009
S62,BCKDHA,protein,593
S62,CYP11A1,protein,1583
S62,MEN1,protein,4221
S62,NEUROG3,protein,50674
S62,AQP2,protein,359
S62,NR3C2,protein,4306
S62,ASL,protein,435
S62,MPI,protein,4351
S62,LIPA,protein,3988
S62,MPV17,protein,4358
S62,ALG3,protein,10195
S62,PPOX,protein,5498
S62,TNFRSF1A,protein,7132
S62,CYP11B2,protein,1585
S62,SCNN1A,protein,6337
S62,AIMP1,protein,9255
S62,TSHR,protein,7253
S64,MPL,protein,4352
S64,RIN2,protein,54453
S64,F8,protein,2157
S64,ANKRD26,protein,22852
S64,SCARB2,protein,950
S64,COL1A1,protein,1277
S64,PDE11A,protein,50940
S64,FANCC,protein,2176
S64,C1R,protein,715
S64,ENPP1,protein,5167
S64,TNXB,protein,7148
S64,NBEAL2,protein,23218
S64,ITGA2B,protein,3674
S64,WAS,protein,7454
S64,COL3A1,protein,1281
S64,AIP,protein,9049
S64,F2,protein,2147
S64,PLEC,protein,5339
S64,PRDM5,protein,11107
S64,TGFB2,protein,7042
S64,JAK2,protein,3717
S64,FANCA,protein,2175
S64,GNAS,protein,2778
S64,KRT14,protein,3861
S64,F13B,protein,2165
S64,WIPF1,protein,7456
S64,ETV6,protein,2120
S64,ABCC6,protein,368
S64,P2RX1,protein,5023
S64,COL5A1,protein,1289
S64,ATRX,protein,546
S64,F13A1,protein,2162
S64,GATA1,protein,2623
S64,HPS1,protein,3257
S64,GP6,protein,51206
S64,FANCD2,protein,2177
S64,F5,protein,2153
S64,ITGB3,protein,3690
S64,HBA1,protein,3039
S64,KRT5,protein,3852
S64,MYH9,protein,4627
S64,PLOD3,protein,8985
S64,FANCE,protein,2178
S64,TET2,protein,54790
S64,PLAU,protein,5328
S64,USP8,protein,9101
S64,SMAD3,protein,4088
S64,ATP7B,protein,540
S64,SERPINF2,protein,5345
S64,LYST,protein,1130
S64,PRKAR1A,protein,5573
S64,COL1A2,protein,1278
S64,PLOD1,protein,5351
S64,GP1BA,protein,2811
S64,HPS5,protein,11234
S64,COL5A2,protein,1290
S64,ADAMTS2,protein,9509
S64,PRKACA,protein,5566
S64,GGCX,protein,2677
S64,ITGA2,protein,3673
S64,GFI1B,protein,8328
S64,HBA2,protein,3040
S64,ATP7A,protein,538
S64,TBXAS1,protein,6916
S64,RUNX1,protein,861
S64,VWF,protein,7450
S64,APOE,protein,348
S64,HOXA11,protein,3207
S64,ETHE1,protein,23474
S64,TREX1,protein,11277
S64,PEPD,protein,5184
S65,SCN9A,protein,6335
S65,ATP2A2,protein,488
S65,COL7A1,protein,1294
S65,MVK,protein,4598
S65,DNASE1L3,protein,1776
S65,POU2AF1,protein,5450
S65,KIT,protein,3815
S65,BAAT,protein,570
S65,LIG4,protein,3981
S65,THPO,protein,7066
S65,RAG2,protein,5897
S65,IL12RB1,protein,3594
S65,TPSAB1,protein,7177
S65,LBR,protein,3930
S65,TAC1,protein,6863
S65,JAK2,protein,3717
S65,ABCB4,protein,5244
S65,IL2RG,protein,3561
S65,F2RL1,protein,2150
S65,MMP1,protein,4312
S65,HRH1,protein,3269
S65,HLA-DRA,protein,3122
S65,RAG1,protein,5896
S65,IL12A,protein,3592
S65,TNFRSF1B,protein,7133
S65,PDGFRA,protein,5156
S65,OPRM1,protein,4988
S65,PEPD,protein,5184
S65,ABCA12,protein,26154
S65,EPOR,protein,2057
S65,STAT3,protein,6774
S65,CTLA4,protein,1493
S65,CDSN,protein,1041
S65,PMVK,protein,10654
S65,IL7R,protein,3575
S65,EPHX1,protein,2052
S65,FECH,protein,2235
S65,AQP5,protein,362
S65,OSMR,protein,9180
S65,TJP2,protein,9414
S65,ALOX12B,protein,242
S65,FH,protein,2271
S65,SPIB,protein,6689
S65,HRH4,protein,59340
S65,RMRP,protein,6023
S65,TNPO3,protein,23534
S65,CYP7B1,protein,9420
S65,CD28,protein,940
S65,ATP7B,protein,540
S65,CHD7,protein,55636
S65,ATP8B1,protein,5205
S65,TGM1,protein,7051
S65,TNFSF15,protein,9966
S65,MPL,protein,4352
S65,ABCB11,protein,8647
S65,ADA,protein,100
S65,PTPN3,protein,5774
S65,IRF5,protein,3663
S65,PKP1,protein,5317
S66,NFKB2,protein,4791
S66,AIP,protein,9049
S66,THPO,protein,7066
S66,VWF,protein,7450
S66,TNF,protein,7124
S66,WAS,protein,7454
S66,HOXA11,protein,3207
S66,PRKCD,protein,5580
S66,ETHE1,protein,23474
S66,ITGA2B,protein,3674
S66,ITGB3,protein,3690
S66,ACP5,protein,54
S66,TNFRSF13B,protein,23495
S66,STIM1,protein,6786
S66,CD79A,protein,973
S66,SERPINC1,protein,462
S66,PROCR,protein,10544
S66,GP1BA,protein,2811
S66,PROC,protein,5624
S66,F3,protein,2152
S66,ADA2,protein,51816
S66,MS4A1,protein,931
S66,APOH,protein,350
S66,GP9,protein,2815
S66,CD19,protein,930
S66,MPL,protein,4352
S66,THBD,protein,7056
S66,C2,protein,717
S66,NFKB1,protein,4790
S66,GP1BB,protein,2812
S66,PROS1,protein,5627
S66,F2,protein,2147
S66,WIPF1,protein,7456
S66,ADAMTS13,protein,11093
S66,ICOS,protein,29851
S66,TNFSF12,protein,8742
S66,CR2,protein,1380
S66,TREX1,protein,11277
S66,CD40LG,protein,959
S66,CRP,protein,1401
S66,CD81,protein,975
S69,VAV3,protein,10451
S69,CDKL5,protein,6792
S69,NRXN1,protein,9378
S69,FBP1,protein,2203
S69,AHR,protein,196
S69,HLCS,protein,3141
S69,PCCB,protein,5096
S69,IGHMBP2,protein,3508
S69,PAM16,protein,51025
S69,BTD,protein,686
S69,OXCT1,protein,5019
S69,ZNF423,protein,23090
S69,ABCD4,protein,5826
S69,ACTA2,protein,59
S69,ABCA3,protein,21
S69,CA5A,protein,763
S69,TMEM216,protein,51259
S69,SFTPB,protein,6439
S69,SFTPC,protein,6440
S69,CASR,protein,846
S69,ACADVL,protein,37
S69,KIAA0586,protein,9786
S69,LRPPRC,protein,10128
S69,PCCA,protein,5095
S69,TMEM138,protein,51524
S71,CPOX,protein,1371
S71,SLC2A1,protein,6513
S71,PEX11B,protein,8799
S71,LYST,protein,1130
S71,DGUOK,protein,1716
S71,ABCD3,protein,5825
S71,THRB,protein,7068
S71,SERPINA1,protein,5265
S71,GALT,protein,2592
S71,UGT1A1,protein,54658
S71,PAX8,protein,7849
S71,LHX3,protein,8022
S71,TRMU,protein,55687
S71,AKR1D1,protein,6718
S71,LBR,protein,3930
S71,PRF1,protein,5551
S71,PEX12,protein,5193
S71,DUOX2,protein,50506
S71,ABCB11,protein,8647
S71,THRA,protein,7067
S71,ANK1,protein,286
S71,SLC26A4,protein,5172
S71,STOM,protein,2040
S71,KCNN4,protein,3783
S71,PEX16,protein,9409
S71,IL12RB1,protein,3594
S71,HBB,protein,3043
S71,SEC23B,protein,10483
S71,SLC5A5,protein,6528
S71,ALDOA,protein,226
S71,IRF5,protein,3663
S71,HK1,protein,3098
S71,PEX26,protein,55670
S71,PEX13,protein,5194
S71,ATP7B,protein,540
S71,HESX1,protein,8820
S71,ALDOB,protein,229
S71,PEX2,protein,5828
S71,GALE,protein,2582
S71,TNPO3,protein,23534
S71,PROP1,protein,5626
S71,PEX19,protein,5824
S71,ABCC2,protein,1244
S71,CYP7B1,protein,9420
S71,TPO,protein,7173
S71,CLDN1,protein,9076
S71,PEX5,protein,5830
S71,LPL,protein,4023
S71,PEX10,protein,5192
S71,BPGM,protein,669
S71,PEX14,protein,5195
S71,NKX2-5,protein,1482
S71,ETFA,protein,2108
S71,POU1F1,protein,5449
S71,POU2AF1,protein,5450
S71,SPTB,protein,6710
S71,PEX3,protein,8504
S71,ABCB4,protein,5244
S71,PEX1,protein,5189
S71,VPS33B,protein,26276
S71,TSHR,protein,7253
S71,ATP8B1,protein,5205
S71,TNFSF15,protein,9966
S71,GPI,protein,2821
S71,RHAG,protein,6005
S71,PKLR,protein,5313
S71,TSHB,protein,7252
S71,ETFB,protein,2109
S71,RAB27A,protein,5873
S71,IL12A,protein,3592
S71,SPIB,protein,6689
S71,IER3IP1,protein,51124
S71,SLCO1B1,protein,10599
S71,ETFDH,protein,2110
S71,SLC4A1,protein,6521
S71,PEX6,protein,5190
S71,PTPN3,protein,5774
S71,TG,protein,7038
S71,TPI1,protein,7167
S71,SLCO1B3,protein,28234
S71,PFKM,protein,5213
S73,SLC19A2,protein,10560
S73,RFC2,protein,5982
S73,BAZ1B,protein,9031
S73,MATR3,protein,9782
S73,GTF2I,protein,2969
S73,AGA,protein,175
S73,FBN1,protein,2200
S73,EDA,protein,1896
