SID,Symbol,Category_cl,EntrezID
S159,CRX,protein,1406
S159,PRPF8,protein,10594
S159,PRPF3,protein,9129
S159,POMT1,protein,10585
S159,ARL2BP,protein,23568
S159,FLVCR1,protein,28982
S159,GNAS,protein,2778
S159,GUCA1B,protein,2979
S159,PDE6G,protein,5148
S159,TMEM216,protein,51259
S159,RP9,protein,6100
S159,BEST1,protein,7439
S159,FBN1,protein,2200
S159,HEXB,protein,3074
S159,NDUFAF4,protein,29078
S159,NR2E3,protein,10002
S159,NDUFV2,protein,4729
S159,LAMB2,protein,3913
S159,BBS2,protein,583
S159,ZNF423,protein,23090
S159,CNGA3,protein,1261
S159,CRB1,protein,23418
S159,PPT1,protein,5538
S159,LRAT,protein,9227
S159,CA4,protein,762
S159,MERTK,protein,10461
S159,PROM1,protein,8842
S159,PRPF4,protein,9128
S159,CLRN1,protein,7401
S159,NDUFS4,protein,4724
S159,TNFSF11,protein,8600
S159,MAK,protein,4117
S159,FKTN,protein,2218
S159,NDUFAF1,protein,51103
S159,IMPDH1,protein,3614
S159,GJB2,protein,2706
S159,GUCY2D,protein,3000
S159,PDE6A,protein,5145
S159,NDUFB9,protein,4715
S159,LRP5,protein,4041
S159,ABCA4,protein,24
S159,RGR,protein,5995
S159,SNRNP200,protein,23020
S159,PROS1,protein,5627
S159,TOPORS,protein,10210
S159,NDUFS6,protein,4726
S159,ALMS1,protein,7840
S159,POMGNT1,protein,55624
S159,PLG,protein,5340
S159,CNGB1,protein,1258
S159,POMT2,protein,29954
S159,RLBP1,protein,6017
S159,TULP1,protein,7287
S159,IMPG2,protein,50939
S159,NAA10,protein,8260
S159,SAG,protein,6295
S159,PRPH2,protein,5961
S159,CLN3,protein,1201
S159,ROM1,protein,6094
S159,IDH3B,protein,3420
S159,TUB,protein,7275
S159,RBP3,protein,5949
S159,GRIP1,protein,23426
S159,FSCN2,protein,25794
S159,IFT172,protein,26160
S159,CNGA1,protein,1259
S159,COL2A1,protein,1280
S159,PQBP1,protein,10084
S159,PRPF6,protein,24148
S161,TBX1,protein,6899
S161,CDH13,protein,1012
S161,SHOX,protein,6473
S161,TMEM176B,protein,28959
S161,SHANK2,protein,22941
S161,ZNF446,protein,55663
S161,FTO,protein,79068
S161,MERTK,protein,10461
S161,ZZZ3,protein,26009
S161,RP2,protein,6102
S161,ACTG1,protein,71
S161,INS,protein,3630
S161,TMEM37,protein,140738
S161,HTRA1,protein,5654
S161,PAK6,protein,56924
S161,MTUS2,protein,23281
S161,RABL3,protein,285282
S161,TFRC,protein,7037
S161,IFT27,protein,11020
S161,F2,protein,2147
S161,MKKS,protein,8195
S161,ACP5,protein,54
S161,CAMK2A,protein,815
S161,MIR124-1,protein,406907
S161,RNASE1,protein,6035
S161,ADAMTS15,protein,170689
S161,UGT2B7,protein,7364
S161,MTX3,protein,345778
S161,ATAD2B,protein,54454
S161,TSHZ2,protein,128553
S161,SREBF1,protein,6720
S161,MPZL1,protein,9019
S161,DYNC1I1,protein,1780
S161,SETD2,protein,29072
S161,CNR1,protein,1268
S161,NPAP1,protein,23742
S161,ADNP,protein,23394
S161,IGLV2-14,protein,28815
S161,TTYH3,protein,80727
S161,HNF4G,protein,3174
S161,MDGA2,protein,161357
S161,CPXM2,protein,119587
S161,GUCY1A2,protein,2977
S161,CCDC80,protein,151887
S161,MSRA,protein,4482
S161,MIR34A,protein,407040
S161,IL6,protein,3569
S161,BMP5,protein,653
S161,PTGS2,protein,5743
S161,BDNF,protein,627
S161,AGMO,protein,392636
S161,DAPL1,protein,92196
S161,CACNA1S,protein,779
S161,ARRDC4,protein,91947
S161,SEC63P2,protein,100420287
S161,PTEN,protein,5728
S161,SH3BGRL3,protein,83442
S161,PLSCR4,protein,57088
S161,SIRT1,protein,23411
S161,CYB5A,protein,1528
S161,SEMA5A,protein,9037
S161,MAGEL2,protein,54551
S161,RBP3,protein,5949
S161,MOG,protein,4340
S161,SLC16A7,protein,9194
S161,DPYD,protein,1806
S161,TOPORS,protein,10210
S161,MT2A,protein,4502
S161,GIPR,protein,2696
S161,DCTN4,protein,51164
S161,ALDH6A1,protein,4329
S161,TNNI3K,protein,51086
S161,FNDC4,protein,64838
S161,PTPRE,protein,5791
S161,CES1,protein,1066
S161,ITPR3,protein,3710
S161,EP300,protein,2033
S161,FOXO3,protein,2309
S161,USH2A,protein,7399
S161,NPY1R,protein,4886
S161,CMYA5,protein,202333
S161,PTER,protein,9317
S161,RCN1,protein,5954
S161,HERC2,protein,8924
S161,CD83,protein,9308
S161,CPE,protein,1363
S161,TENM4,protein,26011
S161,RMST,protein,196475
S161,AKAP1,protein,8165
S161,SGCZ,protein,137868
S161,ABCA4,protein,24
S161,CACNA2D1,protein,781
S161,POMGNT1,protein,55624
S161,CD93,protein,22918
S161,NTN4,protein,59277
S161,SIPA1L1,protein,26037
S161,PYROXD2,protein,84795
S161,SDF2L1,protein,23753
S161,MSANTD3,protein,91283
S161,ETV5,protein,2119
S161,CPT1A,protein,1374
S161,RPTOR,protein,57521
S161,CASP1,protein,834
S161,LMNA,protein,4000
S161,TMEM229B,protein,161145
S161,SLC6A15,protein,55117
S161,GUCA1B,protein,2979
S161,NR2E3,protein,10002
S161,RP1,protein,6101
S161,ANGPTL4,protein,51129
S161,IGLL5,protein,100423062
S161,UMODL1,protein,89766
S161,TBX3,protein,6926
S161,AFF4,protein,27125
S161,CYCS,protein,54205
S161,HK2,protein,3099
S161,FAM89A,protein,375061
S161,IDO1,protein,3620
S161,TULP1,protein,7287
S161,LPL,protein,4023
S161,ARHGAP11A,protein,9824
S161,CRP,protein,1401
S161,IPW,protein,3653
S161,TMEM18,protein,129787
S161,NDNF,protein,79625
S161,ZEB2-AS1,protein,100303491
S161,TAX1BP3,protein,30851
S161,CIDEA,protein,1149
S161,MEGF8,protein,1954
S161,TIMP1,protein,7076
S161,NINJ1,protein,4814
S161,MVB12B,protein,89853
S161,EPSTI1,protein,94240
S161,MPEG1,protein,219972
S161,ERICH5,protein,203111
S161,ATP2B1,protein,490
S161,LZTFL1,protein,54585
S161,NOTCH4,protein,4855
S161,ERBB3,protein,2065
S161,PARP1,protein,142
S161,COL1A2,protein,1278
S161,PRPF6,protein,24148
S161,CCDC71L,protein,168455
S161,RLBP1,protein,6017
S161,MPHOSPH6,protein,10200
S161,MIR184,protein,406960
S161,TUB,protein,7275
S161,PNISR,protein,25957
S161,MC4R,protein,4160
S161,APOL1,protein,8542
S161,TAPBP,protein,6892
S161,SAG,protein,6295
S161,RHOC,protein,389
S161,PRELP,protein,5549
S161,OSMR,protein,9180
S161,ETV6,protein,2120
S161,DPCD,protein,25911
S161,ZDHHC20,protein,253832
S161,FSCN2,protein,25794
S161,TYROBP,protein,7305
S161,PRSS23,protein,11098
S161,CMTM3,protein,123920
S161,RN7SKP10,protein,100873873
S161,GALNT2,protein,2590
S161,C1QA,protein,712
S161,OLFM1,protein,10439
S161,PYY,protein,5697
S161,GALNT16,protein,57452
S161,RP9,protein,6100
S161,UCP1,protein,7350
S161,SLC8A1,protein,6546
S161,MAX,protein,4149
S161,ME1,protein,4199
S161,GHRL,protein,51738
S161,CLEC16A,protein,23274
S161,PRTFDC1,protein,56952
S161,OLFML2B,protein,25903
S161,KCTD12,protein,115207
S161,KMO,protein,8564
S161,SERPINE1,protein,5054
S161,ATPAF1,protein,64756
S161,OFD1,protein,8481
S161,RBPJ,protein,3516
S161,PDE6A,protein,5145
S161,FARS2,protein,10667
S161,KCTD15,protein,79047
S161,CRB1,protein,23418
S161,RICTOR,protein,253260
S161,CDH4,protein,1002
S161,UCP2,protein,7351
S161,KLKB1,protein,3818
S161,PNPLA6,protein,10908
S161,PTPN1,protein,5770
S161,DCC,protein,1630
S161,SPP1,protein,6696
S161,IGHA2,protein,3494
S161,TMEM132D,protein,121256
S161,CA4,protein,762
S161,ITPR1,protein,3708
S161,BICC1,protein,80114
S161,PPARG,protein,5468
S161,PRPF4,protein,9128
S161,PDSS1,protein,23590
S161,SIM1,protein,6492
S161,ICA1,protein,3382
S161,CA3,protein,761
S161,HTR2A,protein,3356
S161,ROM1,protein,6094
S161,TMEM119,protein,338773
S161,RAB23,protein,51715
S161,APC2,protein,10297
S161,PACS1,protein,55690
S161,CNGB1,protein,1258
S161,KIAA1671,protein,85379
S161,ANLN,protein,54443
S161,SLC6A6,protein,6533
S161,FPGT-TNNI3K,protein,100526835
S161,INTS6P1,protein,108348025
S161,UBE2F,protein,140739
S161,CARTPT,protein,9607
S161,PLIN1,protein,5346
S161,TBL2,protein,26608
S161,FGFR3,protein,2261
S161,LHFPL3,protein,375612
S161,CCDC33,protein,80125
S161,SLC38A3,protein,10991
S161,KCNV2,protein,169522
S161,POC5,protein,134359
S161,RGR,protein,5995
S161,DEFB128,protein,245939
S161,RBMX,protein,27316
S161,GRIN3A,protein,116443
S161,PDE6B,protein,5158
S161,LMCD1,protein,29995
S161,PDE6G,protein,5148
S161,PMCH,protein,5367
S161,XYLT1,protein,64131
S161,ZC3H11B,protein,643136
S161,KLHL21,protein,9903
S161,GPX1,protein,2876
S161,ICOS,protein,29851
S161,NR1I2,protein,8856
S161,NPBWR1,protein,2831
S161,BPESC1,protein,60467
S161,TBX5,protein,6910
S161,AGRP,protein,181
S161,ARG1,protein,383
S161,BRINP2,protein,57795
S161,BCDIN3D,protein,144233
S161,CCDC77,protein,84318
S161,IGF2,protein,3481
S161,CNTN5,protein,53942
S161,GFPT1,protein,2673
S161,SPRY2,protein,10253
S161,ELN,protein,2006
S161,BBS1,protein,582
S161,SOX6,protein,55553
S161,FAAH,protein,2166
S161,NUP188,protein,23511
S161,PDE4D,protein,5144
S161,ADCY9,protein,115
S161,TRIM32,protein,22954
S161,GNPDA2,protein,132789
S161,INPP5E,protein,56623
S161,FASN,protein,2194
S161,PFKFB3,protein,5209
S161,RPL15P3,protein,653232
S161,PPP1R12B,protein,4660
S161,IRS1,protein,3667
S161,CCR3,protein,1232
S161,SMIM20,protein,389203
S161,MKS1,protein,54903
S161,IMPDH1,protein,3614
S161,ADRB1,protein,153
S161,SLC22A23,protein,63027
S161,AHR,protein,196
S161,UQCRC2,protein,7385
S161,IFI16,protein,3428
S161,NPHP1,protein,4867
S161,ACMSD,protein,130013
S161,ADH1B,protein,125
S161,AQP7,protein,364
S161,ORMDL3,protein,94103
S161,HSPA5,protein,3309
S161,SEC16B,protein,89866
S161,CTSS,protein,1520
S161,INHBB,protein,3625
S161,PCK1,protein,5105
S161,SUCLG2,protein,8801
S161,BLK,protein,640
S161,OR7K1P,protein,81114
S161,ALPK1,protein,80216
S161,DMRT2,protein,10655
S161,SOD1,protein,6647
S161,RPAP3,protein,79657
S161,GNAS,protein,2778
S161,ADRB3,protein,155
S161,SLC22A1,protein,6580
S161,ANKDD1A,protein,348094
S161,LEPR,protein,3953
S161,PCSK1,protein,5122
S161,DCXR,protein,51181
S161,EFNB1,protein,1947
S161,SCNN1A,protein,6337
S161,ENPP1,protein,5167
S161,POMC,protein,5443
S161,UCP3,protein,7352
S161,RHO,protein,6010
S161,SERPINA12,protein,145264
S161,DBI,protein,1622
S161,SHMT1,protein,6470
S161,IFT140,protein,9742
S161,BBS9,protein,27241
S161,ID2,protein,3398
S161,PRPF8,protein,10594
S161,LDLR,protein,3949
S161,CADM2,protein,253559
S161,VSX1,protein,30813
S161,GPRC5B,protein,51704
S161,MPRIP,protein,23164
S161,TNF,protein,7124
S161,IL1B,protein,3553
S161,TRIM66,protein,9866
S161,CHRNA3,protein,1136
S161,CYP20A1,protein,57404
S161,MTRNR2L7,protein,100463512
S161,ALPK3,protein,57538
S161,ZFP64,protein,55734
S161,NEGR1,protein,257194
S161,PLIN3,protein,10226
S161,PLEKHS1,protein,79949
S161,CYP2E1,protein,1571
S161,APOL3,protein,80833
S161,HMGB2,protein,3148
S161,MATK,protein,4145
S161,TM7SF2,protein,7108
S161,C2CD4C,protein,126567
S161,MIR1305,protein,100302270
S161,GCG,protein,2641
S161,CS,protein,1431
S161,MIR4494,protein,100616478
S161,FGF21,protein,26291
S161,HEATR5B,protein,54497
S161,MC3R,protein,4159
S161,LBP,protein,3929
S161,ADRB2,protein,154
S161,IGSF9B,protein,22997
S161,MIR21,protein,406991
S161,ACADL,protein,33
S161,CPLX2,protein,10814
S161,TAGLN2,protein,8407
S161,TSEN34,protein,79042
S161,C1QTNF5,protein,114902
S161,NEIL1,protein,79661
S161,ESR1,protein,2099
S161,DNAJC15,protein,29103
S161,ITIH5,protein,80760
S161,CACNB2,protein,783
S161,DNAJC27,protein,51277
S161,TRIM67,protein,440730
S161,BRAF,protein,673
S161,NYAP2,protein,57624
S161,H6PD,protein,9563
S161,HSD11B1,protein,3290
S161,GABRA3,protein,2556
S161,GPX3,protein,2878
S161,NHLH2,protein,4808
S161,PCDH9,protein,5101
S161,KCNK15,protein,60598
S161,MIR3681,protein,100500884
S161,GTF2I,protein,2969
S161,HIRAP1,protein,100422545
S161,APOE,protein,348
S161,MMP9,protein,4318
S161,BCDIN3D-AS1,protein,100286844
S161,BEST1,protein,7439
S161,CPB2,protein,1361
S161,GPC6,protein,10082
S161,CCNL1,protein,57018
S161,SEMA3G,protein,56920
S161,WWOX,protein,51741
S161,MAP2K5,protein,5607
S161,ADCY3,protein,109
S161,DIO2,protein,1734
S161,NAP1L1,protein,4673
S161,ARHGEF3,protein,50650
S161,COL6A1,protein,1291
S161,PPM1L,protein,151742
S161,PRPF3,protein,9129
S161,NR0B2,protein,8431
S161,ACSM5,protein,54988
S161,IQSEC2,protein,23096
S161,EIF2B5,protein,8893
S161,RPGR,protein,6103
S161,TUBGCP6,protein,85378
S161,BLOC1S2,protein,282991
S161,TBCE,protein,6905
S161,NCAM2,protein,4685
S161,ARAP2,protein,116984
S161,SDC3,protein,9672
S161,ACADM,protein,34
S161,SIRT3,protein,23410
S161,HTR2C,protein,3358
S161,MIR4432,protein,100616473
S161,DAB2,protein,1601
S161,MAP4K4,protein,9448
S161,MTHFD1,protein,4522
S161,SLC15A3,protein,51296
S161,FOXE1,protein,2304
S161,MAF,protein,4094
S161,RPE65,protein,6121
S161,UBR5,protein,51366
S161,MYLK,protein,4638
S161,COL5A2,protein,1290
S161,CNGA1,protein,1259
S161,GTF2IRD1,protein,9569
S161,RFC2,protein,5982
S161,FLII,protein,2314
S161,BBS2,protein,583
S161,FTL,protein,2512
S161,NTRK2,protein,4915
S161,ADAM9,protein,8754
S161,SARS2,protein,54938
S161,CUL4B,protein,8450
S161,BCHE,protein,590
S161,UBE3A,protein,7337
S161,BDNF-AS,protein,497258
S161,GH1,protein,2688
S161,EMP3,protein,2014
S161,MIR5702,protein,100847053
S161,GPT2,protein,84706
S161,MYT1L,protein,23040
S161,AKT1,protein,207
S161,GLI2,protein,2736
S161,FBXL7,protein,23194
S161,ACACB,protein,32
S161,DEFB127,protein,140850
S161,ABO,protein,28
S161,HMGCLL1,protein,54511
S161,TANC1,protein,85461
S161,PRPH2,protein,5961
S161,VEGFA,protein,7422
S161,TTC28,protein,23331
S161,GNAT2,protein,2780
S161,AOAH,protein,313
S161,PHF6,protein,84295
S161,AKR1C2,protein,1646
S161,TPM3,protein,7170
S161,TWIST1,protein,7291
S161,TTC28-AS1,protein,284900
S161,LYVE1,protein,10894
S161,KCNMA1,protein,3778
S161,TFAP2B,protein,7021
S161,CD248,protein,57124
S161,PROM1,protein,8842
S161,BHLHE22,protein,27319
S161,LRAT,protein,9227
S161,PRM1,protein,5619
S161,CBX8,protein,57332
S161,SOD2,protein,6648
S161,ACSL1,protein,2180
S161,GPC5,protein,2262
S161,HMOX1,protein,3162
S161,EPS8L3,protein,79574
S161,ETFDH,protein,2110
S161,ALDH1L1,protein,10840
S161,HOXB-AS3,protein,404266
S161,DYNLRB2,protein,83657
S161,CTF1,protein,1489
S161,SLC4A1,protein,6521
S161,CYP19A1,protein,1588
S161,CTCFL,protein,140690
S161,PCSK2,protein,5126
S161,MKRN3,protein,7681
S161,TBC1D1,protein,23216
S161,COL4A1,protein,1282
S161,PDE3B,protein,5140
S161,IRS2,protein,8660
S161,HOXB5,protein,3215
S161,NRXN3,protein,9369
S161,DDIT3,protein,1649
S161,PCAT1,protein,100750225
S161,EML6,protein,400954
S161,FMOD,protein,2331
S161,MTNR1B,protein,4544
S161,LEP,protein,3952
S161,RAI1,protein,10743
S161,RABEP2,protein,79874
S161,ACKR4,protein,51554
S161,ECHS1,protein,1892
S161,YWHAQ,protein,10971
S161,LINGO2,protein,158038
S161,NR1I3,protein,9970
S161,ICAM1,protein,3383
S161,PRKAR1A,protein,5573
S161,MTCH2,protein,23788
S161,GNG7,protein,2788
S161,NPY5R,protein,4889
S161,IER5L,protein,389792
S161,ATP12A,protein,479
S161,PPARD,protein,5467
S161,CYP7A1,protein,1581
S161,NRL,protein,4901
S161,GCH1,protein,2643
S161,IFT172,protein,26160
S161,FFAR4,protein,338557
S161,ADAM12,protein,8038
S161,PLOD2,protein,5352
S161,PDLIM2,protein,64236
S161,SDCCAG8,protein,10806
S161,LIMK1,protein,3984
S161,LACTB,protein,114294
S161,BAZ1B,protein,9031
S161,BBS7,protein,55212
S161,PRKCH,protein,5583
S161,CLRN1,protein,7401
S161,ADIPOQ,protein,9370
S161,ACLY,protein,47
S161,SLC29A3,protein,55315
S161,NRIP1,protein,8204
S161,SH2B1,protein,25970
S161,RNASE6,protein,6039
S161,GPSM3,protein,63940
S161,ANO10,protein,55129
S161,PPARGC1B,protein,133522
S161,COX7C,protein,1350
S161,WDPCP,protein,51057
S161,VPS13B,protein,157680
S161,STS,protein,412
S161,IGFBP2,protein,3485
S161,DGKG,protein,1608
S161,LINC00290,protein,728081
S161,CSF1,protein,1435
S161,POM121L13P,protein,100874379
S161,C1QC,protein,714
S161,PCDH18,protein,54510
S161,NEK2,protein,4751
S161,HRH2,protein,3274
S161,PRPF31,protein,26121
S161,CEP72,protein,55722
S161,RND3,protein,390
S161,CYP26B1,protein,56603
S161,LINC00538,protein,100861504
S161,PPP1R1B,protein,84152
S161,SNRPN,protein,6638
S161,IDH3B,protein,3420
S161,BBS4,protein,585
S161,HS6ST3,protein,266722
S161,CLIP2,protein,7461
S161,VLDLR,protein,7436
S161,NAMPT,protein,10135
S161,ARL2BP,protein,23568
S161,ECI2,protein,10455
S161,NDN,protein,4692
S161,MRAP2,protein,112609
S161,TF,protein,7018
S161,CRX,protein,1406
S161,SNRNP200,protein,23020
S161,MLXIPL,protein,51085
S161,NQO1,protein,1728
S161,KIAA1217,protein,56243
S161,ADHFE1,protein,137872
S161,CEP170,protein,9859
S161,SLC6A14,protein,11254
S161,CTNNB1,protein,1499
S161,TRPV1,protein,7442
S161,TNFRSF1B,protein,7133
S161,EDN1,protein,1906
S161,IMPG2,protein,50939
S161,MROH5,protein,268816
S161,TGFBI,protein,7045
S161,GNB3,protein,2784
S161,WNT4,protein,54361
S161,SUCLA2,protein,8803
S161,PRKAR2B,protein,5577
S161,AUTS2,protein,26053
S161,NPC1,protein,4864
S161,PTGER4,protein,5734
S161,RB1CC1,protein,9821
S161,SAT1,protein,6303
S161,HADH,protein,3033
S161,AKR1C3,protein,8644
S161,OTUD1,protein,220213
S161,SIN3A,protein,25942
S161,GLUL,protein,2752
S161,PPARA,protein,5465
S161,BMP2,protein,650
S161,APP,protein,351
S161,HDAC4,protein,9759
S161,GAS7,protein,8522
S161,MAK,protein,4117
S161,ALDH1A3,protein,220
S162,KCNMA1,protein,3778
S162,CCK,protein,885
S162,FABP2,protein,2169
S162,MC3R,protein,4159
S162,ADRB3,protein,155
S162,LEPR,protein,3953
S162,MC4R,protein,4160
S162,ADIPOQ,protein,9370
S162,LPL,protein,4023
S162,BDNF,protein,627
S162,SIM1,protein,6492
S162,GHRL,protein,51738
S162,CEP19,protein,84984
S162,RETN,protein,56729
S162,PPARG,protein,5468
S162,INS,protein,3630
S162,HCRT,protein,3060
S162,CRP,protein,1401
S162,PYY,protein,5697
S162,GCG,protein,2641
S162,FTO,protein,79068
S162,LEP,protein,3952
S162,UCP3,protein,7352
S163,PHOX2B,protein,8929
S163,DCTN1,protein,1639
S163,ZNF202,protein,7753
S163,TLX3,protein,30012
S163,EVX1,protein,2128
S163,SNRPN,protein,6638
S163,MKRN3,protein,7681
S163,HERC2,protein,8924
S163,ASCL1,protein,429
S163,GPR4,protein,2828
S163,MARK3,protein,4140
S163,ASH1L,protein,55870
S163,EDN3,protein,1908
S163,DMD,protein,1756
S163,KCNK5,protein,8645
S163,EDNRB,protein,1910
S163,NPAP1,protein,23742
S163,IPW,protein,3653
S163,RET,protein,5979
S163,TH,protein,7054
S163,GDNF,protein,2668
S163,TRIM11,protein,81559
S163,NDN,protein,4692
S163,PMPCA,protein,23203
S163,MYO1H,protein,283446
S163,DBX1,protein,120237
S163,PHOX2A,protein,401
S163,TLX2,protein,3196
S163,MOGS,protein,7841
S163,MAGEL2,protein,54551
S163,BDNF,protein,627
S169,ITGAM,protein,3684
S169,CXCL2,protein,2920
S169,ADA,protein,100
S169,LBP,protein,3929
S169,IL10,protein,3586
S169,TMEM67,protein,91147
S169,IL6,protein,3569
S169,MUC16,protein,94025
S169,AQP1,protein,358
S169,TNF,protein,7124
S169,CCL2,protein,6347
S169,IL1B,protein,3553
S169,TLR2,protein,7097
S169,CRP,protein,1401
S169,ICAM1,protein,3383
S169,MPO,protein,4353
S169,B2M,protein,567
S169,F2,protein,2147
S169,MEFV,protein,4210
S169,ALB,protein,213
S169,CXCL8,protein,3576
S17,ETFA,protein,2108
S17,SLC7A7,protein,9056
S17,OPRM1,protein,4988
S17,TNFRSF10A,protein,8797
S17,IFNA2,protein,3440
S17,ABCB1,protein,5243
S17,TP53,protein,7157
S17,TNF,protein,7124
S17,ALDOB,protein,229
S17,LPL,protein,4023
S17,IFNG,protein,3458
S17,GLA,protein,2717
S17,ETFDH,protein,2110
S17,POMC,protein,5443
S17,HMBS,protein,3145
S17,FSHR,protein,2492
S17,ETFB,protein,2109
S17,PTEN,protein,5728
S17,GTF2IRD1,protein,9569
S17,RET,protein,5979
S17,PDGFRA,protein,5156
S17,IRF5,protein,3663
S17,ERAP1,protein,51752
S17,STAT4,protein,6775
S17,CPOX,protein,1371
S17,PMS2,protein,5395
S17,GALT,protein,2592
S17,WWOX,protein,51741
S17,NRTN,protein,4902
S17,SDHC,protein,6391
S17,RFC2,protein,5982
S17,TNXB,protein,7148
S17,CAV1,protein,857
S17,KIT,protein,3815
S17,MLH1,protein,4292
S17,ELN,protein,2006
S17,BCL10,protein,8915
S17,FAN1,protein,22909
S17,WT1,protein,7490
S17,GDNF,protein,2668
S17,BAZ1B,protein,9031
S17,MLH3,protein,27030
S17,PIK3CA,protein,5290
S17,CTNNB1,protein,1499
S17,C4A,protein,720
S17,PRTN3,protein,5657
S17,TGFBR2,protein,7048
S17,DNASE1L3,protein,1776
S17,IGH,protein,3492
S17,BRCA1,protein,672
S17,EWSR1,protein,2130
S17,GTF2I,protein,2969
S17,ITGB4,protein,3691
S17,LIMK1,protein,3984
S17,PAH,protein,5053
S17,HLA-DRB1,protein,3123
S17,KRAS,protein,3845
S17,DLEC1,protein,9940
S17,FOXP1,protein,27086
S17,ECE1,protein,1889
S17,AVPR2,protein,554
S17,MEFV,protein,4210
S17,EPCAM,protein,4072
S17,ITGA6,protein,3655
S17,EDN3,protein,1908
S17,SMARCB1,protein,6598
S17,CCR1,protein,1230
S17,HLA-DPB1,protein,3115
S17,PMS1,protein,5378
S17,ATP7A,protein,538
S17,IL12A,protein,3592
S17,MSH2,protein,4436
S17,FAS,protein,355
S17,CPT2,protein,1376
S17,PTPN22,protein,26191
S17,CTLA4,protein,1493
S17,AQP2,protein,359
S17,RNF6,protein,6049
S17,ACTG2,protein,72
S17,HLCS,protein,3141
S17,LIPA,protein,3988
S17,KLRC4,protein,8302
S17,SEMA3C,protein,10512
S17,MSH6,protein,2956
S17,CLIP2,protein,7461
S17,MYH11,protein,4629
S17,IL10,protein,3586
S17,IKZF1,protein,10320
S17,SDHB,protein,6390
S17,HLA-B,protein,3106
S17,BRAF,protein,673
S17,VHL,protein,7428
S17,BIRC3,protein,330
S17,MALT1,protein,10892
S17,CCR6,protein,1235
S17,TLR4,protein,7099
S17,SDHA,protein,6389
S17,TBL2,protein,26608
S17,EDNRB,protein,1910
S170,CYP3A4,protein,1576
S170,KRT8,protein,3856
S170,SLC17A5,protein,26503
S170,CYP2E1,protein,1571
S170,GPT,protein,2875
S170,KRT18,protein,3875
S170,PRKCSH,protein,5589
S170,INS,protein,3630
S170,F3,protein,2152
S170,CP,protein,1356
S170,FECH,protein,2235
S170,F2,protein,2147
S170,GANAB,protein,23193
S170,GGT1,protein,2678
S170,ABCB11,protein,8647
S170,MEG3,protein,55384
S170,DLAT,protein,1737
S170,FAH,protein,2184
S170,GOLM1,protein,51280
S170,FAS,protein,355
S170,IFNA1,protein,3439
S170,PNPLA3,protein,80339
S170,HGF,protein,3082
S170,ALB,protein,213
S170,NR1H4,protein,9971
S170,LEP,protein,3952
S170,PPARA,protein,5465
S170,SEC63,protein,11231
S170,ABCB7,protein,22
S170,HSD3B7,protein,80270
S170,ADIPOQ,protein,9370
S170,SEPSECS,protein,51091
S170,SERPINA1,protein,5265
S170,SLC25A13,protein,10165
S170,ADIPOR2,protein,79602
S170,HADHA,protein,3030
S170,ABCB4,protein,5244
S170,HFE,protein,3077
S170,TNF,protein,7124
S170,ATP8B1,protein,5205
S170,DDIT3,protein,1649
S170,TF,protein,7018
S170,AFP,protein,174
S172,RNASEH2A,protein,10535
S172,STXBP2,protein,6813
S172,SLC29A3,protein,55315
S172,IL2RA,protein,3559
S172,CLCN7,protein,1186
S172,GBE1,protein,2632
S172,COG2,protein,22796
S172,CSF3R,protein,1441
S172,CAV1,protein,857
S172,PEX2,protein,5828
S172,LBR,protein,3930
S172,HEXB,protein,3074
S172,LIPA,protein,3988
S172,LPL,protein,4023
S172,CA2,protein,760
S172,ABCA1,protein,19
S172,PSAP,protein,5660
S172,TNFSF11,protein,8600
S172,TALDO1,protein,6888
S172,TREX1,protein,11277
S172,STAT1,protein,6772
S172,IDUA,protein,3425
S177,CLDN14,protein,23562
S177,PRPH2,protein,5961
S177,ACY1,protein,95
S177,OSBPL2,protein,9885
S177,FGFR3,protein,2261
S177,PRPF8,protein,10594
S177,NRL,protein,4901
S177,CLIP2,protein,7461
S177,SOX10,protein,6663
S177,SAG,protein,6295
S177,SUCLA2,protein,8803
S177,ABCA4,protein,24
S177,LONP1,protein,9361
S177,DCDC2,protein,51473
S177,PRPS1,protein,5631
S177,S1PR2,protein,9294
S177,COL11A1,protein,1301
S177,CA4,protein,762
S177,TACO1,protein,51204
S177,LIMK1,protein,3984
S177,PNPLA6,protein,10908
S177,PDGFRB,protein,5159
S177,CRYM,protein,1428
S177,COL2A1,protein,1280
S177,PRPF31,protein,26121
S177,SNRNP200,protein,23020
S177,MYO15A,protein,51168
S177,GTF2I,protein,2969
S177,CLPP,protein,8192
S177,ROM1,protein,6094
S177,KCNQ4,protein,9132
S177,MAN2B1,protein,4125
S177,ERCC8,protein,1161
S177,LMNA,protein,4000
S177,NDUFS3,protein,4722
S177,SURF1,protein,6834
S177,VHL,protein,7428
S177,TULP1,protein,7287
S177,FASTKD2,protein,22868
S177,IGBP1,protein,3476
S177,NOG,protein,9241
S177,LRP5,protein,4041
S177,WHRN,protein,25861
S177,NDUFAF1,protein,51103
S177,EYA1,protein,2138
S177,SIX6,protein,4990
S177,COL4A3,protein,1285
S177,PCNT,protein,5116
S177,CRX,protein,1406
S177,KCNE1,protein,3753
S177,SLC29A3,protein,55315
S177,FLNA,protein,2316
S177,PEX1,protein,5189
S177,GJB3,protein,2707
S177,NDUFAF3,protein,25915
S177,FGF3,protein,2248
