node	type
H2AC13	gene
SETMAR	gene
SETX	gene
UBXN4	gene
SHH	gene
COG4	gene
TFCP2L1	gene
IFNE	gene
TRIP4	gene
SHD	gene
SENP7	gene
IER3IP1	gene
VPS8	gene
B4GALT3	gene
KLF1	gene
PRR5-ARHGAP8	gene
MRPL21	gene
ESYT1	gene
UGT1A9	gene
RAB11FIP3	gene
ZNF169	gene
ZSWIM3	gene
CCDC14	gene
DPEP3	gene
ZNF843	gene
TAF1A	gene
HMGN4	gene
KRT73	gene
MYH2	gene
LRRC39	gene
SNTG2	gene
GPR183	gene
NRXN3	gene
TMEM92	gene
DYDC1	gene
PTH2R	gene
GRHPR	gene
SLC22A4	gene
F2RL1	gene
INTS4	gene
PRKAB1	gene
CCDC80	gene
UTY	gene
RGS4	gene
POGK	gene
ERV3-1	gene
CORO2A	gene
PPFIA3	gene
UBXN10	gene
OXCT1	gene
KRT37	gene
MRPS16	gene
GLB1L2	gene
PNLDC1	gene
VPS29	gene
RAB6B	gene
TMEM50B	gene
SLC16A13	gene
WDR18	gene
ISCA1	gene
EIF3L	gene
SLC19A2	gene
HID1	gene
ACTL8	gene
ADK	gene
ABHD18	gene
TMEM220	gene
APOBEC1	gene
CDKL1	gene
CTAG2	gene
OTUD7B	gene
NSFL1C	gene
ZNF496	gene
RNF44	gene
EPHA10	gene
CDCP1	gene
IMMP1L	gene
CNFN	gene
ANKRD6	gene
SYT5	gene
DNAJC5	gene
CSNK1G3	gene
PTP4A3	gene
HBG1	gene
SLC52A1	gene
STX16	gene
DEPDC7	gene
MLST8	gene
PFKFB1	gene
BEGAIN	gene
HEATR3	gene
CELF2	gene
PMEPA1	gene
PYGB	gene
FAM156B	gene
AGL	gene
LUZP1	gene
MCEMP1	gene
BMP7	gene
DMC1	gene
RPP14	gene
SFMBT2	gene
CADM3	gene
VCX2	gene
ARPP21	gene
NFIL3	gene
HR	gene
DCUN1D2	gene
DCN	gene
PPFIA1	gene
LCE1C	gene
NDUFAF4	gene
DGAT1	gene
ITGA8	gene
KCNH7	gene
USP9Y	gene
PTK7	gene
SDR42E2	gene
HSFY1	gene
RNPC3	gene
ITGA6	gene
CCR5	gene
IDH3G	gene
DLX4	gene
C11orf49	gene
CHCHD10	gene
DNAH14	gene
CRYZL1	gene
NEK8	gene
SMTN	gene
CTNNBIP1	gene
TNFRSF4	gene
BBC3	gene
RMND1	gene
MANEAL	gene
RPAIN	gene
ANKRD24	gene
TMEM167B	gene
FBLN5	gene
CASC3	gene
INTS3	gene
GDF15	gene
RNF14	gene
MRPS15	gene
NECAP1	gene
EML2	gene
ABCF2	gene
TNIP3	gene
AKT3	gene
HLA-DQB1	gene
AURKAIP1	gene
OSBP	gene
ATP2B4	gene
FBXO11	gene
CENPK	gene
HPS6	gene
CYTH2	gene
DNER	gene
ASB15	gene
MARCHF6	gene
TXNDC15	gene
JKAMP	gene
PPP6C	gene
SEPTIN8	gene
ZNF92	gene
SDCBP2	gene
YAE1	gene
SHISA6	gene
ZNF74	gene
CABLES1	gene
C4BPB	gene
RFX1	gene
SPATA1	gene
CTDNEP1	gene
CA5B	gene
SFRP2	gene
YTHDF3	gene
CEMIP	gene
CCNG2	gene
CRYBB1	gene
RRP7A	gene
ANKRD13D	gene
FXYD6-FXYD2	gene
LINC00271	gene
SLC22A2	gene
KRT28	gene
CCDC196	gene
GLYCTK	gene
USP39	gene
SFTPA1	gene
LRRC58	gene
GAGE2B	gene
SCO1	gene
TMEM79	gene
PTPRU	gene
C4orf46	gene
TLE2	gene
TPBGL	gene
MAPK8IP3	gene
VPS26B	gene
NRDC	gene
ATP11B	gene
MEP1A	gene
NPY	gene
LOC399815	gene
MAP7	gene
LTV1	gene
LDB3	gene
ARL4A	gene
GABRA4	gene
DROSHA	gene
MFSD4B	gene
RIT2	gene
TPTEP1	gene
ACVRL1	gene
PTGER4	gene
CDPF1	gene
CRYBB2	gene
CPM	gene
AGGF1	gene
TMSB10	gene
NOM1	gene
KIAA0930	gene
OSBP2	gene
MSRA	gene
RFLNB	gene
SLC2A4	gene
EHD2	gene
SPZ1	gene
ANXA8L1	gene
NCOA6	gene
LSR	gene
PWWP3A	gene
PARP4	gene
SLC31A1	gene
GLI2	gene
ZIC2	gene
LHX8	gene
TMEM189-UBE2V1	gene
HLA-DRB1	gene
SULF2	gene
GRK1	gene
SFRP4	gene
HOXA9	gene
SSH2	gene
EFR3A	gene
SENP1	gene
FBXO42	gene
FKRP	gene
SLC25A51	gene
WT1-AS	gene
ZNF192P1	gene
SYNPO2L	gene
QARS1	gene
RALGAPB	gene
HPX	gene
FBXO27	gene
HGSNAT	gene
ATP5F1D	gene
ATP5F1E	gene
TSPAN6	gene
APOO	gene
ZC4H2	gene
RASGRP1	gene
CENPO	gene
CENPT	gene
SLC9A3	gene
BAG4	gene
PRDX5	gene
TIMM10B	gene
RTN4R	gene
TAGLN	gene
CCR7	gene
KIAA0100	gene
MIR130A	gene
CDK11A	gene
SFSWAP	gene
CAPN13	gene
ZBTB40	gene
MRPL53	gene
SIK3	gene
A2ML1	gene
CCDC190	gene
NDRG4	gene
ANAPC7	gene
RASSF3	gene
PHF21A	gene
GJB1	gene
GYS2	gene
MRPS34	gene
USP37	gene
PRKY	gene
HSPB3	gene
COX16	gene
OAT	gene
NUDT3	gene
ECH1	gene
TTC37	gene
DOK5	gene
NGEF	gene
CNTNAP3B	gene
PREP	gene
HECTD3	gene
TOPORS	gene
ATP2C1	gene
SPRR1B	gene
CCDC38	gene
PTPN5	gene
RCOR1	gene
IFRD2	gene
PROSER3	gene
SLC22A8	gene
HNRNPCL2	gene
MICALL2	gene
MCM4	gene
TRIM58	gene
H2BC13	gene
ACTRT2	gene
CD6	gene
NFE2L1	gene
DPH1	gene
KCNJ4	gene
BMP5	gene
CDX4	gene
OCM2	gene
ARG1	gene
CNKSR2	gene
TM4SF18	gene
POF1B	gene
RNF187	gene
CD151	gene
CDK2AP2	gene
IFI30	gene
MRS2	gene
APOOL	gene
CYBB	gene
CIP2A	gene
FLG	gene
CASP14	gene
RNF216	gene
TLDC2	gene
HELZ	gene
HOXA13	gene
MEIS3	gene
DDX21	gene
SH2D4B	gene
DPYSL3	gene
PFN1	gene
MBD1	gene
IL11	gene
TAF6	gene
CCPG1	gene
IGHG1	gene
SUSD3	gene
HDDC3	gene
TDP2	gene
INSIG1	gene
POR	gene
RCAN3	gene
CHRNA9	gene
SLC30A6	gene
C12orf4	gene
SSBP4	gene
NARF	gene
FERMT3	gene
IBTK	gene
TMEM161A	gene
DEFB103A	gene
SPANXN2	gene
AFP	gene
SOST	gene
PTGER1	gene
SMR3B	gene
IL24	gene
NDUFB10	gene
ZNF354C	gene
BCL2A1	gene
TFPI2	gene
GPM6A	gene
MAP4K2	gene
MCM3AP-AS1	gene
SLC45A4	gene
CYB5D2	gene
SIMC1	gene
RBM19	gene
TBX2	gene
IRS4	gene
TIMM23	gene
H2BC10	gene
CWC22	gene
LDLRAP1	gene
TCEAL1	gene
PEG3	gene
ERICH5	gene
CISD3	gene
MKRN1	gene
LACC1	gene
SH3D19	gene
RRP12	gene
DMTN	gene
TFF3	gene
REXO1L1P	gene
PPM1J	gene
MSI2	gene
ZNF264	gene
CBR3	gene
ZNF497	gene
CFAP300	gene
APOBEC3B	gene
CCNY	gene
KDM4C	gene
FCER1A	gene
IGHE	gene
ANAPC11	gene
POLDIP2	gene
GPC3	gene
LPL	gene
TM4SF1	gene
MAST4	gene
LAMB3	gene
PRM3	gene
MKX	gene
SF3B5	gene
PHF3	gene
TMA16	gene
TUBGCP4	gene
DUSP1	gene
ZNF25	gene
CPSF3	gene
MYO3B	gene
IGSF22	gene
COQ4	gene
TLR3	gene
P2RY2	gene
MYL1	gene
TBC1D10B	gene
CEP128	gene
KLHL26	gene
EIF4EBP1	gene
EIF4E1B	gene
UBALD2	gene
PADI3	gene
GDI1	gene
ASB4	gene
REEP5	gene
SOGA3	gene
NLN	gene
MAGEH1	gene
TSNAX	gene
PPP1R7	gene
OLA1	gene
DRG1	gene
CLDN1	gene
SEC61G	gene
HNF1B	gene
APOBEC3A_B	gene
SMTNL2	gene
MAGED1	gene
DMRT2	gene
CHFR	gene
RASAL2	gene
KCNMB1	gene
CEP68	gene
SAMD14	gene
ELP4	gene
ELP3	gene
PGP	gene
TYK2	gene
ALKBH4	gene
KRT74	gene
KRT26	gene
GABARAP	gene
PHLDB2	gene
MTX3	gene
FAM221B	gene
ADAM9	gene
PDZRN3	gene
SNORD52	gene
AVIL	gene
IGF1	gene
NBPF22P	gene
MRPL36	gene
MTRF1	gene
ALDH7A1	gene
C12orf10	gene
LINC01600	gene
ZNF816-ZNF321P	gene
STK32C	gene
KCNJ12	gene
FGD1	gene
SH3PXD2A	gene
DDX11L8	gene
ASPRV1	gene
ARAP1	gene
CDKN2AIPNL	gene
NAA35	gene
NOL9	gene
SERPING1	gene
CSTF3	gene
RAB3IL1	gene
PALB2	gene
SOX13	gene
ARID5B	gene
BICRA	gene
CRLS1	gene
ETFA	gene
PSKH2	gene
FLI1	gene
SEC11C	gene
RPGR	gene
KCNC1	gene
BARHL1	gene
NTF3	gene
ESCO1	gene
PTPRO	gene
CCDC172	gene
ITPKA	gene
ASF1B	gene
MCM3AP	gene
ADRA2C	gene
HYAL2	gene
MTMR2	gene
SLC2A4RG	gene
GLT8D2	gene
ATL1	gene
PRKD3	gene
FCGR1A	gene
ARF4	gene
RPL7L1	gene
MIRLET7C	gene
KATNAL1	gene
GCC2	gene
NWD1	gene
TIAM2	gene
RBM17	gene
APPL2	gene
GSC	gene
CFAP58	gene
SHOX	gene
RGP1	gene
CRYGC	gene
PDCL3	gene
BAZ1B	gene
CX3CL1	gene
KCND3	gene
KLHL32	gene
PCMTD2	gene
MYL4	gene
PYROXD2	gene
CCDC91	gene
BEX1	gene
PI4KB	gene
SNORD139	gene
RABEP2	gene
RFLNA	gene
WDR97	gene
ARL14EP	gene
APBA2	gene
FIGLA	gene
FOXD4L3	gene
ACAN	gene
SOX9	gene
RWDD2A	gene
NAB1	gene
TMF1	gene
KRT72	gene
WAPL	gene
PRMT2	gene
ND6	gene
ACAD8	gene
PEAK1	gene
CHMP4C	gene
N4BP3	gene
NAPSB	gene
ELP1	gene
KRTAP4-1	gene
LSM4	gene
IFNAR1	gene
SNAP47	gene
SUB1	gene
TNK1	gene
H2AP	gene
UCHL1	gene
SPATA7	gene
EBI3	gene
CELA3A	gene
ABT1	gene
IRF2BP1	gene
DEFA5	gene
HBEGF	gene
SMG8	gene
SNHG7	gene
ABCB9	gene
ATP11C	gene
COX2	gene
TMEM114	gene
ARID3A	gene
SH3TC1	gene
TRIM47	gene
ATP6V0E1	gene
CYBA	gene
NDP	gene
SLC38A2	gene
WFDC10B	gene
LY6D	gene
PIKFYVE	gene
EPSTI1	gene
TMEM242	gene
FBXO45	gene
RHOBTB2	gene
KCNA5	gene
KRT5	gene
CCR4	gene
SPATA5L1	gene
SLC39A14	gene
RFX4	gene
CCBE1	gene
TRABD	gene
CHP1	gene
TLX1NB	gene
SLC37A4	gene
SNX6	gene
SKOR2	gene
SFXN2	gene
XKR4	gene
TYROBP	gene
SIRPB1	gene
ALKAL1	gene
ZNF365	gene
TNFRSF11A	gene
HCFC1R1	gene
ODAM	gene
BANF1	gene
CARMIL1	gene
EVA1B	gene
TBC1D10A	gene
INPP5B	gene
WDR41	gene
C9orf72	gene
ERGIC2	gene
ARHGAP12	gene
PDZD11	gene
RITA1	gene
UPF3A	gene
MTRES1	gene
GRAMD1C	gene
ACY1	gene
TRAPPC10	gene
TRAPPC9	gene
PRR14	gene
LHFPL4	gene
OCRL	gene
RBM4B	gene
PCDH19	gene
NAP1L2	gene
SLC19A1	gene
LGR6	gene
PARP3	gene
H2AC1	gene
ZFAS1	gene
AKAP10	gene
ALDH1A1	gene
IL21	gene
RINL	gene
PJA1	gene
DOCK5	gene
PVALB	gene
UTP15	gene
PIK3CB	gene
CRYM	gene
STYK1	gene
RGS7BP	gene
RSBN1	gene
BIN2	gene
GIMAP5	gene
TYRO3	gene
VWC2L	gene
DCAKD	gene
MYL12B	gene
NSMF	gene
NDUFAF5	gene
MTHFSD	gene
SMA4	gene
WFS1	gene
KCNA3	gene
B4GALT5	gene
TRIM4	gene
GCLM	gene
CASP7	gene
RAB19	gene
PRRC2B	gene
GIMAP1	gene
HRNR	gene
PPP3R2	gene
NGF	gene
SORCS3	gene
RBM38	gene
REEP2	gene
RASSF10	gene
TMEM187	gene
EXD2	gene
GID8	gene
NT5DC3	gene
RGPD5	gene
TUT4	gene
RHOJ	gene
BUB1B-PAK6	gene
LCE5A	gene
PPP1R11	gene
FAM91A1	gene
TM7SF3	gene
MTAP	gene
FBXO15	gene
PARVG	gene
DPPA4	gene
FGR	gene
CD1D	gene
TRAV12-3	gene
DKK4	gene
GPRC5D	gene
HS3ST2	gene
LSM7	gene
PIGS	gene
LRRC40	gene
COL11A2	gene
CCL18	gene
RCSD1	gene
JADE2	gene
ROBO1	gene
CRNKL1	gene
ZFAT	gene
NEUROG1	gene
SERPIND1	gene
CORO2B	gene
RAP1BL	gene
CHRAC1	gene
BSN	gene
FOXO4	gene
HTR6	gene
RFTN2	gene
PPIH	gene
CENPJ	gene
CRTC3	gene
AMMECR1L	gene
LSM14B	gene
CLUL1	gene
BAGE4	gene
SEMA4A	gene
STK33	gene
ARMC12	gene
PIP4K2B	gene
CCDC174	gene
PRKACG	gene
PDLIM1	gene
SLC44A3	gene
TTBK1	gene
IGKC	gene
ACP1	gene
TMED3	gene
THAP2	gene
DNAJB8	gene
MTMR1	gene
CELF5	gene
KLHL34	gene
ZNF292	gene
CC2D2A	gene
ARHGDIB	gene
EEF1E1	gene
ZC3H7B	gene
UBXN6	gene
PLAT	gene
KDM2B	gene
ZNF106	gene
LIG1	gene
NFU1	gene
ELL3	gene
TNS4	gene
TUBB2A	gene
ARL8A	gene
SNCAIP	gene
ZNF100	gene
VPS18	gene
MSANTD4	gene
CTRC	gene
CABP5	gene
SP5	gene
CNTN1	gene
PI4K2B	gene
BLNK	gene
TK2	gene
KDELR2	gene
MED20	gene
REXO1	gene
IL3RA	gene
WDR78	gene
ANKRD13A	gene
OPCML	gene
METTL25	gene
KRTAP9-6	gene
NCBP2	gene
CALB1	gene
QPRT	gene
RFPL3	gene
AVP	gene
TXNDC17	gene
NAT14	gene
CHRNA1	gene
ITGA7	gene
POLR3F	gene
GALNT6	gene
LRRC29	gene
ATG2A	gene
ERAP1	gene
ANO2	gene
H1-3	gene
SERF1B	gene
EPYC	gene
PLCG2	gene
TGM5	gene
YPEL5	gene
POLE4	gene
GPAM	gene
SNORD35A	gene
PREPL	gene
RORB	gene
LAX1	gene
ZNF143	gene
ZFP36L2	gene
EPHA5	gene
MFSD14A	gene
LCE1E	gene
APOL3	gene
PLXNA3	gene
C4BPA	gene
AUTS2	gene
SHE	gene
FAM230I	gene
XPO5	gene
NCR3LG1	gene
DPEP1	gene
FKBP3	gene
BLOC1S6	gene
B9D1	gene
HSPBP1	gene
METTL21A	gene
MSR1	gene
FUT3	gene
FABP3	gene
MYO7B	gene
CDHR5	gene
NR2F1	gene
KIAA0513	gene
PACSIN2	gene
BARHL2	gene
TMEM223	gene
GPR182	gene
TMEM101	gene
ICAM4	gene
DNAAF3	gene
FAIM2	gene
CTRL	gene
ABCA3	gene
TNNI3	gene
GRB14	gene
TCN2	gene
WDR62	gene
RRAS	gene
SESN2	gene
ODF3B	gene
BTNL2	gene
UBAC2	gene
TAS2R5	gene
MAJIN	gene
ATF7	gene
ZNF429	gene
SNX12	gene
WBP2NL	gene
OAS3	gene
GPSM1	gene
PC	gene
ZNF607	gene
IFIT5	gene
LYST	gene
VTA1	gene
HAND2	gene
PHACTR4	gene
PPP4R2	gene
ULBP1	gene
SH3PXD2B	gene
RFXAP	gene
SLC44A5	gene
C11orf68	gene
FAM118B	gene
CDK13	gene
TNNT3	gene
RFC5	gene
LIMD1	gene
KIZ	gene
RTN1	gene
PMM2	gene
MCTS1	gene
BOK	gene
PHKG2	gene
MC3R	gene
NDUFA10	gene
KLK4	gene
OR2B2	gene
KCTD7	gene
FBXL19	gene
OSBPL5	gene
LOC108348023	gene
AGAP2	gene
CYTIP	gene
FBXL17	gene
ARHGEF19	gene
EDA2R	gene
SOCS6	gene
MYLK2	gene
FIGNL1	gene
APCS	gene
MAB21L2	gene
PDIA5	gene
HLA-V	gene
TRIM9	gene
DTX3L	gene
MUTYH	gene
CROCCP2	gene
THEM5	gene
TMEM94	gene
HSPB7	gene
STK26	gene
SCRN2	gene
THEG	gene
ZNF804B	gene
CNTNAP3	gene
PSMG4	gene
SIRT4	gene
FOXD4L1	gene
NPRL3	gene
THAP5	gene
MSX1	gene
GLRA2	gene
SH3BGRL3	gene
RAB4B	gene
TBL2	gene
HCG27	gene
VOPP1	gene
MARK4	gene
TAS2R40	gene
CD19	gene
CHCHD4	gene
KIF18B	gene
OTC	gene
HARS2	gene
ARHGAP32	gene
CIRBP-AS1	gene
WIF1	gene
LILRB1	gene
PIP4P1	gene
CCL28	gene
PHKG1	gene
GP6	gene
PRDM11	gene
ZFR	gene
CERKL	gene
APH1A	gene
YKT6	gene
LINC01565	gene
NUP188	gene
BST2	gene
AGTR2	gene
KLF3	gene
GZMK	gene
IL33	gene
BROX	gene
MSL3	gene
FNDC4	gene
GLIS1	gene
SNHG28	gene
SCFD2	gene
CT55	gene
BBS4	gene
RAB3IP	gene
NOS1	gene
CAND2	gene
PLCL1	gene
ZNFX1	gene
RFFL	gene
SMYD5	gene
CXCL14	gene
IFNA21	gene
BCL9L	gene
CHRM5	gene
TOX2	gene
VIT	gene
RIPK3	gene
VPS9D1	gene
SNRNP25	gene
SULT4A1	gene
CETN3	gene
LRP2BP	gene
UPP1	gene
ANXA3	gene
STXBP2	gene
ELK3	gene
MR1	gene
TMEM192	gene
CTPS1	gene
ABHD2	gene
PIMREG	gene
C11orf87	gene
C1GALT1	gene
SEC61A2	gene
RGS10	gene
DET1	gene
FRA10AC1	gene
VTRNA1-1	gene
CLSTN2	gene
THAP3	gene
RBM12	gene
ZNF641	gene
ZC3H15	gene
ZNF140	gene
DPP4	gene
LYG1	gene
PCGF2	gene
MMS22L	gene
NOVA2	gene
SPA17	gene
CXorf51B	gene
ZMYM3	gene
SYNJ1	gene
SLIRP	gene
IL16	gene
PLEKHG3	gene
MIRLET7B	gene
TCF7L1	gene
ACSL4	gene
WDR7	gene
CCDC110	gene
RAB11FIP5	gene
E2F2	gene
PIK3R6	gene
MTA3	gene
NFIA	gene
NFIB	gene
RAB3D	gene
CCDC124	gene
SPN	gene
INS-IGF2	gene
ARHGEF40	gene
HSPB6	gene
NCOA7	gene
LRRC6	gene
RNF222	gene
SPAG16	gene
PCDHAC1	gene
PDRG1	gene
FAM66B	gene
MRPL49	gene
MEN1	gene
SHKBP1	gene
GABBR2	gene
KCTD12	gene
VSIR	gene
EFCAB6	gene
TADA2B	gene
SLC35E4	gene
SLC6A20	gene
PDE3A	gene
TARBP2	gene
TRAPPC2B	gene
PPP1R14B	gene
FRMD8	gene
AP3B1	gene
PLTP	gene
SEL1L3	gene
MTFP1	gene
ENDOD1	gene
PEX13	gene
SELENOH	gene
LCP1	gene
C16orf74	gene
TMEM8A	gene
WDR13	gene
RAB6C	gene
UPK3BL1	gene
DCAF4L2	gene
NCKAP5L	gene
PGPEP1	gene
EME1	gene
B4GALNT1	gene
LZIC	gene
SCAMP2	gene
GNB1L	gene
GSTO1	gene
AK5	gene
ZDHHC1	gene
CFAP410	gene
CYTH4	gene
RCVRN	gene
SCRN3	gene
POLR3C	gene
PRF1	gene
MFN2	gene
IL12B	gene
SLC26A8	gene
EGFLAM	gene
ERLIN2	gene
MBNL2	gene
PISD	gene
SBF1	gene
AREL1	gene
NECAP2	gene
AUNIP	gene
ADGRG2	gene
ATP6V1C2	gene
ST5	gene
GRASP	gene
VTI1A	gene
MTHFR	gene
ZSCAN31	gene
ADSL	gene
FABP4	gene
RASA3	gene
PSG2	gene
COG5	gene
VPS39	gene
SIGIRR	gene
TTLL10	gene
CALHM6	gene
DRAM1	gene
LRRN3	gene
DLGAP5	gene
BORA	gene
TXNDC16	gene
COBLL1	gene
SNHG32	gene
OSTF1	gene
INF2	gene
SLITRK1	gene
CITED1	gene
ILKAP	gene
GDF2	gene
TRIB2	gene
CXorf66	gene
SARS2	gene
RXRG	gene
ABHD11-AS1	gene
PPP1R2C	gene
KCNH1	gene
STEAP3	gene
RELN	gene
QKI	gene
ANKRD27	gene
ADCY4	gene
C11orf16	gene
DYNLRB1	gene
PNPLA2	gene
ST20-AS1	gene
MCM5	gene
ICOSLG	gene
PYCR3	gene
MRNIP	gene
UNC93A	gene
HABP4	gene
AZIN1	gene
SLC16A14	gene
SPAG4	gene
ACADM	gene
SCRN1	gene
POPDC3	gene
EDC3	gene
PNMA3	gene
CEP85L	gene
GMIP	gene
KLHL7	gene
NAIP	gene
KIF2C	gene
PAX7	gene
ZCCHC4	gene
PRICKLE2	gene
FOXL2NB	gene
RNF121	gene
FGFR1OP2	gene
SNORD74	gene
SLC2A13	gene
LRRC46	gene
CHORDC1	gene
MYADML2	gene
MIR1-1HG	gene
SYTL1	gene
DLGAP2	gene
ZNF335	gene
CYB561D1	gene
SSTR5	gene
FLRT2	gene
CCDC61	gene
G6PD	gene
SELENOP	gene
EXOSC1	gene
KIF17	gene
PLXNB3	gene
SLAIN1	gene
ANPEP	gene
CXCL11	gene
DHH	gene
STK38L	gene
PAFAH1B2	gene
TBC1D3B	gene
PGR	gene
ALDH2	gene
ZYG11A	gene
GPR37	gene
TTYH1	gene
MACO1	gene
GRM5	gene
CSH1	gene
OR51B2	gene
CATSPER4	gene
AMER2	gene
BORCS7	gene
KIR2DL3	gene
SELENOV	gene
TCTN1	gene
ACP5	gene
HBD	gene
MPLKIP	gene
RAB4B-EGLN2	gene
SYT2	gene
ERC2	gene
MIIP	gene
SLC34A2	gene
KIAA1522	gene
PPP2R5C	gene
B3GALT6	gene
TBCB	gene
TMEM11	gene
CIR1	gene
FNDC8	gene
MBLAC1	gene
AGAP1	gene
ROS1	gene
VMA21	gene
AFF1	gene
DNMT3L	gene
ZSCAN25	gene
DNASE1L3	gene
CGA	gene
CGB7	gene
CCDC121	gene
AURKC	gene
SIPA1L2	gene
FBXO46	gene
COQ7	gene
MED27	gene
AKAP11	gene
CHDH	gene
C9orf40	gene
AIM2	gene
ACOT9	gene
KCNAB2	gene
SALL3	gene
CST2	gene
DEPDC1	gene
PODN	gene
BCAS3	gene
CELF3	gene
SIPA1	gene
HOXA7	gene
SPATS2	gene
TTC30A	gene
PRPH	gene
SH3BP5	gene
CAPNS2	gene
ZNF33B	gene
CEP164	gene
INVS	gene
CXCL3	gene
SPHK2	gene
PTPRT	gene
ASTE1	gene
PRMT7	gene
KCNJ15	gene
LAMC1	gene
GTF2H2	gene
TGIF2LY	gene
PLD1	gene
TNFRSF19	gene
TLNRD1	gene
C7	gene
PTH1R	gene
HOXD8	gene
IL12RB2	gene
SARDH	gene
IRF2BPL	gene
NADK2	gene
OR7D4	gene
DAW1	gene
SP8	gene
CACNA2D1	gene
PRSS33	gene
FERD3L	gene
FCN1	gene
SUSD5	gene
PTPRM	gene
LOC110384692	gene
EIF5A	gene
IFT27	gene
CHTF18	gene
NUDT22	gene
PRTFDC1	gene
C5	gene
OSCP1	gene
PAX9	gene
GLRA3	gene
ESYT2	gene
TRPC4AP	gene
SMOX	gene
ARHGEF11	gene
CENPS-CORT	gene
ADRA1B	gene
DNAJC10	gene
APLP1	gene
GBX2	gene
ORC1	gene
NUP37	gene
SLC30A7	gene
RPL37	gene
OXNAD1	gene
CACNA1A	gene
MPEG1	gene
ARL14	gene
MTX2	gene
TMEM52	gene
ERP44	gene
FMO3	gene
SGSM3	gene
KLK8	gene
FXYD1	gene
PAPOLG	gene
KCNE2	gene
PPP1R16B	gene
H2BC17	gene
RDH11	gene
ERAL1	gene
VAMP7	gene
MORN4	gene
SMUG1	gene
FNDC11	gene
BBS12	gene
ZBTB8OS	gene
FRG1BP	gene
DISP2	gene
RUNX3	gene
CFAP20	gene
KATNA1	gene
CCDC42	gene
NLRP12	gene
BMP8B	gene
C11orf24	gene
ELP6	gene
CCR9	gene
KDELR1	gene
FGF13	gene
SCN2A	gene
GPR52	gene
TDRD7	gene
GABPB2	gene
TBC1D30	gene
PSME4	gene
AOC3	gene
CNPPD1	gene
COX7B	gene
AP1S1	gene
AP1G2	gene
ALS2	gene
CEACAM7	gene
CEACAM6	gene
RABL6	gene
CACNG1	gene
ZC2HC1B	gene
NDUFAB1	gene
IL20RB	gene
TRPM3	gene
TGM7	gene
PJA2	gene
ZNF521	gene
ADAM22	gene
PHF7	gene
EMC1	gene
ADCK5	gene
BRPF1	gene
EFCAB12	gene
AKTIP	gene
PSG4	gene
MARCHF4	gene
DTNA	gene
CACNA1E	gene
CCDC83	gene
TRIM48	gene
LRRC7	gene
CSF1	gene
PLEKHF1	gene
RNF169	gene
ZBTB12	gene
MNS1	gene
INO80D	gene
GPR89B	gene
ZMAT3	gene
DYNC1I2	gene
CDH10	gene
HIVEP2	gene
SP140	gene
CFH	gene
GNGT1	gene
MAGEA4	gene
EFNA4	gene
PRMT8	gene
SSTR2	gene
NCCRP1	gene
EREG	gene
DIRAS2	gene
ATRN	gene
LIMCH1	gene
BPY2B	gene
CCL22	gene
RPE	gene
FLJ44635	gene
TRAPPC1	gene
PRLHR	gene
GRIP2	gene
MIR22HG	gene
MYH14	gene
TAF5L	gene
ANOS1	gene
OR2L13	gene
TRUB1	gene
FAM166B	gene
PUS7	gene
THUMPD1	gene
C1orf52	gene
MAGEA12	gene
ICMT	gene
POC1B	gene
CIDEA	gene
CIDEC	gene
GNG10	gene
IL31RA	gene
PANK3	gene
ARL4C	gene
ISOC1	gene
RPL41	gene
ALX4	gene
MEGF10	gene
MRC1	gene
MOXD1	gene
ZNF670	gene
MAN1A2	gene
TMEM98	gene
USP17L2	gene
INHBA	gene
NEK1	gene
ZNF784	gene
TATDN2	gene
RHO	gene
RFX7	gene
GLUL	gene
SLCO4A1	gene
PPIL6	gene
PORCN	gene
ALDH18A1	gene
RHPN2	gene
MRPL54	gene
RPL18AP3	gene
CCDC24	gene
IGHM	gene
WWC2	gene
RHPN1	gene
PER3	gene
GPR19	gene
TSPEAR	gene
CLOCK	gene
TMEM259	gene
PCDHGA9	gene
SLC22A23	gene
THAP9	gene
IFT52	gene
TMEM263	gene
RDX	gene
PROM1	gene
A4GNT	gene
CCAR1	gene
XKR5	gene
S100A11	gene
KLK10	gene
EMC9	gene
PCDH18	gene
GRM1	gene
HMGCS1	gene
ECHDC2	gene
ATP2B3	gene
TMEM245	gene
SYT15	gene
G3BP2	gene
ZRSR2P1	gene
SCEL	gene
FAM214B	gene
QDPR	gene
ITPK1	gene
TRAC	gene
SAMSN1	gene
TENM3	gene
CDRT4	gene
ARFGEF3	gene
CEP19	gene
CHRNG	gene
SAMD11	gene
CISD1	gene
RAB41	gene
LYSMD2	gene
LCN9	gene
PPP1R35	gene
FGF9	gene
MMRN1	gene
CACHD1	gene
DIO2	gene
INTS9	gene
TRMT44	gene
HNRNPH3	gene
PCDHB12	gene
ZMYND11	gene
KDM3B	gene
CAPN15	gene
MOCS1	gene
JAM3	gene
GNAT2	gene
GRAP	gene
SUPV3L1	gene
GDF11	gene
CEP57	gene
ITPR1	gene
IL22RA2	gene
FAM114A2	gene
CCT6B	gene
OXSM	gene
ATRAID	gene
CALCA	gene
RBMS1	gene
TET2	gene
CASP12	gene
AFF4	gene
HACD3	gene
PHLPP1	gene
CRAT	gene
EXOSC3	gene
PCLAF	gene
HOXD4	gene
ASB8	gene
OTULINL	gene
