node	type
TP53TG5	gene
PDK2	gene
SYT12	gene
CLASP2	gene
FAM204A	gene
SMYD1	gene
UHMK1	gene
GALNT2	gene
PIDD1	gene
ACTG1	gene
DCDC2	gene
TRIM40	gene
TTC31	gene
IPO7	gene
FZD10	gene
CSNK1G2	gene
RUNDC3B	gene
CEP131	gene
ABCA1	gene
DLG3	gene
KDM5C	gene
H3C13	gene
ANKRD50	gene
CPSF1	gene
HSDL2	gene
CYREN	gene
FGL1	gene
DNPH1	gene
UBR1	gene
ARCN1	gene
LOC108281161	gene
STXBP1	gene
STX11	gene
FMO5	gene
ZSCAN9	gene
DRC3	gene
SUPT20H	gene
MASTL	gene
UBE4A	gene
LRRTM1	gene
JCHAIN	gene
RHOBTB1	gene
SEC61B	gene
ARL6	gene
MGME1	gene
CNOT2	gene
SS18	gene
TP53INP1	gene
KXD1	gene
DEPTOR	gene
MORF4L1	gene
TGOLN2	gene
ACBD3	gene
PPP1R15B	gene
MBIP	gene
RNF114	gene
RTF2	gene
FUCA1	gene
SUMF1	gene
CEP162	gene
AFDN	gene
NRXN1	gene
DLK2	gene
SRGAP3	gene
CNRIP1	gene
C20orf203	gene
JMJD8	gene
CASKIN2	gene
NEO1	gene
RGMB	gene
CCM2	gene
CIZ1	gene
KLHL22	gene
HSPA2	gene
SCGB2A2	gene
HOMER2	gene
ZMYM4	gene
CLTC	gene
CALD1	gene
EEF1A1	gene
TMEM258	gene
PTPN13	gene
RDH12	gene
TOMM20	gene
LAGE3	gene
FNDC3A	gene
DSG2	gene
SFXN1	gene
CANX	gene
MALSU1	gene
SAFB	gene
SMU1	gene
MT2A	gene
RCHY1	gene
LUC7L2	gene
EAF1	gene
PSMD4	gene
GLI3	gene
ADGRG6	gene
GPR108	gene
KRTAP15-1	gene
RNF208	gene
NCDN	gene
CRYZ	gene
LAMP1	gene
SDAD1	gene
ITPKB	gene
MRPL40	gene
NIPAL4	gene
ZNF417	gene
ZNF460	gene
PAIP1	gene
ASRGL1	gene
C3AR1	gene
VEZT	gene
USP20	gene
CLSPN	gene
ATP9A	gene
VKORC1L1	gene
SLC39A12	gene
WHAMMP3	gene
UQCC1	gene
PSMA6	gene
ERLIN1	gene
SLC5A4	gene
GPR25	gene
BEST2	gene
STX8	gene
EVI5	gene
DNAJC18	gene
ADGRG5	gene
LCOR	gene
MRE11	gene
HSD17B14	gene
FAM83B	gene
MAD2L2	gene
NUP93	gene
CENPN	gene
GORASP1	gene
TRAP1	gene
PPP4R3B	gene
MYO1E	gene
TPM2	gene
MRPL34	gene
YPEL3	gene
NR2E3	gene
KANSL2	gene
PKN1	gene
CHRNA2	gene
CDC42BPA	gene
MIEF1	gene
MAGI2	gene
TMEM243	gene
RANBP10	gene
BTBD2	gene
SPDYE4	gene
MYLK4	gene
SP140L	gene
PRRC2A	gene
MED11	gene
HERPUD1	gene
TIMM13	gene
RRAGA	gene
RRAGD	gene
H4C13	gene
H3C14	gene
KBTBD6	gene
RPS19BP1	gene
SMARCE1	gene
ATP6V0B	gene
GPR42	gene
SLC6A15	gene
KLHL36	gene
RAG1	gene
ACOT11	gene
TEKT2	gene
DYRK2	gene
LIPE	gene
PLIN5	gene
SPRED2	gene
DPPA2	gene
WFDC10A	gene
FAM13B	gene
MAPK7	gene
SRP54	gene
XRCC4	gene
TGFA	gene
THSD7B	gene
LMTK2	gene
KRT86	gene
GSE1	gene
NDUFA7	gene
NDUFB11	gene
GOLGA7B	gene
SLC7A11	gene
TRIM45	gene
ETV6	gene
RAB11B	gene
NECAB2	gene
HLA-E	gene
GALNT12	gene
PSD	gene
HEXD	gene
XAGE2	gene
EMD	gene
SLC39A2	gene
GUK1	gene
FLII	gene
TGFB2	gene
VTN	gene
ADA	gene
H2AZ2	gene
SNRPN	gene
HTATSF1	gene
ISG20	gene
FRS2	gene
YJU2	gene
CCNH	gene
BAG5	gene
SMIM40	gene
FKTN	gene
B4GAT1	gene
MRPL11	gene
CDA	gene
FOXN1	gene
ATP6V1B1	gene
SNX9	gene
ELF2	gene
SOX1	gene
CHUK	gene
APOL1	gene
CSH2	gene
ATN1	gene
DMRT3	gene
CLASRP	gene
PYGM	gene
PPP1R3B	gene
TRAT1	gene
MSX2	gene
ZC3H10	gene
DNAAF5	gene
TSC22D4	gene
PRADC1	gene
DUPD1	gene
DCP1A	gene
MRPL45	gene
SF3B3	gene
FBXW11	gene
IFITM3	gene
TRAPPC12	gene
TRAPPC13	gene
OTX2	gene
M1AP	gene
CUL5	gene
METAP2	gene
IGFBP1	gene
ZBTB10	gene
LCE4A	gene
ANXA1	gene
C17orf64	gene
TRPM5	gene
DNA2	gene
RPA3	gene
CTNNA1	gene
TMEM14A	gene
BRD1	gene
LYN	gene
PECAM1	gene
PCCA	gene
IP6K3	gene
KHK	gene
ACTR6	gene
ISG20L2	gene
TOMM40	gene
NUMB	gene
KIAA1143	gene
TNFSF14	gene
TNF	gene
VPS11	gene
VPS16	gene
NFATC2IP	gene
MYLK	gene
PAK2	gene
GCNT3	gene
MED4	gene
KCNJ8	gene
ARFRP1	gene
RNASEK	gene
UTP14C	gene
NONO	gene
NDN	gene
OCLN	gene
LSM3	gene
MCM7	gene
GINS2	gene
DMRTB1	gene
AK8	gene
PEX12	gene
SRGN	gene
KRTAP26-1	gene
KRTAP4-7	gene
LSM6	gene
PGA4	gene
LDHA	gene
C2orf42	gene
HOMEZ	gene
B2M	gene
MEX3A	gene
FUS	gene
FAM161B	gene
ESF1	gene
GMCL1	gene
GAGE12E	gene
LPAR6	gene
RBBP5	gene
PEG10	gene
VPS33A	gene
IK	gene
NKAP	gene
NMU	gene
H2BC9	gene
UTP3	gene
COPS2	gene
LRR1	gene
IGFN1	gene
PTPN14	gene
IFT22	gene
IFT74	gene
SMG1	gene
LIG4	gene
COMMD1	gene
CPSF2	gene
GTF3C6	gene
NGFR	gene
TRAF3	gene
ARHGAP21	gene
MED14	gene
DCTN6	gene
TOR1A	gene
SYVN1	gene
APOD	gene
UGCG	gene
VAMP4	gene
AP1S3	gene
FAF1	gene
SERPINI1	gene
DEDD	gene
NUP98	gene
NXT1	gene
BLOC1S5	gene
TNP1	gene
LOXL2	gene
UBN1	gene
TPM3	gene
HSCB	gene
PRKAA2	gene
MIRLET7D	gene
RASSF8	gene
ZNF639	gene
GLMN	gene
KLHDC10	gene
TNS2	gene
SENP8	gene
ZBTB5	gene
METTL5	gene
INPP5K	gene
PKMYT1	gene
MIA3	gene
CTAGE15	gene
FAM177A1	gene
DNMT3B	gene
GFER	gene
TUBB	gene
RRAGC	gene
CRP	gene
PTPRS	gene
YTHDF2	gene
INTS6	gene
NOC2L	gene
KCNB1	gene
GLIS2	gene
ZNF473	gene
UVRAG	gene
PBRM1	gene
SLAMF1	gene
MRPS21	gene
SHBG	gene
HDHD5	gene
RAB5A	gene
COTL1	gene
NR0B2	gene
CHD1	gene
PSPC1	gene
NCOR2	gene
CEPT1	gene
QSOX2	gene
ARVCF	gene
TNK2	gene
STAP2	gene
DRAP1	gene
AKIRIN2	gene
SLC1A3	gene
SCN3B	gene
YIPF4	gene
RAB11FIP4	gene
LRRC15	gene
PIK3AP1	gene
RNF141	gene
SERPINB3	gene
IL22	gene
PML	gene
PPP2R5A	gene
TIMMDC1	gene
RNF38	gene
RRN3	gene
AGO1	gene
AGO2	gene
KYNU	gene
FAS	gene
RBM27	gene
DRD2	gene
RHOF	gene
ACTR1A	gene
PPP1R8	gene
RELB	gene
ZNF345	gene
FANCE	gene
DPY19L1	gene
ZNF669	gene
TGM3	gene
ABCB1	gene
TRIM29	gene
CBS	gene
YAF2	gene
CACYBP	gene
TCOF1	gene
ZNF462	gene
FAM199X	gene
CBLB	gene
HSP90AB3P	gene
STK35	gene
SFPQ	gene
HIGD1C	gene
IFNA4	gene
IFNA7	gene
NAALADL2	gene
DYSF	gene
KNL1	gene
NEIL3	gene
RRP1	gene
CHST8	gene
KLHDC9	gene
USP6	gene
UCHL5	gene
MLH1	gene
C9orf152	gene
TENM4	gene
IGF2BP3	gene
FANCI	gene
RACGAP1	gene
GZMB	gene
PTCH1	gene
TMPRSS3	gene
BCL2	gene
CRYAB	gene
MFSD12	gene
SYPL2	gene
ZNF597	gene
TSHB	gene
UBE2H	gene
ZBTB17	gene
ATP7A	gene
TOLLIP	gene
POLR2C	gene
SEC16A	gene
SEC23B	gene
UTP6	gene
MLLT1	gene
PIAS3	gene
RPL13AP5	gene
MRFAP1	gene
VAMP8	gene
VASN	gene
PURB	gene
RFC3	gene
RIMS2	gene
DPP9	gene
RPS13	gene
HDAC11	gene
C6orf226	gene
NFATC4	gene
TFCP2	gene
ZCCHC10	gene
CASP6	gene
EEF2KMT	gene
ZNF48	gene
RAX	gene
SOCS4	gene
EFEMP1	gene
DUSP4	gene
ESM1	gene
GRIN2B	gene
MYOG	gene
UGT1A8	gene
DHX8	gene
RBMX2	gene
AP2A2	gene
RPS6KA4	gene
ATP6V0A1	gene
CSTF2	gene
CPSF6	gene
PDCD1	gene
RTEL1	gene
CDC7	gene
PRB3	gene
KRTAP4-4	gene
STX18	gene
USE1	gene
INTS10	gene
INTS5	gene
GAA	gene
TNFRSF8	gene
BATF	gene
MARVELD2	gene
SELP	gene
AP1M1	gene
KRBOX4	gene
WDR92	gene
ALG10B	gene
ARHGEF12	gene
WDR86	gene
RAB37	gene
SYNPO	gene
ADRA2A	gene
GATAD2B	gene
GPC1	gene
IDUA	gene
ADAM21	gene
ABCB8	gene
MANBAL	gene
CMTM2	gene
ZFAND2B	gene
TRAPPC6A	gene
BEX3	gene
DDX54	gene
MLF2	gene
MMS19	gene
CDR2	gene
DUSP10	gene
SLC9A3R1	gene
CDCA5	gene
KCNH4	gene
CPT1A	gene
MKNK1	gene
DOT1L	gene
ARID3B	gene
LHX6	gene
RNF31	gene
PRIMPOL	gene
STC1	gene
ASH1L	gene
PRIM2	gene
RPA1	gene
JRKL	gene
DCAF10	gene
SIGLEC7	gene
WDR89	gene
PPA2	gene
PTPN6	gene
LILRB4	gene
SPRY3	gene
PRG3	gene
UBTD2	gene
EIF4E	gene
PFDN1	gene
RMI1	gene
BCL7B	gene
HAR1B	gene
REM1	gene
CAPN1	gene
GNAI2	gene
NCF1	gene
SRPK2	gene
MUL1	gene
EPM2A	gene
RPL35	gene
MRPL46	gene
FTL	gene
RAB25	gene
ADH5	gene
RPS29	gene
RIPK2	gene
MYO5A	gene
IGHA1	gene
PITX3	gene
SLC2A5	gene
NR1D2	gene
CAMKV	gene
MED12	gene
THRB	gene
POU2F2	gene
NKD1	gene
CDC20B	gene
C1QB	gene
PIBF1	gene
TSNAXIP1	gene
KRT6B	gene
PAFAH1B3	gene
DCLRE1C	gene
VWF	gene
H2AC6	gene
C10orf62	gene
FKBP6	gene
KSR2	gene
CPTP	gene
TMEFF1	gene
DNPEP	gene
LGALS13	gene
ITGB3	gene
ITGB5	gene
CDC23	gene
BUB3	gene
WIPI2	gene
PNLIPRP1	gene
TSPAN8	gene
PUM1	gene
GAB2	gene
MIRLET7A3	gene
PACSIN3	gene
GALNT16	gene
SLC39A11	gene
RLIM	gene
PTPN4	gene
TARBP1	gene
ITM2A	gene
KIF13B	gene
TMEM174	gene
SSRP1	gene
ARNTL2	gene
FAM122C	gene
BBS1	gene
RNF168	gene
GORAB	gene
OTUD4	gene
IQCN	gene
SLC41A1	gene
LRIG3	gene
DTL	gene
CRY1	gene
NDC1	gene
NUP35	gene
PAFAH1B1	gene
VPS41	gene
VAX1	gene
RSRC2	gene
TMED10	gene
COPG1	gene
APOA2	gene
MARK2	gene
SCN11A	gene
CDH1	gene
RBBP6	gene
IFIT3	gene
TCEANC	gene
TTI2	gene
HEATR6	gene
ZFAND1	gene
FAM83A	gene
ASNS	gene
RPS6	gene
GLB1	gene
LRRC20	gene
RALYL	gene
SCYL1	gene
IL17B	gene
SLC25A46	gene
MSMO1	gene
GNPAT	gene
TEAD1	gene
EWSR1	gene
CMC4	gene
PAWR	gene
RRAS2	gene
PCDHGA8	gene
PCDHGA5	gene
PLEKHN1	gene
ATXN7L3	gene
CDC16	gene
B4GALT7	gene
CRYAA	gene
SNORD12C	gene
PLEKHA3	gene
SPINT2	gene
TBC1D9B	gene
IRF7	gene
PALD1	gene
CAPZB	gene
OGT	gene
BCDIN3D	gene
NRM	gene
GOLT1A	gene
KIAA2013	gene
C16orf71	gene
CHMP1B	gene
KNSTRN	gene
LRRIQ1	gene
PRODH	gene
GJD3	gene
PLS3	gene
EPB41	gene
TCAF1	gene
MSS51	gene
TFDP2	gene
GP1BB	gene
SYMPK	gene
FBXL6	gene
RPS10P5	gene
TNS3	gene
RNF40	gene
HNRNPLL	gene
TBCE	gene
NRROS	gene
MAB21L3	gene
ECE1	gene
RAB5C	gene
ARHGAP39	gene
UBE2E3	gene
CEP192	gene
CTLA4	gene
CIB1	gene
TMEM95	gene
FAT3	gene
IL17RE	gene
HSPA12B	gene
LRP10	gene
FUT11	gene
CSNK2A3	gene
SESTD1	gene
H4C3	gene
AK2	gene
RAVER1	gene
PSMA1	gene
RBCK1	gene
CLDN9	gene
WHRN	gene
SLC6A4	gene
BSDC1	gene
ATG101	gene
CCDC141	gene
CCSER2	gene
UBA1	gene
RRP1B	gene
SGCZ	gene
DDAH2	gene
PTPN12	gene
H2AC16	gene
TRIML2	gene
SLC35C2	gene
ZFYVE9	gene
SVEP1	gene
BTN2A1	gene
CCDC13	gene
CBLL2	gene
SRPRA	gene
DDRGK1	gene
LARS2	gene
GLMP	gene
CHGA	gene
FLNA	gene
ID4	gene
VAV1	gene
APOC1	gene
DBX1	gene
PSMD7	gene
ST6GAL1	gene
KRTAP5-3	gene
LTBP1	gene
MMP10	gene
PUF60	gene
YIPF3	gene
URM1	gene
RALA	gene
PHF20L1	gene
GATAD2A	gene
YIF1A	gene
MMAA	gene
AIRE	gene
TGM1	gene
IL2	gene
KRT71	gene
CCDC116	gene
SURF4	gene
ZNF490	gene
PRDM15	gene
MVD	gene
BTAF1	gene
ZNF330	gene
NAA38	gene
UCKL1	gene
AIG1	gene
HOXD11	gene
FRK	gene
CUEDC2	gene
IGHA2	gene
UCP2	gene
FUBP1	gene
PEBP1	gene
FAM124A	gene
HEMK1	gene
RHOBTB3	gene
HAVCR2	gene
HMGA1	gene
ARHGEF10	gene
SKAP1	gene
MAPKBP1	gene
METTL15	gene
LY6E	gene
RERG	gene
PAX2	gene
CDK5RAP3	gene
MCM8	gene
ATG12	gene
VPS45	gene
EGLN3	gene
COASY	gene
SEC61A1	gene
PCGF1	gene
CHTOP	gene
CHM	gene
RAB29	gene
PSMA4	gene
KLK3	gene
IGFBP3	gene
MRPS9	gene
MYORG	gene
RPS17	gene
CD37	gene
EMP1	gene
IL4R	gene
ERMP1	gene
NOL4	gene
RELT	gene
GCAT	gene
NSD2	gene
CSTF2T	gene
TOP1MT	gene
PARP2	gene
ZSCAN32	gene
RO60	gene
PAGR1	gene
LRBA	gene
GOLPH3	gene
AMIGO3	gene
SNX24	gene
FNBP1L	gene
TSPYL5	gene
HNRNPH1	gene
PSMB7	gene
UBE3A	gene
SLC9A1	gene
TAF4B	gene
KRTAP2-4	gene
FAM126A	gene
SUMO4	gene
TMPRSS2	gene
EDDM3B	gene
TIAM1	gene
OSBPL1A	gene
HSPA1L	gene
SOX12	gene
C18orf32	gene
UGP2	gene
SLC2A3	gene
COQ8B	gene
MEGF8	gene
FKBP14	gene
SLC35F6	gene
PDS5A	gene
PEX7	gene
PHGDH	gene
AGTR1	gene
ABI3	gene
SPRY4	gene
CLUHP3	gene
ACPP	gene
CPLX3	gene
ZNF655	gene
USP47	gene
ATF6B	gene
LYRM7	gene
STK24	gene
SCLT1	gene
SSU72	gene
POLG2	gene
AP4E1	gene
FBXW9	gene
ADIPOR1	gene
CARD11	gene
SIK1B	gene
COPB2	gene
NUDCD1	gene
CAP2	gene
CCDC151	gene
TEK	gene
SZT2	gene
TACSTD2	gene
NPBWR1	gene
RRP15	gene
NECAB1	gene
SOCS3	gene
LOC102725072	gene
DAB1	gene
PNPT1	gene
GBP4	gene
NSA2	gene
PRR11	gene
HBA2	gene
CYC1	gene
PRR14L	gene
ANAPC5	gene
SELENON	gene
POTEE	gene
BAALC	gene
WNT9A	gene
SKA2	gene
CTTNBP2NL	gene
OGDH	gene
PIGT	gene
USP18	gene
H2AC12	gene
GAB1	gene
SUPT6H	gene
KIF2A	gene
KIAA0556	gene
SLC39A4	gene
KPNA3	gene
NMNAT1	gene
DSP	gene
YIPF2	gene
AHSA2P	gene
SP4	gene
KCNF1	gene
KCNV2	gene
TPGS1	gene
DRICH1	gene
ZNF852	gene
TRMT1L	gene
PPP3R1	gene
HLX	gene
DAO	gene
NME2	gene
COL1A1	gene
PRELP	gene
NDUFB3	gene
ZFPM1	gene
ATPAF2	gene
KRTAP19-5	gene
DLG1	gene
HOXD9	gene
TACC1	gene
MISP	gene
LMO4	gene
PER2	gene
MFSD6	gene
SRSF6	gene
SF3B4	gene
APLF	gene
CAPNS1	gene
XAB2	gene
PCBP1	gene
COL4A1	gene
TRADD	gene
TTK	gene
PITX2	gene
CASP3	gene
DUSP9	gene
EXOC6	gene
DSN1	gene
GFI1B	gene
TOMM40L	gene
ZMIZ2	gene
MICOS10-NBL1	gene
SP110	gene
YPEL1	gene
FAM162A	gene
RELCH	gene
MED1	gene
FBXO30	gene
RTP5	gene
AEN	gene
FPR1	gene
CKM	gene
WDR20	gene
UTP14A	gene
A1CF	gene
RIMBP3C	gene
TRIM10	gene
MAL	gene
PUM3	gene
ITGB1BP2	gene
FRAT1	gene
PAXX	gene
RIPPLY2	gene
CDK5R1	gene
CCR10	gene
CXCL13	gene
ARHGAP20	gene
RAPH1	gene
GCM2	gene
TBC1D7	gene
SYCP2L	gene
LEPR	gene
PNN	gene
RSBN1L	gene
TXNL4A	gene
S1PR4	gene
GNA13	gene
DOK3	gene
CAMP	gene
DOC2A	gene
ZNF479	gene
DTNB	gene
GRM2	gene
KRT1	gene
APRT	gene
NAPRT	gene
C12orf43	gene
TREML1	gene
PPM1A	gene
HAO2	gene
RPS6KB1	gene
PDPK1	gene
PRXL2B	gene
DHX9	gene
INPP5A	gene
DELE1	gene
PHF10	gene
TARDBP	gene
LAMB1	gene
ACTR1B	gene
KRT19	gene
CKS2	gene
ZBTB7A	gene
HHATL	gene
FNDC9	gene
GIPC1	gene
FTSJ3	gene
HTT	gene
STRAP	gene
LARP6	gene
NXPH3	gene
HOXB4	gene
IL21R	gene
CYP19A1	gene
RC3H2	gene
FIP1L1	gene
TNIP1	gene
NKTR	gene
H2BC18	gene
INPP5D	gene
DOK2	gene
HYKK	gene
DACH1	gene
SOX4	gene
CSF2RB	gene
ZSCAN1	gene
STIM2	gene
MSRB3	gene
CFAP97	gene
FLAD1	gene
PNMA5	gene
ACAD9	gene
COA1	gene
EZH2	gene
ARRDC3	gene
C11orf58	gene
RINT1	gene
MPHOSPH6	gene
GRK3	gene
PLSCR3	gene
ZNF800	gene
CLUAP1	gene
CBX5	gene
GSPT1	gene
NOTO	gene
ZFP42	gene
ZNF599	gene
PRR13	gene
BLOC1S1	gene
SLC39A7	gene
ZNF101	gene
PHF14	gene
GTF2IRD2	gene
ATP5PF	gene
SEPTIN2	gene
ANKH	gene
CENPF	gene
ALG10	gene
SERP2	gene
CD72	gene
DIAPH1	gene
CASP1	gene
CACNA1B	gene
SEC31B	gene
TH	gene
SNAI2	gene
NDUFS3	gene
TMEM14C	gene
GAD1	gene
LTC4S	gene
SEC22B	gene
AKAP1	gene
MYCBP	gene
BPIFB1	gene
NIN	gene
TTC25	gene
NDUFB9	gene
CHN1	gene
ADAMTS4	gene
DPH6	gene
SEH1L	gene
VARS	gene
RABL2A	gene
NDE1	gene
CPNE2	gene
IAPP	gene
STAT6	gene
NDST1	gene
SCAMP4	gene
PTN	gene
MSH3	gene
CDT1	gene
CNPY3	gene
SNX18	gene
HEXIM1	gene
HPN	gene
CELSR1	gene
PCDH12	gene
SLC25A12	gene
CD4	gene
BOD1L1	gene
HADHB	gene
C17orf80	gene
PYCR2	gene
RCN1	gene
UFM1	gene
CCDC84	gene
FCER1G	gene
WDR90	gene
CHODL	gene
COL6A2	gene
PPOX	gene
THOC5	gene
ZPR1	gene
MAPRE3	gene
STX3	gene
CREM	gene
IDI1	gene
NSF	gene
POLR3G	gene
FGF8	gene
REXO4	gene
PFDN4	gene
UNC45A	gene
LAPTM4B	gene
CYB561A3	gene
RETN	gene
ZNF137P	gene
RBFOX2	gene
SLC4A2	gene
ZEB2	gene
DNAI1	gene
PPIG	gene
APTX	gene
HEYL	gene
RSF1	gene
RPL22	gene
BEND7	gene
CD70	gene
SNORD100	gene
NR1D1	gene
UBE2F	gene
TNFRSF10A	gene
GET3	gene
WFDC3	gene
DIPK1A	gene
RAD17	gene
ALAS1	gene
SLC35A5	gene
WBP1	gene
CAPRIN1	gene
HK1	gene
RETREG1	gene
NOLC1	gene
RUFY1	gene
NOB1	gene
S1PR1	gene
KRT39	gene
CNTRL	gene
MTREX	gene
H4C9	gene
KAT7	gene
DOCK6	gene
DIRAS3	gene
MTFR1L	gene
PRSS23	gene
FLT1	gene
ZNF618	gene
MFSD2B	gene
CLDN17	gene
GPRIN1	gene
FBH1	gene
RMRP	gene
NDUFA2	gene
EXO1	gene
KAT8	gene
CLK1	gene
COMMD3-BMI1	gene
ZNF408	gene
ZNF764	gene
STXBP6	gene
CCNL2	gene
UPK1A	gene
PGAP1	gene
TUBB4A	gene
MAGEE1	gene
EMX2	gene
GPX3	gene
PPIL3	gene
PEX19	gene
SLC34A1	gene
WWTR1	gene
AMOT	gene
GCM1	gene
TTLL7	gene
POM121L8P	gene
MRPL58	gene
MRPL43	gene
DNAJB11	gene
HLF	gene
HNF4G	gene
KDM4A	gene
PANX2	gene
FXYD7	gene
HERC5	gene
PTCHD4	gene
DBT	gene
PTPRC	gene
GNPTG	gene
PRDM1	gene
CUL4A	gene
PPFIBP1	gene
MAN1A1	gene
UST	gene
RABAC1	gene
TMEM115	gene
RPL32	gene
PPP2R2C	gene
ZNF114	gene
DDX24	gene
ZPLD1	gene
STEAP2	gene
NELFCD	gene
GALK1	gene
TRAPPC2	gene
KIFBP	gene
PDXDC1	gene
NAA11	gene
ASPG	gene
ZSCAN20	gene
ZNF396	gene
SLC33A1	gene
PYHIN1	gene
CDK15	gene
CDK8	gene
TGFB1	gene
TMEM60	gene
ANXA7	gene
ARX	gene
DNAJA3	gene
NDUFV3	gene
SERINC1	gene
LRCH4	gene
DCTN5	gene
HIPK1	gene
RNF103-CHMP3	gene
IFFO1	gene
INTS11	gene
PRMT3	gene
NOL8	gene
TTC9C	gene
SKA3	gene
ZNF592	gene
ZNF687	gene
DSG1	gene
ANAPC4	gene
CLPP	gene
OLIG3	gene
KRTAP5-6	gene
CNGA3	gene
TRAPPC4	gene
GRAMD1B	gene
TGIF1	gene
GUCY1B1	gene
CASP5	gene
PPHLN1	gene
DDX18	gene
SCAF8	gene
NPAS2	gene
RTKN2	gene
GPAA1	gene
AGO4	gene
PIN4	gene
UBE2S	gene
FBN2	gene
MATN2	gene
CREB3L2	gene
MAPT	gene
KRTAP13-3	gene
GATC	gene
SCN3A	gene
SHARPIN	gene
TRIM65	gene
CA1	gene
SIN3B	gene
EMSY	gene
KRTAP3-3	gene
KRT8	gene
TOP2B	gene
ZBED9	gene
PXK	gene
AQP6	gene
FAM76B	gene
ATP5ME	gene
ARL6IP1	gene
NR2E1	gene
NSD1	gene
ADAM15	gene
FAM9B	gene
HRAS	gene
KIF1B	gene
NEURL3	gene
ID1	gene
SPOPL	gene
NBR1	gene
MRPL20	gene
ZNF638	gene
FOXL2	gene
KCNIP2	gene
TAX1BP3	gene
PDHB	gene
ERCC6L2	gene
CLK4	gene
NDUFV1	gene
PSME2	gene
GET4	gene
ING4	gene
ANKRD36B	gene
SP3	gene
PRMT5	gene
PPT1	gene
TGFB1I1	gene
GJA8	gene
MATN4	gene
RFX6	gene
SYT1	gene
ZNF774	gene
C5orf58	gene
CCDC57	gene
BPTF	gene
KIF2B	gene
CACNB3	gene
LAMC3	gene
TTF2	gene
FAM131B	gene
LZTS1	gene
SPDYC	gene
FKBP15	gene
FBXO25	gene
MYD88	gene
FAM72D	gene
IQSEC1	gene
PPIE	gene
CCDC136	gene
VARS2	gene
ZNF131	gene
SEMA7A	gene
ZNF324	gene
RFPL4B	gene
MRPL27	gene
TRHR	gene
MED21	gene
CCDC148	gene
TEX9	gene
LCN1	gene
TPRN	gene
ZNF555	gene
EDEM2	gene
TIMM29	gene
GRK2	gene
CD93	gene
IL36A	gene
TNRC6C	gene
AGO3	gene
RRS1	gene
GNE	gene
HEATR1	gene
HLA-DPB1	gene
ALPP	gene
IL1A	gene
WT1	gene
PPP1R18	gene
SCD	gene
ZBTB37	gene
SLC22A16	gene
MRTFA	gene
NRG2	gene
ELF4	gene
PHC3	gene
TEAD3	gene
PDZK1	gene
MORF4L2	gene
KIF22	gene
TBC1D15	gene
MPP2	gene
SIK1	gene
PCDHA12	gene
PCDHA11	gene
CD86	gene
CAAP1	gene
XAGE1B	gene
MTDH	gene
NME1-NME2	gene
SMAP2	gene
FCER2	gene
ITGAX	gene
RHOD	gene
C1orf198	gene
GRPR	gene
SLC35G2	gene
CTSS	gene
EZR	gene
IL10	gene
PARK7	gene
POLR2A	gene
FEM1B	gene
ZNF302	gene
CTPS2	gene
KRT7	gene
ATF7IP	gene
TEX11	gene
SPTBN4	gene
TMEM147	gene
CCDC22	gene
ZNF337	gene
TACO1	gene
DOCK1	gene
SS18L1	gene
DBI	gene
RABGAP1L	gene
MYRIP	gene
GHR	gene
CDC25C	gene
SFN	gene
SRFBP1	gene
AGPAT2	gene
CLTB	gene
UBA3	gene
NT5DC1	gene
FBXW7	gene
FOXN3	gene
CD300C	gene
AKIP1	gene
SLC2A12	gene
HACD2	gene
SIX1	gene
ZNF660	gene
EMC7	gene
OTULIN	gene
BCAT2	gene
ALDH6A1	gene
TRMT10C	gene
GSK3A	gene
DLX5	gene
RCE1	gene
CLDN7	gene
IFT20	gene
TASOR	gene
SLC5A3	gene
VIPR2	gene
SGPP1	gene
MAGEA6	gene
BOLA3	gene
ZNF440	gene
CUL4B	gene
ITGB4	gene
DYRK4	gene
REEP3	gene
ZNF701	gene
FARP1	gene
NOC4L	gene
CNOT1	gene
KCTD10	gene
PPBP	gene
RAB10	gene
ARHGEF17	gene
BCAP29	gene
RUNDC3A	gene
MBD3L2	gene
BASP1	gene
FBXO4	gene
AKAP4	gene
FSIP2	gene
SIAH2	gene
SNRPA1	gene
NAT10	gene
HDAC5	gene
HMX3	gene
EPC1	gene
TMEM246	gene
DLG5	gene
BMP1	gene
ZNF576	gene
RNF146	gene
GOSR1	gene
CSAD	gene
PTCD1	gene
KERA	gene
CNPY4	gene
HSP90AB4P	gene
CYFIP2	gene
THOC3	gene
MYL3	gene
ARHGAP8	gene
LRRC10	gene
BTBD10	gene
CBX8	gene
NDUFAF2	gene
TMEM201	gene
PLAGL1	gene
TNFSF9	gene
DLGAP3	gene
SF3B2	gene
AP4M1	gene
AFAP1	gene
SCAF4	gene
SNORA78	gene
FAM219A	gene
TMEM231	gene
RAB14	gene
RPS25	gene
GTF2H5	gene
TSPAN4	gene
KPTN	gene
SLC25A3	gene
MRPL17	gene
HSD3B2	gene
PRAMEF17	gene
SMAD7	gene
ERG	gene
EIF2AK1	gene
CEBPD	gene
CFD	gene
GFPT1	gene
GFPT2	gene
AP3S1	gene
EPHA7	gene
ACTL6A	gene
BRD8	gene
LYZ	gene
CBLIF	gene
LSS	gene
CRYBA4	gene
C1orf94	gene
SYP	gene
STARD4	gene
NHP2	gene
NAF1	gene
RFWD3	gene
ARFGEF1	gene
TOP3B	gene
