symptom1,symptom2,Similarity
S150,S48,0.795
S150,S483,0.799
S150,S497,0.817
S150,S498,0.854
S150,S499,0.798
S150,S500,0.783
S150,S501,0.794
S150,S502,0.765
S150,S503,0.745
S150,S62,0.84
S150,S64,0.853
S150,S65,0.826
S150,S66,0.782
S150,S69,0.743
S150,S71,0.812
S150,S73,0.803
S150,S75,0.889
S150,S80,0.838
S150,S86,0.853
S150,S87,0.863
S150,S88,0.822
S150,S90,0.881
S150,S95,0.867
S150,S96,0.801
S150,S98,0.853
S155,S158,0.74
S155,S159,0.859
S155,S161,0.854
S155,S162,0.76
S169,S313,0.829
S169,S314,0.741
S169,S318,0.918
S169,S321,0.789
S169,S325,0.731
S169,S327,0.677
S169,S33,0.819
S169,S330,0.787
S169,S333,0.865
S169,S334,0.762
S169,S335,0.733
S169,S343,0.768
S169,S345,0.84
S169,S346,0.782
S169,S349,0.834
S169,S350,0.837
S169,S355,0.78
S169,S358,0.765
S169,S359,0.813
S169,S360,0.812
S169,S363,0.788
S169,S368,0.868
S169,S375,0.706
S169,S38,0.797
S169,S380,0.822
S169,S387,0.769
S169,S388,0.739
S169,S389,0.623
S169,S39,0.778
S169,S397,0.836
S169,S398,0.858
S169,S404,0.768
S169,S408,0.765
S169,S410,0.74
S169,S411,0.805
S169,S418,0.776
S169,S42,0.78
S169,S420,0.896
S169,S422,0.691
S169,S428,0.76
S169,S430,0.678
S169,S431,0.71
S169,S437,0.913
S169,S44,0.826
S169,S443,0.739
S169,S444,0.73
S169,S445,0.811
S169,S446,0.74
S169,S447,0.891
S169,S449,0.797
S169,S456,0.781
S169,S462,0.9
S169,S463,0.789
S169,S464,0.751
S169,S466,0.74
S169,S475,0.676
S169,S476,0.676
S169,S477,0.676
S169,S478,0.719
S169,S479,0.777
S169,S48,0.804
S169,S483,0.791
S169,S497,0.765
S169,S498,0.73
S169,S499,0.755
S169,S500,0.741
S169,S501,0.821
S169,S502,0.744
S169,S503,0.722
S169,S62,0.788
S169,S64,0.801
S169,S65,0.817
S169,S66,0.859
S169,S69,0.735
S169,S71,0.78
S169,S73,0.757
S169,S75,0.774
S169,S80,0.741
S169,S86,0.819
S169,S87,0.814
S169,S88,0.839
S169,S90,0.786
S169,S95,0.817
S169,S96,0.782
S169,S98,0.846
S17,S170,0.826
S17,S172,0.798
S17,S177,0.889
S17,S182,0.764
S17,S183,0.78
S17,S185,0.878
S17,S189,0.832
S17,S190,0.804
S17,S192,0.87
S17,S20,0.907
S17,S200,0.826
S17,S21,0.917
S17,S213,0.878
S17,S214,0.88
S17,S215,0.894
S161,S73,0.734
S161,S75,0.883
S161,S80,0.93
S161,S86,0.886
S161,S87,0.834
S161,S88,0.803
S161,S90,0.842
S161,S95,0.88
S161,S96,0.775
S161,S98,0.866
S162,S163,0.769
S162,S169,0.796
S162,S17,0.779
S162,S170,0.841
S162,S172,0.797
S162,S177,0.747
S162,S182,0.754
S162,S183,0.774
S162,S185,0.828
S162,S189,0.767
S162,S190,0.794
S162,S192,0.773
S162,S20,0.779
S162,S200,0.791
S162,S21,0.759
S162,S213,0.754
S162,S214,0.788
S162,S215,0.762
S162,S216,0.752
S162,S217,0.751
S162,S22,0.808
S162,S221,0.745
S162,S234,0.753
S162,S244,0.757
S162,S246,0.716
S162,S25,0.798
S162,S252,0.765
S162,S260,0.79
S162,S27,0.783
S162,S273,0.761
S162,S279,0.775
S162,S282,0.782
S162,S286,0.748
S162,S291,0.773
S162,S294,0.763
S162,S297,0.77
S162,S299,0.765
S162,S30,0.777
S162,S300,0.771
S162,S306,0.788
S162,S309,0.701
S162,S313,0.795
S162,S314,0.737
S162,S318,0.807
S162,S321,0.775
S162,S325,0.755
S162,S327,0.704
S162,S33,0.774
S162,S330,0.762
S162,S333,0.786
S162,S334,0.757
S162,S335,0.745
S162,S343,0.76
S162,S345,0.805
S162,S346,0.767
S162,S349,0.804
S162,S350,0.808
S162,S355,0.771
S162,S358,0.753
S162,S359,0.804
S162,S360,0.788
S162,S363,0.767
S162,S368,0.868
S162,S375,0.715
S162,S38,0.763
S162,S380,0.77
S162,S387,0.753
S162,S388,0.737
S162,S389,0.658
S162,S39,0.766
S162,S397,0.8
S162,S398,0.81
S162,S404,0.753
S162,S408,0.761
S162,S410,0.756
S162,S411,0.771
S162,S418,0.753
S162,S42,0.775
S162,S420,0.795
S162,S422,0.697
S162,S428,0.749
S162,S430,0.725
S162,S431,0.728
S162,S437,0.791
S162,S44,0.799
S162,S443,0.764
S162,S444,0.753
S162,S445,0.788
S162,S446,0.75
S162,S447,0.793
S189,S443,0.777
S189,S444,0.768
S189,S445,0.862
S189,S446,0.817
S189,S447,0.75
S189,S449,0.772
S189,S456,0.793
S189,S462,0.78
S189,S463,0.781
S189,S464,0.831
S189,S466,0.803
S189,S475,0.704
S189,S476,0.704
S189,S477,0.704
S189,S478,0.752
S189,S479,0.847
S189,S48,0.782
S189,S483,0.795
S189,S497,0.83
S189,S498,0.815
S189,S499,0.817
S189,S500,0.778
S189,S501,0.802
S189,S502,0.789
S189,S503,0.807
S189,S62,0.822
S189,S64,0.824
S189,S65,0.801
S189,S66,0.781
S189,S69,0.763
S189,S71,0.802
S189,S73,0.777
S189,S75,0.848
S189,S80,0.818
S189,S86,0.842
S189,S87,0.828
S189,S88,0.819
S189,S90,0.864
S189,S95,0.836
S189,S96,0.828
S189,S98,0.829
S190,S192,0.805
S190,S20,0.802
S190,S200,0.797
S190,S21,0.807
S190,S213,0.806
S190,S214,0.818
S190,S215,0.797
S190,S216,0.794
S190,S217,0.809
S190,S22,0.851
S190,S221,0.739
S190,S234,0.797
S190,S244,0.803
S190,S246,0.762
S190,S25,0.828
S190,S252,0.789
S190,S260,0.809
S190,S27,0.795
S190,S273,0.779
S190,S279,0.81
S190,S282,0.846
S190,S286,0.757
S190,S291,0.767
S190,S294,0.811
S190,S297,0.799
S190,S299,0.795
S190,S30,0.81
S190,S300,0.812
S190,S306,0.811
S190,S309,0.725
S190,S313,0.837
S190,S314,0.779
S190,S318,0.79
S190,S321,0.849
S190,S325,0.831
S190,S327,0.729
S190,S33,0.755
S190,S330,0.854
S190,S333,0.759
S190,S334,0.81
S190,S335,0.779
S190,S343,0.814
S190,S345,0.788
S190,S346,0.817
S190,S349,0.832
S190,S350,0.831
S190,S355,0.81
S190,S358,0.871
S190,S359,0.864
S190,S360,0.772
S190,S363,0.852
S190,S368,0.835
S190,S375,0.732
S190,S38,0.799
S190,S380,0.772
S190,S387,0.799
S190,S388,0.779
S190,S389,0.653
S190,S39,0.8
S17,S80,0.874
S17,S86,0.887
S17,S87,0.889
S17,S88,0.837
S17,S90,0.877
S17,S95,0.921
S17,S96,0.805
S17,S98,0.91
S170,S172,0.792
S170,S177,0.789
S170,S182,0.768
S170,S183,0.759
S170,S185,0.845
S170,S189,0.787
S170,S190,0.793
S170,S192,0.788
S170,S20,0.827
S170,S200,0.827
S170,S21,0.811
S170,S213,0.801
S170,S214,0.828
S170,S215,0.809
S170,S216,0.779
S170,S217,0.801
S170,S22,0.821
S170,S221,0.756
S170,S234,0.744
S170,S244,0.767
S170,S246,0.765
S170,S25,0.839
S170,S252,0.767
S170,S260,0.771
S170,S27,0.815
S170,S273,0.76
S170,S279,0.788
S170,S282,0.802
S170,S286,0.731
S170,S291,0.772
S170,S294,0.792
S170,S297,0.807
S170,S299,0.802
S170,S30,0.827
S170,S300,0.801
S170,S306,0.831
S170,S309,0.665
S170,S313,0.826
S170,S314,0.725
S170,S318,0.832
S170,S321,0.811
S170,S325,0.745
S170,S327,0.677
S170,S33,0.794
S170,S330,0.778
S170,S333,0.787
S170,S334,0.751
S170,S335,0.742
S170,S343,0.794
S170,S345,0.809
S170,S346,0.804
S170,S349,0.83
S170,S350,0.832
S170,S355,0.796
S170,S358,0.77
S170,S359,0.818
S170,S360,0.785
S170,S363,0.771
S170,S368,0.866
S170,S375,0.711
S170,S38,0.814
S170,S380,0.778
S170,S387,0.794
S170,S388,0.722
S170,S389,0.609
S170,S39,0.79
S170,S397,0.823
S170,S398,0.834
S170,S404,0.786
S170,S408,0.762
S170,S410,0.743
S170,S411,0.801
S170,S418,0.798
S170,S42,0.786
S170,S420,0.811
S170,S422,0.697
S170,S428,0.793
S170,S430,0.701
S170,S431,0.719
S170,S437,0.831
S170,S44,0.819
S170,S443,0.745
S170,S444,0.731
S170,S445,0.815
S170,S446,0.739
S170,S447,0.824
S170,S449,0.776
S170,S456,0.773
S170,S462,0.855
S170,S463,0.804
S170,S464,0.767
S170,S466,0.743
S138,S182,0.765
S138,S183,0.784
S138,S185,0.896
S138,S189,0.835
S138,S190,0.817
S138,S192,0.859
S138,S20,0.898
S138,S200,0.821
S138,S21,0.904
S138,S213,0.885
S138,S214,0.862
S138,S215,0.894
S138,S216,0.85
S138,S217,0.868
S138,S22,0.833
S138,S221,0.735
S138,S234,0.77
S138,S244,0.806
S138,S246,0.873
S138,S25,0.904
S138,S252,0.829
S138,S260,0.794
S138,S27,0.894
S138,S273,0.773
S138,S279,0.844
S138,S282,0.879
S138,S286,0.739
S138,S291,0.756
S138,S294,0.886
S138,S297,0.85
S138,S299,0.864
S138,S30,0.884
S138,S300,0.869
S138,S306,0.892
S138,S309,0.667
S138,S313,0.886
S138,S314,0.747
S138,S318,0.799
S138,S321,0.847
S138,S325,0.746
S138,S327,0.659
S138,S33,0.79
S138,S330,0.805
S138,S333,0.755
S138,S334,0.781
S138,S335,0.744
S138,S343,0.872
S138,S345,0.778
S138,S346,0.892
S138,S349,0.906
S138,S350,0.905
S138,S355,0.848
S138,S358,0.774
S138,S359,0.864
S138,S360,0.772
S138,S363,0.8
S138,S368,0.861
S138,S375,0.723
S138,S38,0.9
S138,S380,0.788
S138,S387,0.896
S138,S388,0.743
S138,S389,0.62
S138,S39,0.792
S138,S397,0.877
S138,S398,0.883
S138,S404,0.85
S138,S408,0.757
S138,S410,0.785
S138,S411,0.869
S138,S418,0.888
S138,S42,0.825
S138,S420,0.771
S138,S422,0.693
S138,S428,0.878
S138,S430,0.683
S138,S431,0.701
S138,S437,0.783
S138,S44,0.866
S138,S443,0.777
S138,S444,0.763
S138,S445,0.867
S138,S446,0.765
S138,S447,0.78
S138,S449,0.806
S138,S456,0.808
S138,S462,0.838
S138,S463,0.782
S138,S464,0.824
S138,S466,0.785
S138,S475,0.665
S138,S476,0.665
S138,S477,0.665
S138,S478,0.725
S138,S479,0.886
S138,S48,0.809
S138,S483,0.809
S138,S497,0.806
S138,S498,0.869
S138,S499,0.799
S221,S398,0.746
S221,S404,0.709
S221,S408,0.75
S221,S410,0.72
S221,S411,0.722
S221,S418,0.692
S221,S42,0.733
S221,S420,0.784
S221,S422,0.694
S221,S428,0.681
S221,S430,0.678
S221,S431,0.701
S221,S437,0.791
S221,S44,0.743
S221,S443,0.712
S221,S444,0.71
S221,S445,0.734
S221,S446,0.703
S221,S447,0.794
S221,S449,0.758
S221,S456,0.739
S221,S462,0.78
S221,S463,0.735
S221,S464,0.694
S221,S466,0.72
S221,S475,0.672
S221,S476,0.672
S221,S477,0.672
S221,S478,0.688
S221,S479,0.696
S221,S48,0.775
S221,S483,0.742
S221,S497,0.712
S221,S498,0.65
S221,S499,0.707
S221,S500,0.712
S221,S501,0.786
S221,S502,0.712
S221,S503,0.689
S221,S62,0.704
S221,S64,0.737
S221,S65,0.734
S221,S66,0.773
S221,S69,0.699
S221,S71,0.719
S221,S73,0.725
S221,S75,0.703
S221,S80,0.658
S221,S86,0.724
S221,S87,0.739
S221,S88,0.765
S221,S90,0.708
S221,S95,0.735
S221,S96,0.72
S221,S98,0.759
S234,S244,0.785
S234,S246,0.731
S234,S25,0.782
S234,S252,0.778
S234,S260,0.782
S234,S27,0.762
S234,S273,0.771
S234,S279,0.796
S234,S282,0.779
S234,S286,0.758
S234,S291,0.746
S234,S294,0.77
S234,S297,0.791
S234,S299,0.776
S234,S30,0.77
S234,S300,0.782
S234,S306,0.773
S234,S309,0.727
S234,S313,0.782
S234,S314,0.759
S234,S318,0.752
S234,S321,0.83
S234,S325,0.807
S234,S327,0.723
S234,S33,0.748
S234,S330,0.786
S234,S333,0.725
S234,S334,0.759
S234,S335,0.772
S234,S343,0.795
S234,S345,0.783
S234,S346,0.78
S234,S349,0.764
S234,S350,0.765
S234,S355,0.79
S234,S358,0.757
S234,S359,0.787
S234,S360,0.736
S234,S363,0.784
S234,S368,0.764
S234,S375,0.749
S234,S38,0.76
S234,S380,0.747
S234,S387,0.763
S234,S388,0.757
S190,S397,0.826
S190,S398,0.821
S190,S404,0.79
S190,S408,0.77
S190,S410,0.792
S190,S411,0.812
S190,S418,0.795
S190,S42,0.836
S190,S420,0.763
S190,S422,0.75
S190,S428,0.802
S190,S430,0.755
S190,S431,0.754
S190,S437,0.788
S190,S44,0.856
S190,S443,0.78
S190,S444,0.775
S190,S445,0.862
S190,S446,0.832
S190,S447,0.788
S190,S449,0.789
S190,S456,0.806
S190,S462,0.803
S190,S463,0.786
S190,S464,0.799
S190,S466,0.792
S190,S475,0.712
S190,S476,0.712
S190,S477,0.712
S190,S478,0.747
S190,S479,0.794
S190,S48,0.788
S190,S483,0.853
S190,S497,0.821
S190,S498,0.758
S190,S499,0.803
S190,S500,0.782
S190,S501,0.807
S190,S502,0.814
S190,S503,0.804
S190,S62,0.796
S190,S64,0.834
S190,S65,0.794
S190,S66,0.8
S190,S69,0.765
S190,S71,0.781
S190,S73,0.782
S190,S75,0.808
S190,S80,0.764
S190,S86,0.814
S190,S87,0.817
S190,S88,0.814
S190,S90,0.833
S190,S95,0.817
S190,S96,0.818
S190,S98,0.823
S192,S20,0.849
S192,S200,0.808
S192,S21,0.861
S192,S213,0.842
S192,S214,0.865
S192,S215,0.865
S192,S216,0.86
S192,S217,0.836
S192,S22,0.809
S192,S221,0.724
S192,S234,0.78
S192,S244,0.83
S192,S246,0.831
S192,S25,0.841
S192,S252,0.859
S192,S260,0.796
S192,S27,0.867
S192,S273,0.764
S192,S279,0.854
S192,S282,0.86
S192,S286,0.793
S192,S291,0.761
S192,S294,0.885
S192,S297,0.828
S192,S299,0.858
S192,S30,0.877
S192,S300,0.854
S192,S306,0.863
S192,S309,0.702
S192,S313,0.851
S192,S314,0.772
S192,S318,0.779
S192,S321,0.837
S192,S325,0.752
S192,S327,0.682
S192,S33,0.772
S192,S330,0.803
S192,S333,0.749
S192,S334,0.803
S192,S335,0.759
S192,S343,0.855
S192,S345,0.773
S192,S346,0.854
S192,S349,0.852
S200,S282,0.816
S200,S286,0.748
S200,S291,0.784
S200,S294,0.813
S200,S297,0.806
S200,S299,0.802
S200,S30,0.844
S200,S300,0.819
S200,S306,0.843
S200,S309,0.686
S200,S313,0.838
S200,S314,0.756
S200,S318,0.867
S200,S321,0.815
S200,S325,0.747
S200,S327,0.694
S200,S33,0.796
S200,S330,0.801
S200,S333,0.803
S200,S334,0.77
S200,S335,0.765
S200,S343,0.808
S200,S345,0.827
S200,S346,0.816
S200,S349,0.832
S200,S350,0.834
S200,S355,0.811
S200,S358,0.783
S200,S359,0.817
S200,S360,0.792
S200,S363,0.806
S200,S368,0.853
S200,S375,0.757
S200,S38,0.849
S200,S380,0.793
S200,S387,0.799
S200,S388,0.753
S200,S389,0.668
S200,S39,0.781
S200,S397,0.835
S200,S398,0.843
S200,S404,0.798
S200,S408,0.782
S200,S410,0.787
S200,S411,0.819
S200,S418,0.795
S200,S42,0.806
S200,S420,0.832
S200,S422,0.712
S200,S428,0.79
S200,S430,0.714
S200,S431,0.71
S200,S437,0.847
S200,S44,0.828
S200,S443,0.771
S200,S444,0.767
S200,S445,0.824
S200,S446,0.781
S200,S447,0.854
S200,S449,0.81
S200,S456,0.817
S200,S462,0.855
S200,S463,0.783
S200,S464,0.802
S200,S466,0.787
S200,S475,0.695
S200,S476,0.695
S200,S477,0.695
S200,S478,0.752
S200,S479,0.798
S200,S48,0.82
S200,S483,0.802
S200,S497,0.801
S200,S498,0.755
S200,S499,0.788
S200,S500,0.757
S200,S501,0.807
S200,S502,0.777
S200,S503,0.757
S200,S62,0.811
S200,S64,0.817
S200,S65,0.804
S200,S66,0.848
S200,S69,0.769
S200,S71,0.792
S200,S73,0.805
S200,S75,0.805
S200,S80,0.76
S200,S86,0.837
S200,S87,0.821
S200,S88,0.811
S200,S90,0.813
S200,S95,0.822
S200,S96,0.796
S200,S98,0.851
S21,S213,0.914
S21,S214,0.862
S21,S215,0.913
S21,S216,0.866
S21,S217,0.887
S22,S411,0.833
S22,S418,0.825
S22,S42,0.834
S22,S420,0.772
S22,S422,0.74
S22,S428,0.818
S22,S430,0.738
S22,S431,0.74
S22,S437,0.789
S22,S44,0.886
S22,S443,0.764
S22,S444,0.757
S22,S445,0.856
S22,S446,0.802
S22,S447,0.782
S22,S449,0.779
S22,S456,0.792
S22,S462,0.808
S22,S463,0.795
S22,S464,0.809
S22,S466,0.778
S22,S475,0.708
S22,S476,0.708
S22,S477,0.708
S22,S478,0.762
S22,S479,0.824
S22,S48,0.798
S22,S483,0.874
S22,S497,0.813
S22,S498,0.784
S22,S499,0.788
S22,S500,0.781
S22,S501,0.801
S22,S502,0.794
S22,S503,0.787
S22,S62,0.829
S22,S64,0.819
S22,S65,0.8
S22,S66,0.798
S22,S69,0.761
S22,S71,0.803
S22,S73,0.767
S22,S75,0.833
S22,S80,0.795
S22,S86,0.84
S22,S87,0.823
S22,S88,0.819
S22,S90,0.821
S22,S95,0.843
S22,S96,0.841
S22,S98,0.832
S221,S234,0.708
S221,S244,0.712
S221,S246,0.653
S221,S25,0.747
S221,S252,0.71
S221,S260,0.723
S221,S27,0.727
S221,S273,0.744
S221,S279,0.718
S221,S282,0.73
S221,S286,0.704
S221,S291,0.772
S221,S294,0.7
S221,S297,0.749
S221,S299,0.712
S221,S30,0.732
S221,S300,0.722
S221,S306,0.752
S221,S309,0.658
S221,S313,0.748
S221,S314,0.714
S221,S318,0.8
S221,S321,0.731
S221,S325,0.693
S221,S327,0.696
S221,S33,0.764
S221,S330,0.726
S221,S333,0.787
S221,S334,0.728
S221,S335,0.713
S221,S343,0.697
S221,S345,0.756
S221,S346,0.7
S221,S349,0.764
S221,S350,0.767
S221,S355,0.705
S221,S358,0.726
S221,S359,0.74
S221,S360,0.767
S221,S363,0.732
S221,S368,0.782
S221,S375,0.699
S221,S38,0.711
S221,S380,0.762
S221,S387,0.689
S221,S388,0.713
S221,S389,0.639
S221,S39,0.752
S221,S397,0.735
S234,S389,0.675
S234,S39,0.767
S234,S397,0.789
S234,S398,0.785
S234,S404,0.78
S234,S408,0.739
S234,S410,0.797
S234,S411,0.782
S234,S418,0.776
S234,S42,0.85
S234,S420,0.733
S234,S422,0.736
S234,S428,0.77
S234,S430,0.761
S234,S431,0.731
S234,S437,0.749
S234,S44,0.812
S234,S443,0.777
S234,S444,0.766
S234,S445,0.801
S234,S446,0.795
S234,S447,0.749
S234,S449,0.767
S234,S456,0.766
S234,S462,0.757
S234,S463,0.747
S234,S464,0.806
S234,S466,0.797
S234,S475,0.726
S234,S476,0.726
S234,S477,0.726
S234,S478,0.752
S234,S479,0.771
S234,S48,0.76
S234,S483,0.782
S234,S497,0.767
S234,S498,0.729
S234,S499,0.798
S234,S500,0.76
S234,S501,0.796
S234,S502,0.767
S234,S503,0.785
S234,S62,0.761
S234,S64,0.771
S234,S65,0.775
S234,S66,0.762
S234,S69,0.77
S234,S71,0.744
S234,S73,0.77
S234,S75,0.775
S234,S80,0.728
S234,S86,0.768
S234,S87,0.767
S234,S88,0.788
S234,S90,0.804
S234,S95,0.768
S234,S96,0.844
S234,S98,0.767
S244,S246,0.769
S244,S25,0.807
S244,S252,0.798
S244,S260,0.785
S244,S27,0.797
S244,S273,0.804
S244,S279,0.887
S244,S282,0.82
S244,S286,0.778
S244,S291,0.743
S244,S294,0.808
S244,S297,0.787
S244,S299,0.802
S244,S30,0.823
S244,S300,0.81
S244,S306,0.808
S244,S309,0.739
S244,S313,0.819
S244,S314,0.783
S244,S318,0.76
S244,S321,0.825
S244,S325,0.778
S244,S327,0.697
S244,S33,0.755
S244,S330,0.825
S244,S333,0.728
S244,S334,0.787
S244,S335,0.77
S244,S343,0.85
S244,S345,0.754
S244,S346,0.844
S244,S349,0.804
S244,S350,0.802
S244,S355,0.831
S244,S358,0.792
S244,S359,0.817
S244,S360,0.751
S244,S363,0.831
S244,S368,0.781
S244,S375,0.781
S244,S38,0.814
S244,S380,0.761
S185,S48,0.807
S185,S483,0.831
S185,S497,0.812
S185,S498,0.834
S185,S499,0.785
S185,S500,0.75
S185,S501,0.812
S185,S502,0.754
S185,S503,0.75
S185,S62,0.867
S185,S64,0.867
S185,S65,0.835
S185,S66,0.818
S185,S69,0.742
S185,S71,0.829
S185,S73,0.782
S185,S75,0.868
S185,S80,0.842
S185,S86,0.893
S185,S87,0.855
S185,S88,0.844
S185,S90,0.853
S185,S95,0.891
S185,S96,0.805
S185,S98,0.898
S189,S190,0.833
S189,S192,0.828
S189,S20,0.829
S189,S200,0.797
S189,S21,0.837
S189,S213,0.858
S189,S214,0.837
S189,S215,0.844
S189,S216,0.84
S189,S217,0.872
S189,S22,0.826
S189,S221,0.705
S189,S234,0.843
S189,S244,0.825
S189,S246,0.817
S189,S25,0.836
S189,S252,0.81
S189,S260,0.811
S189,S27,0.826
S189,S273,0.797
S189,S279,0.838
S189,S282,0.833
S189,S286,0.748
S189,S291,0.728
S189,S294,0.843
S189,S297,0.806
S189,S299,0.829
S189,S30,0.828
S189,S300,0.826
S189,S306,0.824
S189,S309,0.725
S189,S313,0.852
S189,S314,0.777
S189,S318,0.757
S189,S321,0.89
S189,S325,0.84
S189,S327,0.71
S189,S33,0.754
S189,S330,0.827
S189,S333,0.73
S189,S334,0.795
S189,S335,0.768
S189,S343,0.871
S189,S345,0.768
S189,S346,0.853
S189,S349,0.824
S189,S350,0.822
S189,S355,0.827
S189,S358,0.786
S189,S359,0.857
S189,S360,0.75
S189,S363,0.798
S189,S368,0.791
S189,S375,0.733
S189,S38,0.836
S189,S380,0.764
S189,S387,0.839
S189,S388,0.775
S189,S389,0.667
S189,S39,0.812
S189,S397,0.846
S189,S398,0.832
S189,S404,0.823
S189,S408,0.768
S189,S410,0.803
S189,S411,0.826
S189,S418,0.847
S189,S42,0.878
S189,S420,0.727
S189,S422,0.73
S189,S428,0.858
S189,S430,0.763
S189,S431,0.741
S189,S437,0.757
S189,S44,0.85
S286,S463,0.736
S286,S464,0.764
S286,S466,0.796
S286,S475,0.718
S286,S476,0.718
S286,S477,0.718
S286,S478,0.752
S286,S479,0.734
S286,S48,0.768
S286,S483,0.771
S286,S497,0.762
S286,S498,0.705
S286,S499,0.778
S286,S500,0.765
S286,S501,0.767
S286,S502,0.758
S286,S503,0.739
S286,S62,0.735
S286,S64,0.762
S286,S65,0.752
S286,S66,0.749
S286,S69,0.747
S286,S71,0.752
S286,S73,0.82
S286,S75,0.747
S286,S80,0.701
S286,S86,0.738
S286,S87,0.766
S286,S88,0.765
S286,S90,0.793
S286,S95,0.755
S286,S96,0.768
S286,S98,0.754
S291,S294,0.734
S291,S297,0.771
S291,S299,0.739
S291,S30,0.755
S291,S300,0.752
S291,S306,0.773
S291,S309,0.665
S291,S313,0.774
S291,S314,0.729
S291,S318,0.823
S291,S321,0.745
S291,S325,0.715
S291,S327,0.689
S291,S33,0.801
S291,S330,0.748
S291,S333,0.807
S291,S334,0.74
S291,S335,0.729
S291,S343,0.721
S291,S345,0.79
S291,S346,0.733
S291,S349,0.763
S291,S350,0.766
S291,S355,0.748
S291,S358,0.752
S291,S359,0.77
S291,S360,0.793
S291,S363,0.76
S291,S368,0.799
S291,S375,0.718
S291,S38,0.745
S291,S380,0.841
S291,S387,0.718
S291,S388,0.728
S291,S389,0.619
S291,S39,0.746
S291,S397,0.755
S291,S398,0.783
S291,S404,0.736
S291,S408,0.755
S291,S410,0.738
S291,S411,0.752
S291,S418,0.722
S291,S42,0.751
S291,S420,0.81
S291,S422,0.695
S291,S428,0.705
S291,S430,0.705
S291,S431,0.687
S291,S437,0.813
S291,S44,0.774
S291,S443,0.741
S291,S444,0.736
S291,S445,0.768
S291,S446,0.749
S291,S447,0.836
S291,S449,0.86
S291,S456,0.771
S291,S462,0.817
S291,S463,0.754
S291,S464,0.725
S291,S466,0.738
S291,S475,0.684
S291,S476,0.684
S291,S477,0.684
S291,S478,0.715
S291,S479,0.725
S159,S318,0.761
S159,S321,0.836
S159,S325,0.783
S159,S327,0.729
S159,S33,0.767
S159,S330,0.805
S159,S333,0.736
S159,S334,0.799
S159,S335,0.807
S159,S343,0.859
S159,S345,0.765
S159,S346,0.868
S159,S349,0.845
S159,S350,0.844
S159,S355,0.998
S159,S358,0.792
S159,S359,0.833
S159,S360,0.756
S159,S363,0.801
S159,S368,0.8
S159,S375,0.769
S159,S38,0.85
S159,S380,0.767
S159,S387,0.863
S159,S388,0.793
S159,S389,0.652
S159,S39,0.798
S159,S397,0.843
S159,S398,0.841
S159,S404,0.848
S159,S408,0.757
S159,S410,0.804
S159,S411,0.899
S159,S418,0.847
S159,S42,0.828
S159,S420,0.732
S159,S422,0.713
S159,S428,0.855
S159,S430,0.72
S159,S431,0.726
S159,S437,0.753
S159,S44,0.844
S159,S443,0.792
S159,S444,0.781
S159,S445,0.84
S159,S446,0.779
S159,S447,0.752
S159,S449,0.794
S159,S456,0.803
S159,S462,0.784
S159,S463,0.798
S159,S464,0.901
S159,S466,0.804
S159,S475,0.733
S159,S476,0.733
S159,S477,0.733
S159,S478,0.78
S159,S479,0.849
S159,S48,0.79
S159,S483,0.82
S159,S497,0.82
S159,S498,0.834
S159,S499,0.82
S159,S500,0.798
S159,S501,0.81
S159,S502,0.782
S159,S503,0.765
S159,S62,0.839
S159,S64,0.842
S159,S65,0.826
S159,S66,0.784
S159,S69,0.76
S159,S71,0.814
S159,S73,0.792
S159,S75,0.881
S159,S80,0.827
S159,S86,0.853
S159,S87,0.841
S159,S88,0.835
